"","ID","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"1615",129,3,1,-14,12,145,"a0900067000076786  ",3,5,6
"1617",131,-4,1,-13,13,136,"a0900067000076818  ",3,5,6
"1620",134,1,1,-21,5,127,"a0900067000076993  ",3,5,6
"1622",136,NA,0,-9,17,183,"a0900067000077030  ",3,5,6
"1626",140,NA,0,-22,4,122,"a0900067000077201  ",3,5,6
"1627",141,0,1,-7,19,205,"a0900067000077225  ",3,5,6
"1628",142,3,1,-4,22,228,"a0900067000077311  ",3,5,6
"1636",150,0,1,-7,19,138,"a0900067000077426  ",3,5,6
"1639",153,0,1,-24,2,134,"a0900067000080000  ",3,5,6
"1642",156,0,1,-26,0,123,"a0900067000080048  ",3,5,6
"1649",163,NA,0,-4,22,130,"a0900067000080093  ",3,5,6
"1654",168,NA,0,-15,11,81,"a0900067000080111  ",3,5,6
"1657",171,NA,0,-22,4,80,"a0900067000080135  ",3,5,6
"1660",174,0,1,-7,19,129,"a0900067000080162  ",3,5,6
"1673",187,0,1,-24,2,172,"a0900067000080468  ",3,5,6
"1675",189,NA,0,-7,19,124,"a0900067000080476  ",3,5,6
"1685",199,NA,0,-24,2,113,"a0900067000080784  ",3,5,6
"1693",207,NA,0,-7,19,210,"a0900067000084905  ",3,5,6
"2091",605,NA,0,-4,22,205,"a0982000403060151  ",3,5,6
"2093",607,NA,0,-4,22,155,"a0982000403060155  ",3,5,6
"2095",609,4,1,-9,17,154,"a0982000403060186  ",3,5,6
"2106",620,NA,0,-13,13,130,"a0982000403060288  ",3,5,6
"2110",624,NA,0,-4,22,133,"a0982000403060302  ",3,5,6
"2116",630,NA,0,-4,22,149,"a0982000403060325  ",3,5,6
"2127",641,NA,0,-4,22,132,"a0982000403060384  ",3,5,6
"2129",643,0,1,-4,22,138,"a0982000403060387  ",3,5,6
"2130",644,NA,0,-4,22,88,"a0982000403060394  ",3,5,6
"2132",646,-9,1,-15,11,135,"a0982000403060398  ",3,5,6
"2140",654,NA,0,-4,22,149,"a0982000403060437  ",3,5,6
"2144",658,0,1,-24,2,132,"a0982000403060601  ",3,5,6
"2147",661,3,1,-19,7,76,"a0982000403060619  ",3,5,6
"2154",668,NA,0,-15,11,116,"a0982000407050097  ",3,5,6
"2166",680,-1,1,-14,12,166,"a0982000407050233  ",3,5,6
"2168",682,NA,0,-9,17,75,"a0982000407050236  ",3,5,6
"2182",696,NA,0,-4,22,147,"a0982000407050353  ",3,5,6
"2196",710,0,1,-3,23,128,"a0982000407050902  ",3,5,6
"2199",713,NA,0,-4,22,81,"a0982000407063248  ",3,5,6
"2200",714,NA,0,-4,22,140,"a0982000407063256  ",3,5,6
"2202",716,NA,0,-4,22,73,"a0982000407063262  ",3,5,6
"2203",717,0,1,-7,19,126,"a0982000407063285  ",3,5,6
"2204",718,0,1,-7,19,137,"a0982000407063298  ",3,5,6
"2205",719,-2,1,-4,22,140,"a0982000407063306  ",3,5,6
"2206",720,NA,0,-7,19,125,"a0982000407063307  ",3,5,6
"2207",721,NA,0,-7,19,152,"a0982000407063311  ",3,5,6
"2209",723,NA,0,-17,9,71,"a0982000407063317  ",3,5,6
"2210",724,NA,0,-5,21,190,"a0982000407063329  ",3,5,6
"2211",725,NA,0,-17,9,127,"a0982000407063330  ",3,5,6
"2212",726,NA,0,-13,13,81,"a0982000407063362  ",3,5,6
"2213",727,NA,0,-10,16,82,"a0982000407063369  ",3,5,6
"2214",728,NA,0,-9,17,76,"a0982000407063371  ",3,5,6
"2215",729,NA,0,-9,17,165,"a0982000407063386  ",3,5,6
"2216",730,NA,0,-9,17,77,"a0982000407063393  ",3,5,6
"2217",731,7,1,-9,17,199,"a0982000407063404  ",3,5,6
"2218",732,NA,0,-9,17,136,"a0982000407063416  ",3,5,6
"2219",733,NA,0,-10,16,177,"a0982000407063420  ",3,5,6
"2221",735,NA,0,-13,13,85,"a0982000407069458  ",3,5,6
"2222",736,-1,1,-16,10,140,"a0982000407069461  ",3,5,6
"2223",737,0,1,-15,11,134,"a0982000407069465  ",3,5,6
"2224",738,-5,1,-14,12,130,"a0982000407069540  ",3,5,6
"2225",739,2,1,-22,4,135,"a0982000407069587  ",3,5,6
"2226",740,NA,0,-9,17,136,"a0982000407069599  ",3,5,6
"2227",741,3,1,-19,7,69,"a0982000407069610  ",3,5,6
"2228",742,-6,1,-21,5,122,"a0982000407069631  ",3,5,6
"2229",743,NA,0,-19,7,69,"a0982000407069641  ",3,5,6
"2340",111,NA,0,-13,13,182,"a0900067000076503  ",4,6,7
"2341",112,NA,0,-17,9,145,"a0900067000076505  ",4,6,7
"2343",114,NA,0,-13,13,167,"a0900067000076527  ",4,6,7
"2345",116,NA,0,-26,0,167,"a0900067000076535  ",4,6,7
"2347",118,NA,0,-13,13,154,"a0900067000076581  ",4,6,7
"2350",121,NA,0,-17,9,142,"a0900067000076673  ",4,6,7
"2352",123,-5,1,-22,4,122,"a0900067000076713  ",4,6,7
"2353",124,NA,0,-17,9,122,"a0900067000076735  ",4,6,7
"2354",125,NA,0,-17,9,156,"a0900067000076774  ",4,6,7
"2358",129,9,1,-17,9,148,"a0900067000076786  ",4,6,7
"2360",131,NA,0,-9,17,146,"a0900067000076818  ",4,6,7
"2362",133,NA,0,-26,0,166,"a0900067000076855  ",4,6,7
"2363",134,NA,0,-22,4,131,"a0900067000076993  ",4,6,7
"2370",141,NA,0,-7,19,204,"a0900067000077225  ",4,6,7
"2371",142,0,1,-7,19,226,"a0900067000077311  ",4,6,7
"2374",145,-4,1,-13,13,166,"a0900067000077337  ",4,6,7
"2375",146,NA,0,-16,10,151,"a0900067000077382  ",4,6,7
"2376",147,0,1,-7,19,135,"a0900067000077387  ",4,6,7
"2379",150,NA,0,-7,19,143,"a0900067000077426  ",4,6,7
"2382",153,NA,0,-24,2,141,"a0900067000080000  ",4,6,7
"2385",156,NA,0,-26,0,127,"a0900067000080048  ",4,6,7
"2401",172,NA,0,-10,16,85,"a0900067000080159  ",4,6,7
"2403",174,NA,0,-7,19,123,"a0900067000080162  ",4,6,7
"2410",181,0,1,-7,19,130,"a0900067000080337  ",4,6,7
"2413",184,NA,0,-10,16,116,"a0900067000080406  ",4,6,7
"2414",185,0,1,-24,2,141,"a0900067000080413  ",4,6,7
"2415",186,NA,0,-13,13,137,"a0900067000080443  ",4,6,7
"2416",187,NA,0,-24,2,177,"a0900067000080468  ",4,6,7
"2419",190,NA,0,-26,0,149,"a0900067000080479  ",4,6,7
"2421",192,NA,0,-22,4,99,"a0900067000080596  ",4,6,7
"2424",195,NA,0,-13,13,109,"a0900067000080669  ",4,6,7
"2426",197,NA,0,-16,10,90,"a0900067000080737  ",4,6,7
"2427",198,NA,0,-13,13,103,"a0900067000080757  ",4,6,7
"2433",204,NA,0,-19,7,88,"a0900067000080960  ",4,6,7
"2443",214,NA,0,-6,20,132,"a0900067000085313  ",4,6,7
"2445",216,NA,0,-13,13,127,"a0900067000085352  ",4,6,7
"2838",609,NA,0,-13,13,157,"a0982000403060186  ",4,6,7
"2847",618,NA,0,-16,10,95,"a0982000403060260  ",4,6,7
"2851",622,NA,0,-13,13,99,"a0982000403060294  ",4,6,7
"2852",623,NA,0,-13,13,91,"a0982000403060301  ",4,6,7
"2854",625,NA,0,-21,5,102,"a0982000403060305  ",4,6,7
"2856",627,0,1,-7,19,195,"a0982000403060318  ",4,6,7
"2861",632,2,1,-24,2,98,"a0982000403060337  ",4,6,7
"2864",635,NA,0,-1,25,136,"a0982000403060360  ",4,6,7
"2866",637,NA,0,-3,23,145,"a0982000403060371  ",4,6,7
"2867",638,-1,1,-10,16,151,"a0982000403060376  ",4,6,7
"2872",643,0,1,-4,22,136,"a0982000403060387  ",4,6,7
"2875",646,NA,0,-6,20,143,"a0982000403060398  ",4,6,7
"2876",647,NA,0,-6,20,108,"a0982000403060404  ",4,6,7
"2881",652,NA,0,-2,24,126,"a0982000403060433  ",4,6,7
"2887",658,2,1,-24,2,137,"a0982000403060601  ",4,6,7
"2890",661,NA,0,-22,4,99,"a0982000403060619  ",4,6,7
"2891",662,NA,0,-7,19,95,"a0982000407049977  ",4,6,7
"2892",663,0,1,-9,17,150,"a0982000407049991  ",4,6,7
