"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,NA,NA
"1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17552,17604
"1194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,17552,NA
"1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,17550,NA
"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,17555,NA
"1202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17552,17605
"1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,NA,17604
"1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17603
"1209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,17555,17604
"1214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17552,17605
"1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,17550,17604
"1218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,NA,NA
"1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,NA,NA
"1224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,17604
"1229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484,NA,NA
"1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,17605
"1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,NA,NA
"1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,17552,NA
"1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17604
"1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17550,NA
"1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17605
"1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,17555,NA
"1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17552,17603
"1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17485,NA,NA
"1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17605
"1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17555,NA
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,17604
"1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,17555,NA
"1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,17605
"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17555,NA
"1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17603
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,NA,17605
"1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17603
"1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,17552,NA
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,17555,NA
"1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17552,NA
"1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17485,NA,NA
"1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,17552,17605
"1286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17604
"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,NA,17604
"1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482,17552,17604
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17550,NA
"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,NA,NA
"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17603
"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17603
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17485,NA,NA
"1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,17552,NA
"1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17604
"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,17605
"1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,NA,NA
"1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,17604
"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,17552,NA
"1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,17555,NA
"1316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,NA,NA
"1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17603
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,17555,17603
"1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,17552,17603
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,NA
"1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17484,17550,NA
"1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,17550,17604
"1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,17552,NA
"1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17552,NA
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17603
"1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17552,17603
"1345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,17555,17604
"1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,17484,17550,NA
"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17482,NA,NA
"1351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,NA,NA,17605
"1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,17550,NA
"1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424,17482,NA,NA
"1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17484,NA,NA
"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,17480,NA,NA
"1361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,17604
"1363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,17550,17604
"1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17428,NA,NA,NA
"1367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"1368",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377",16818,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"1378",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382",NA,NA,NA,NA,NA,17118,NA,17237,NA,NA,NA,NA,NA,NA
"1383",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384",NA,NA,NA,16994,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",16818,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"1392",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395",16818,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",NA,NA,16946,16996,NA,17118,NA,NA,NA,17357,17428,17484,NA,17604
"1402",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",NA,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",NA,NA,NA,16993,NA,17118,NA,NA,NA,17356,17426,NA,NA,NA
"1412",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",16821,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",16821,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",16818,16883,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443",NA,NA,16945,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",NA,16880,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"1449",NA,16884,NA,NA,NA,NA,17178,NA,NA,NA,NA,NA,NA,NA
"1450",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451",NA,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452",NA,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457",NA,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462",NA,NA,NA,NA,17062,NA,NA,NA,NA,17356,NA,NA,NA,17605
"1463",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464",NA,16883,16948,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"1465",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473",16818,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",16821,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482",16818,NA,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483",16818,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489",NA,NA,NA,NA,NA,17118,NA,17237,NA,NA,NA,17480,NA,NA
