"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"2086",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089",16821,NA,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092",16818,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093",16821,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094",16821,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113",16818,NA,16948,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116",16818,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2117",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2119",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2120",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122",16821,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123",16821,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125",16821,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126",16821,16883,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2127",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2132",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134",16821,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",16821,NA,NA,16996,NA,NA,NA,NA,17306,17357,NA,NA,NA,NA
"2136",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138",16818,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140",16821,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142",16818,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144",16818,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146",16818,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162",16818,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163",16818,NA,NA,16994,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164",16818,NA,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169",16821,16883,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176",16821,16883,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179",16821,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"2184",NA,16880,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"2185",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"2186",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189",16818,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191",NA,NA,16945,NA,NA,NA,NA,NA,NA,17356,17426,NA,NA,NA
"2192",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",NA,NA,16945,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"2212",NA,NA,16945,NA,NA,17119,NA,NA,NA,NA,NA,NA,NA,NA
"2213",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217",16821,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230",16818,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237",NA,NA,16945,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242",16818,NA,NA,NA,NA,17118,17179,17237,NA,NA,NA,NA,NA,NA
"2243",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244",NA,NA,NA,NA,NA,17123,17182,NA,NA,NA,NA,NA,NA,NA
"2245",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255",NA,NA,16945,16993,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2256",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2265",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2268",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282",16818,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283",NA,NA,NA,NA,NA,17118,17182,NA,NA,17356,NA,17482,NA,NA
"2284",NA,NA,NA,NA,NA,17118,17179,NA,NA,NA,17426,NA,NA,NA
"2285",NA,NA,NA,NA,NA,17118,17182,NA,NA,NA,NA,NA,NA,NA
"2286",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2287",NA,NA,NA,NA,NA,17118,17179,17237,NA,NA,NA,NA,NA,NA
"2288",NA,NA,NA,NA,NA,17118,17182,17237,NA,17356,NA,17482,NA,NA
"2289",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,17480,17550,NA
"2290",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2291",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2292",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,17552,17603
"2293",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,17426,NA,NA,NA
"2294",NA,NA,NA,NA,NA,17118,NA,NA,NA,17356,NA,NA,NA,17604
"2295",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2296",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2297",NA,NA,NA,NA,NA,17118,NA,NA,NA,17356,NA,NA,NA,NA
"2298",NA,NA,NA,NA,NA,17118,17178,NA,NA,NA,17426,17482,NA,NA
"2299",NA,NA,NA,NA,NA,17118,17182,NA,NA,NA,NA,NA,NA,NA
"2300",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2301",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,17482,NA,NA
"2302",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2303",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,17426,NA,NA,NA
"2304",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2305",NA,NA,NA,NA,NA,17118,17178,NA,NA,NA,NA,NA,NA,NA
"2306",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2307",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2308",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2309",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"2310",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2311",NA,NA,NA,NA,NA,17118,17179,NA,17306,NA,17426,NA,17555,NA
"2312",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2313",NA,NA,NA,NA,NA,17118,NA,17237,NA,NA,17426,NA,NA,NA
"2314",NA,NA,NA,NA,NA,17118,NA,17237,NA,NA,17424,NA,NA,NA
"2315",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2316",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2317",NA,NA,NA,NA,NA,17118,NA,NA,NA,17356,NA,17482,17552,NA
"2318",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2319",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2320",NA,NA,NA,NA,NA,17118,17179,NA,NA,NA,NA,17485,17552,NA
"2321",NA,NA,NA,NA,NA,17118,17182,NA,NA,17356,17426,NA,NA,17603
"2322",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"2323",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2324",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"2325",NA,NA,NA,NA,NA,17118,NA,17237,NA,NA,NA,NA,NA,NA
"2326",NA,NA,NA,NA,NA,17118,NA,17237,NA,NA,NA,NA,NA,NA
"2327",NA,NA,NA,NA,NA,17118,17178,NA,NA,NA,NA,NA,NA,NA
"2328",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2329",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2330",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2331",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2332",NA,NA,NA,NA,NA,17118,NA,17237,NA,NA,17426,NA,NA,17603
"2333",NA,NA,NA,NA,NA,17118,NA,NA,NA,17356,NA,NA,NA,NA
"2334",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2335",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2337",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2338",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"2339",NA,NA,NA,NA,17062,17118,NA,NA,NA,17356,NA,NA,NA,NA
"2340",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,17426,NA,NA,17603
"2341",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2342",NA,NA,NA,NA,17062,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2343",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346",NA,NA,NA,NA,17062,17118,17182,NA,NA,17357,NA,NA,NA,NA
"2347",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348",NA,NA,NA,NA,17062,NA,NA,17237,NA,NA,NA,17482,17552,NA
"2349",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2352",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353",NA,NA,NA,NA,17062,17119,NA,NA,NA,NA,NA,NA,NA,NA
"2354",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2355",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2356",NA,NA,NA,NA,17063,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2357",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358",NA,NA,NA,NA,17063,17119,NA,NA,NA,NA,NA,NA,NA,NA
"2359",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364",NA,NA,NA,NA,17067,17118,17179,NA,17306,NA,NA,NA,NA,NA
"2365",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366",NA,NA,NA,NA,17063,17118,NA,NA,NA,NA,17426,17484,NA,17604
"2367",NA,NA,NA,NA,17063,17119,NA,NA,NA,NA,NA,17480,17550,NA
"2368",NA,NA,NA,NA,17067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369",NA,NA,NA,NA,17063,NA,NA,NA,NA,17356,NA,NA,NA,NA
"2370",NA,NA,NA,NA,17063,NA,17179,17239,NA,17357,NA,17484,17555,17604
"2371",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372",NA,NA,NA,NA,17067,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2373",NA,NA,NA,NA,17063,NA,NA,NA,NA,17357,17428,NA,NA,NA
"2374",NA,NA,NA,NA,17063,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2375",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"2376",NA,NA,NA,NA,17062,17118,NA,NA,NA,NA,NA,NA,NA,NA
"2377",NA,NA,NA,NA,17067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378",NA,NA,NA,NA,17063,NA,17179,NA,NA,NA,NA,NA,NA,NA
"2379",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,17426,17484,NA,17604
"2381",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382",NA,NA,NA,NA,17067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384",NA,NA,NA,NA,17062,17118,17178,NA,NA,NA,NA,NA,NA,NA
"2385",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388",NA,NA,NA,NA,17067,NA,NA,NA,NA,NA,NA,NA,NA,NA
