"","Y","Yrecap","DL","UL","IND_ID","Period","St_occ","End_occ"
"2420",NA,0,-24,13,236,4,6,7
"2421",0,1,-15,22,237,4,6,7
"2426",NA,0,-24,13,242,4,6,7
"2427",NA,0,-31,6,243,4,6,7
"2430",NA,0,-22,15,246,4,6,7
"2442",0,1,-13,24,258,4,6,7
"2450",0,1,-7,30,266,4,6,7
"2459",NA,0,-28,9,275,4,6,7
"2460",NA,0,-23,14,276,4,6,7
"2461",1,1,-26,11,277,4,6,7
"2462",NA,0,-26,11,278,4,6,7
"2465",0,1,-20,17,281,4,6,7
"2468",NA,0,-31,6,284,4,6,7
"2469",0,1,-34,3,285,4,6,7
"2477",NA,0,-26,11,293,4,6,7
"2483",0,1,-28,9,299,4,6,7
"2485",NA,0,-30,7,301,4,6,7
"2489",NA,0,-29,8,305,4,6,7
"2491",NA,0,-21,16,307,4,6,7
"2734",NA,0,-20,17,550,4,6,7
"2738",NA,0,-34,3,554,4,6,7
"2739",NA,0,-31,6,555,4,6,7
"2740",NA,0,-31,6,556,4,6,7
"2741",NA,0,-34,3,557,4,6,7
"2742",NA,0,-34,3,558,4,6,7
"2743",NA,0,-33,4,559,4,6,7
"2744",NA,0,-31,6,560,4,6,7
"2745",NA,0,-34,3,561,4,6,7
"2751",0,1,-22,15,567,4,6,7
"2753",0,1,-31,6,569,4,6,7
"2756",NA,0,-23,14,572,4,6,7
"2762",NA,0,-16,21,578,4,6,7
"2763",NA,0,-16,21,579,4,6,7
"2764",NA,0,-13,24,580,4,6,7
"2765",NA,0,-10,27,581,4,6,7
"2766",NA,0,-19,18,582,4,6,7
"2767",NA,0,-15,22,583,4,6,7
"2768",NA,0,-13,24,584,4,6,7
"2769",NA,0,-13,24,585,4,6,7
"2770",NA,0,-12,25,586,4,6,7
"2771",9,1,-23,14,587,4,6,7
"2772",NA,0,-23,14,588,4,6,7
"2773",0,1,-13,24,589,4,6,7
"2774",NA,0,-22,15,590,4,6,7
"2775",0,1,-11,26,591,4,6,7
"2776",NA,0,-18,19,592,4,6,7
"2777",NA,0,-4,33,593,4,6,7
"2778",NA,0,-17,20,594,4,6,7
"2779",NA,0,-5,32,595,4,6,7
"2780",NA,0,-13,24,596,4,6,7
"2781",NA,0,-29,8,597,4,6,7
"2782",NA,0,-28,9,598,4,6,7
"2783",NA,0,-28,9,599,4,6,7
"2784",NA,0,-23,14,600,4,6,7
"2785",NA,0,-29,8,601,4,6,7
"2786",NA,0,-22,15,602,4,6,7
"2787",0,1,-22,15,603,4,6,7
"2788",NA,0,-27,10,604,4,6,7
"2789",NA,0,-23,14,605,4,6,7
"2790",NA,0,-23,14,606,4,6,7
"2791",NA,0,-30,7,607,4,6,7
"2792",0,1,-29,8,608,4,6,7
"2793",NA,0,-28,9,609,4,6,7
"2794",NA,0,-23,14,610,4,6,7
"2795",-1,1,-27,10,611,4,6,7
"2796",NA,0,-21,16,612,4,6,7
"2797",NA,0,-22,15,613,4,6,7
"2798",NA,0,-28,9,614,4,6,7
"2799",NA,0,-26,11,615,4,6,7
"2800",2,1,-28,9,616,4,6,7
"2801",NA,0,-30,7,617,4,6,7
"2802",NA,0,-30,7,618,4,6,7
"2803",NA,0,-23,14,619,4,6,7
"2804",NA,0,-28,9,620,4,6,7
"2805",NA,0,-25,12,621,4,6,7
"2806",NA,0,-28,9,622,4,6,7
"2807",NA,0,-24,13,623,4,6,7
"2808",NA,0,-27,10,624,4,6,7
"2809",NA,0,-22,15,625,4,6,7
"2810",NA,0,-26,11,626,4,6,7
"2811",NA,0,-21,16,627,4,6,7
"2812",NA,0,-30,7,628,4,6,7
"2813",NA,0,-24,13,629,4,6,7
"2815",NA,0,-27,10,631,4,6,7
"2816",NA,0,-22,15,632,4,6,7
"2817",0,1,-30,7,633,4,6,7
"2818",NA,0,-29,8,634,4,6,7
"2819",NA,0,-24,13,635,4,6,7
"2820",-2,1,-28,9,636,4,6,7
"2821",NA,0,-28,9,637,4,6,7
"2822",NA,0,-29,8,638,4,6,7
"2823",-1,1,-27,10,639,4,6,7
"2824",-1,1,-30,7,640,4,6,7
"2825",0,1,-22,15,641,4,6,7
"2826",6,1,-23,14,642,4,6,7
"2828",NA,0,-23,14,644,4,6,7
"2830",-1,1,-30,7,646,4,6,7
"2838",3,1,-31,6,654,4,6,7
"2892",1,1,-31,6,708,4,6,7
"2903",NA,0,-4,33,719,4,6,7
"2905",1,1,-31,6,721,4,6,7
"2906",NA,0,-5,32,722,4,6,7
"3113",NA,0,-19,18,201,5,7,8
"3119",NA,0,-27,10,207,5,7,8
"3121",0,1,-20,17,209,5,7,8
"3129",0,1,-23,14,217,5,7,8
"3132",NA,0,-34,3,220,5,7,8
"3133",NA,0,-34,3,221,5,7,8
"3140",NA,0,-34,3,228,5,7,8
"3141",NA,0,-29,8,229,5,7,8
"3142",NA,0,-32,5,230,5,7,8
"3149",0,1,-15,22,237,5,7,8
"3160",2,1,-26,11,248,5,7,8
"3163",0,1,-11,26,251,5,7,8
"3165",NA,0,-11,26,253,5,7,8
