Occasion,Date,SEC,IND,PASS,SPE,LEN,WEIGH,TAGNUMBER         ,RECAP ,MORTAL,GENETIC,TAGGER    ,COMMENTS            ,,,,,,,,,,,,,,,
7,20160911,23,8,2,CRC,150,36.2,0900067000080101  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,23,9,2,STJ,68,2.8,0982000407050561  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,23,10,2,CRC,91,6.9,0900067000085276  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,23,11,2,CRC,102,12.5,0900067000080659  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,24,1,1,BHC,71,3.6,0982000407050098  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,24,2,1,CRC,68,3.4,0982000407063627  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,24,3,1,CRC,58,2.1,0982000407063601  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,24,4,2,BHC,92,7.5,0900067000077141  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,24,5,2,BHC,85,6.4,0900067000077400  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160911,24,6,2,CRC,118,17.9,0982000407063618  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,1,1,MTS,74,4.7,0900067000080335  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,2,1,MTS,64,3,0900067000080041  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,3,1,MTS,49,1.6,0982000407063568  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,4,1,MTS,50,1.6,0982000407063578  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,5,1,MTS,49,1.3,0982000407063602  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,6,1,MTS,49,1.3,0982000407063594  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,7,1,MTS,48,1.3,0982000407063577  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,8,1,BHC,68,2.9,0982000407063610  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,9,1,CRC,60,2.3,0982000407063634  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,25,10,1,CRC,76,4.4,0982000407063585  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,25,11,2,MTS,74,5.6,0900067000080330  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,12,2,MTS,51,1.7,0982000407063549  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,25,13,2,CRC,66,2.9,0982000407063614  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,1,1,CRC,88,8,0900067000080778  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,2,1,CRC,74,4.2,0900067000080755  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,3,1,CRC,68,3.3,0982000407050573  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,4,1,MTS,67,3.2,0900067000080938  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,5,1,MTS,65,3.6,0900067000085359  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,6,1,MTS,53,1.7,0982000407050546  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,7,1,MTS,62,2.6,0900067000085486  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,8,1,MTS,54,2.1,0982000407050557  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,9,1,CRC,83,5.9,0900067000121969  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,26,10,1,BHC,68,3.5,0900067000121967  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,26,11,1,BHC,58,2.1,0900067000121953  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,26,12,1,MTS,62,2.8,0900067000121909  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,13,2,MTS,70,4.2,0900067000085261  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,14,2,MTS,65,3,0900067000085316  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,15,2,MTS,69,3.9,0900067000077454  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,16,2,MTS,50,1.4,0982000407050495  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,17,2,CRC,156,40,0900067000080587  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,18,2,CRC,96,9.3,0982000407050567  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,19,2,CRC,97,9.4,0982000407050509  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,20,2,CRC,87,7.1,0982000407050147  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,21,2,BHC,95,9,0900067000085460  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,26,22,2,CRC,84,6.2,0900067000121971  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,26,23,2,CRC,68,3.7,0900067000121915  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,27,1,1,CRC,115,17.3,0900067000077402  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,27,2,1,CRC,112,13.9,0900067000085089  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,27,3,2,BHC,115,13.8,0900067000080629  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,27,4,2,STJ,119,15,0900067000077062  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,27,5,2,STJ,129,19.2,0900067000085192  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,27,6,2,STJ,131,20,0900067000085417  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,28,1,1,STJ,122,16.6,0982000407050514  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,28,2,1,CRC,102,12.1,0982000407050114  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,28,3,1,CRC,51,2.4,0900067000121917  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,28,4,1,MTS,52,1.7,0900067000121934  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,28,5,1,MTS,49,1.2,0900067000121940  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,28,6,1,MTS,52,1.4,0900067000121973  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,28,7,2,CRC,113,17.4,0900067000085314  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,28,8,2,CRC,144,31.9,0900067000085377  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,28,9,2,MTS,51,1.4,0900067000121954  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,28,10,2,STJ,85,5.8,0900067000121889  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,1,1,CRC,106,12.7,0982000407050552  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,2,1,CRC,95,10.2,0900067000080231  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,3,1,CRC,65,3.4,0982000407050574  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,4,1,CRC,110,13.5,0900067000085040  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,5,1,BHC,88,7.3,0982000407050925  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,6,1,BHC,120,17.7,0900067000085117  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,7,1,CRC,81,6.4,0982000407050893  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,8,1,CRC,59,3,0900067000121936  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,9,1,CRC,61,2.2,0900067000121898  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,10,1,CRC,68,3.6,0900067000121930  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,11,1,CRC,81,5.5,0900067000121960  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,29,12,1,CRC,63,3.3,0900067000121980  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,13,1,BHC,57,1.6,0900067000121902  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,29,14,1,CRC,54,2.2,0900067000121948  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,15,2,BHC,98,9.8,0982000407050140  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,16,2,CRC,105,12.5,0982000407050158  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,17,2,CRC,58,2.4,0982000407050505  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,18,2,CRC,68,4.1,0982000407050577  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,19,2,CRC,94,9.7,0900067000121931  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,20,2,CRC,91,10.5,0900067000121908  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,21,2,CRC,65,3.4,0900067000121959  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,22,2,CRC,60,3.1,0900067000121946  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,23,2,BHC,62,3.1,0900067000121978  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,29,24,2,CRC,78,5.8,0900067000121962  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,1,1,MTS,79,5.9,0900067000085425  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,2,1,CRC,60,2.4,0982000407050560  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,3,1,CRC,55,1.6,0982000407050526  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,4,1,MTS,52,1.7,0900067000121945  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,30,5,1,CRC,69,4.4,0900067000121927  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,6,1,CRC,78,4.6,0900067000121914  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,7,1,CRC,73,4.2,0900067000121929  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,8,1,CRC,71,3.8,0900067000121974  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,9,2,CRC,62,2.3,0900067000121966  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,30,10,2,CRC,78,5.3,0900067000121950  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,1,1,CRC,82,6,0982000407050112  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,2,1,CRC,124,21.3,0982000407050133  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,3,1,BHC,86,7.2,0900067000085436  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,4,1,BHC,86,6.3,0900067000080758  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,5,1,CRC,85,6.6,0900067000085430  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,6,1,MTS,63,2.8,0900067000121922  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,31,7,1,CRC,134,24.4,0900067000121884  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,8,1,CRC,74,3.9,0900067000121916  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,9,1,CRC,58,2.3,0900067000121972  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,10,1,CRC,71,3.7,0900067000121885  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,11,1,CRC,58,1.8,0900067000121923  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,12,1,CRC,70,3.4,0900067000121970  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,13,2,MTS,86,6.1,0900067000085146  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,14,2,MTS,57,2.4,0982000407050515  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,15,2,CRC,84,6.8,0900067000121896  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,16,2,CRC,68,3.1,0900067000121965  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,17,2,CRC,68,2.8,0900067000121952  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,18,2,CRC,64,2.3,0900067000121979  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,31,19,2,BHC,54,1.4,0900067000121924  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,1,1,NHS,192,73.9,0900067000085406  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,2,1,BHC,127,19.3,0982000407050107  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,3,1,MTS,49,1.4,0982000407049989  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,4,1,CRC,74,4.3,0982000407069455  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,5,1,CRC,96,10.4,0982000407069714  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,6,1,BHC,93,8.7,0900067000080089  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,7,1,CRC,89,7.7,0900067000121951  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,8,1,BHC,66,2.6,0900067000121933  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,9,1,CRC,88,7.8,0900067000121956  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,10,1,MTS,70,4,0900067000121947  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,11,1,MTS,49,1.4,0900067000121893  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,12,1,MTS,48,1.2,0900067000121901  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,13,2,MTS,75,4.8,0900067000080008  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,14,2,MTS,68,3.4,0900067000084921  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,15,2,MTS,77,5.4,0982000407050827  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,16,2,CRC,108,12.6,0900067000080267  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,17,2,BHC,101,11.5,0982000403060103  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,18,2,BHC,99,9.8,0900067000080301  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,19,2,CRC,55,2,0982000407050426  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,20,2,MTS,51,1.5,0900067000121955  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,32,21,2,CRC,70,3.5,0900067000121899  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,32,22,2,CRC,80,5.5,0900067000121910  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,33,1,1,MTS,65,3.2,0900067000085109  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,33,2,1,MTS,75,4.4,0900067000085429  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,33,3,1,MTS,50,1.4,0900067000121928  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,33,4,1,CRC,74,4.1,0900067000121890  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,33,5,1,CRC,75,5.1,0900067000121977  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,33,6,1,CRC,81,7.4,0900067000121912  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,33,7,1,CRC,60,2.1,0900067000121881  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,33,8,2,CRC,78,5.2,0900067000080936  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,33,9,2,MTS,50,1.3,0900067000121957  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,33,10,2,CRC,85,7.9,0900067000121887  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,33,11,2,CRC,71,4.3,0900067000121913  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,1,1,CRC,152,37.2,0982000407069466  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,2,1,CRC,131,24.5,0900067000080118  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,3,1,STJ,120,15.2,0982000407050803  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,4,1,CRC,102,12.1,0982000407050954  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,5,1,CRC,58,1.8,0900067000121964  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,6,2,MTS,76,5,0900067000080912  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,7,2,STJ,109,11.2,0982000407050871  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,8,2,BHC,118,15,0900067000085036  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,9,2,CRC,122,21,0900067000080218  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,10,2,CRC,103,11.6,0900067000085211  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,11,2,CRC,108,13.9,0900067000080128  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,12,2,MTS,49,1.3,0900067000121932  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
7,20160912,34,13,2,CRC,102,10.5,0900067000121942  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,14,2,CRC,64,2.5,0900067000121935  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,15,2,CRC,92,7.9,0900067000121963  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,16,2,CRC,80,4.7,0900067000121919  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,17,2,CRC,64,2.5,0900067000121976  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,34,18,2,CRC,62,2.2,0900067000121938  ,N     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,35,1,1,NA,NA,NA,NA,NA,NA,NA,CARY   ,NO FISH             ,,,,,,,,,,,,,,,
7,20160912,35,2,2,CRC,73,4.4,0982000407069554  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,36,1,1,NA,NA,NA,NA,NA,NA,NA,CARY   ,NO FISH             ,,,,,,,,,,,,,,,
7,20160912,36,2,2,NA,NA,NA,NA,NA,NA,NA,CARY   ,NO FISH             ,,,,,,,,,,,,,,,
7,20160912,37,1,1,CRC,118,17.7,0900067000085035  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,37,2,1,MTS,48,1.2,0982000407050169  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,37,3,2,CRC,120,19.3,0900067000085349  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
7,20160912,37,4,2,STJ,71,2.6,0982000407050555  ,Y     ,N     ,N     ,CARY   ,                    ,,,,,,,,,,,,,,,
8,20161104,1,1,1,NA,NA,NA,NA,NA,NA,NA,KIM       ,NO FISH IN PASS1    ,,,,,,,,,,,,,,,
8,20161104,1,2,2,NA,NA,NA,NA,NA,NA,NA,KIM       ,NO FISH IN PASS2    ,,,,,,,,,,,,,,,
8,20161104,2,1,1,NA,NA,NA,NA,NA,NA,NA,KIM       ,NO FISH IN PASS1    ,,,,,,,,,,,,,,,
8,20161104,2,2,2,NA,NA,NA,NA,NA,NA,NA,KIM       ,NO FISH IN PASS2    ,,,,,,,,,,,,,,,
8,20161104,3,1,1,BHC,62,2.6,0982000407063137  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,3,2,2,NA,NA,NA,NA,NA,NA,NA,KIM       ,NO FISH IN PASS2    ,,,,,,,,,,,,,,,
8,20161104,4,1,1,CRC,60,2.7,0982000407063204  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,4,2,1,BHC,58,2.1,0982000407050396  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,4,3,1,CRC,55,1.4,0900067000116696  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,4,4,1,CRC,58,1.8,0900067000116745  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,4,5,1,MTS,49,1.3,0900067000116779  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,4,6,2,MTS,59,1.8,0982000407050458  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,4,7,2,CRC,55,2,0982000407063135  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,5,1,1,MTS,73,4.8,0900067000080204  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,5,2,1,MTS,58,1.7,0982000407069670  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,5,3,1,MTS,49,1.7,0982000407069757  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,5,4,1,MTS,49,1.4,0900067000116757  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,5,5,2,MTS,58,2.2,0900067000080646  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,5,6,2,CRC,107,12.2,0900067000116709  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
8,20161104,5,7,2,CRC,68,2.6,0900067000116721  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,6,1,1,MTS,80,6.2,0982000403060446  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,6,2,1,MTS,57,2,0900067000080080  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,6,3,1,BHC,67,3.2,0900067000122179  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,6,4,2,BHC,108,12.9,0900067000080344  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,7,1,1,BHC,115,15.3,0982000403060114  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,7,2,1,MTS,63,2.8,0900067000080332  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,7,3,2,NA,NA,NA,NA,NA,NA,NA,KIM       ,NO FISH             ,,,,,,,,,,,,,,,
8,20161104,8,1,1,BHC,101,10.7,0982000407069645  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
8,20161104,8,2,1,BHC,87,6.9,0982000407063160  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
