"","mean","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"loglik[5599]",-4.30564583333333,-4.30514,-4.44175,-4.17773625,1.00722901244764,670,0,1
"loglik[5600]",-4.8298421,-4.82819,-4.88440725,-4.78652675,1.00486124831528,990,0,1
"loglik[5612]",-5.39175416666667,-5.38731,-5.4236505,-5.38204,1.0305149768196,240,0,1
"loglik[5616]",-3.64550076666667,-3.648985,-3.81373925,-3.45514075,1.01695115163318,120,0,1
"loglik[5618]",-3.61934397333333,-3.622175,-3.785199,-3.436163,1.01707593411825,130,0,1
"loglik[5621]",-5.21471416,-5.206105,-5.49333225,-4.99051975,1.00383019882816,1400,0,1
"loglik[5622]",-7.23548916666667,-7.22196,-7.65094325,-6.8556005,1.011436701418,310,0,1
"loglik[5624]",-3.75701286,-3.76125,-3.922589,-3.5850415,1.01632412438709,140,0,1
"loglik[5625]",-4.24868749333333,-4.246115,-4.47404775,-4.0551455,1.0076091147476,390,0,1
"loglik[5626]",-5.51669041333333,-5.510855,-5.6364235,-5.43213125,1.01822450182589,150,0,1
"loglik[5627]",-7.92437594,-7.8981,-8.58624375,-7.41788525,1.01756179219502,120,0,1
"loglik[5631]",-3.70450162666667,-3.70733,-3.870359,-3.52131825,1.01707570399667,130,0,1
"loglik[5634]",-7.17310922666667,-7.16167,-7.60914675,-6.801346,1.00775796055455,820,0,1
"loglik[5641]",-4.55777884,-4.556425,-4.7321535,-4.378079,1.03473862406273,64,0,1
"loglik[5643]",-4.69330458,-4.691065,-4.70954075,-4.68888,1.05429647802148,110,0,1
"loglik[5651]",-4.00710312,-4.007635,-4.113089,-3.89322075,1.04795579561811,47,0,1
"loglik[5652]",-4.06610408666667,-4.066665,-4.16966475,-3.9541115,1.05268600021505,43,0,1
"loglik[5653]",-4.69509389333333,-4.6921,-4.71743025,-4.68889,1.05031663412459,120,0,1
"loglik[5655]",-18.8829689333333,-18.84505,-20.6444325,-17.25155,1.03496215634293,66,0,1
"loglik[5658]",-8.68220734666667,-8.656515,-9.45714125,-8.05811175,1.0274003542931,92,0,1
"loglik[5660]",-3.90779334666667,-3.90886,-4.02704675,-3.78921825,1.03494933374555,64,0,1
"loglik[5665]",-3.84976726666667,-3.84969,-3.97333125,-3.72796325,1.0305728213392,73,0,1
"loglik[5666]",-3.71112356,-3.71014,-3.859329,-3.565014,1.01680780441744,130,0,1
"loglik[5668]",-3.75143240666667,-3.74995,-3.8883555,-3.61535425,1.02117089210601,110,0,1
"loglik[5674]",-4.00797097333333,-4.008865,-4.11270725,-3.89576925,1.05133228213574,44,0,1
"loglik[5678]",-8.00845910666667,-8.000815,-8.35919175,-7.72413275,1.05729549094847,41,0,1
"loglik[5681]",-3.96679435333333,-3.967345,-4.0781565,-3.85053925,1.04171484199903,54,0,1
"loglik[5687]",-6.04951001333333,-6.045995,-6.16304425,-5.96283575,1.05839440829019,41,0,1
"loglik[5688]",-4.70914974,-4.70784,-4.734886,-4.69212375,1.02817116225707,76,0,1
"loglik[5691]",-4.22344000666667,-4.22398,-4.33437675,-4.0995085,1.05420513690678,42,0,1
"loglik[5698]",-3.92843522,-3.92895,-4.041682,-3.81115625,1.03947000937264,57,0,1
"loglik[5702]",-3.71229464,-3.71135,-3.84425625,-3.5825055,1.02461962606474,90,0,1
"loglik[5703]",-4.73591069333333,-4.735025,-4.76723925,-4.708879,1.04751895653007,47,0,1
"loglik[5705]",-4.71660036,-4.715365,-4.74481925,-4.69593075,1.03130169768206,68,0,1
"loglik[5706]",-4.85400774666667,-4.85337,-4.91750975,-4.79326575,1.04798948701445,46,0,1
"loglik[5709]",-4.70914974,-4.70784,-4.734886,-4.69212375,1.02817116225707,76,0,1
"loglik[5719]",-4.69782431333333,-4.69607,-4.7168015,-4.68896475,1.02236660703118,110,0,1
"loglik[5730]",-4.70013830666667,-4.6982,-4.72200025,-4.68913,1.01957619474511,120,0,1
"loglik[5733]",-3.96863707333333,-3.96917,-4.074629,-3.854756,1.04795432524991,47,0,1
"loglik[5734]",-3.79096273333333,-3.791625,-3.91272975,-3.6714585,1.03273090034096,68,0,1
"loglik[5737]",-4.02677019333333,-4.027535,-4.13304775,-3.914749,1.0497459153213,46,0,1
"loglik[5739]",-4.70573142,-4.70407,-4.73051675,-4.69051375,1.02359197063637,91,0,1
"loglik[5744]",-4.06512931333333,-4.066025,-4.16986725,-3.95292925,1.05133276951091,44,0,1
"loglik[5746]",-4.81087206666667,-4.810285,-4.862432,-4.761278,1.05111378400631,44,0,1
"loglik[5753]",-6.29204152666667,-6.287035,-6.45971725,-6.15335775,1.04712424050399,50,0,1
"loglik[5756]",-9.35869202666667,-9.347235,-9.89932325,-8.89178225,1.04403868277045,53,0,1
"loglik[5757]",-4.22246522,-4.223485,-4.331236,-4.1021245,1.05483575677048,41,0,1
"loglik[5763]",-5.38761161333333,-5.385295,-5.40704575,-5.38203,1.07164937348815,55,0,1
"loglik[5764]",-4.00797097333333,-4.008865,-4.11270725,-3.89576925,1.05133228213574,44,0,1
"loglik[5779]",-3.79096273333333,-3.791625,-3.91272975,-3.6714585,1.03273090034096,68,0,1
"loglik[5785]",-3.92746032666667,-3.92821,-4.04310925,-3.81001725,1.03720408657799,60,0,1
"loglik[5788]",-4.74662159333333,-4.745755,-4.781221,-4.7164875,1.04623155720395,48,0,1
"loglik[5789]",-4.69433659333333,-4.69221,-4.71067775,-4.68889,1.01918007300431,230,0,1
"loglik[5791]",-4.83544364,-4.83496,-4.89067775,-4.78143275,1.05125079537898,44,0,1
"loglik[5796]",-3.79163404,-3.79174,-3.91785825,-3.66648875,1.02849381638125,78,0,1
"loglik[5806]",-3.77196711333333,-3.771435,-3.90061675,-3.64493225,1.02650709479815,84,0,1
