"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma"
"1",3.81652,0.31125,0.401297,-0.192242,0.22259,-0.596315,0.122196
"2",3.85813,0.308819,0.402169,-0.160037,0.193518,-0.652924,0.127535
"3",3.81534,0.377613,0.326502,0.0721914,0.227277,-0.609791,0.122763
"4",3.81804,0.378278,0.28745,-0.0541471,0.226389,-0.602554,0.124338
"5",3.75001,0.342831,0.345315,-0.0304715,0.259306,-0.613135,0.125305
"6",3.89311,0.321955,0.352997,-0.0233973,0.204841,-0.69962,0.127093
"7",3.9833,0.133944,0.373386,-0.0839158,0.258086,-0.764591,0.127331
"8",3.83656,0.389468,0.333159,-0.0857897,0.271261,-0.64432,0.117119
"9",3.76552,0.34334,0.388079,-0.153664,0.141781,-0.571242,0.121423
"10",3.82349,0.356913,0.406798,-0.0788463,0.254096,-0.682424,0.121272
"11",3.84627,0.364455,0.445584,-0.0991481,0.167875,-0.678398,0.125144
"12",3.88753,0.2125,0.312482,-0.0685853,0.191005,-0.659388,0.134733
"13",3.88596,0.384176,0.341052,-0.0540721,0.232782,-0.663395,0.130138
"14",3.97113,0.349544,0.327854,0.0720895,0.312562,-0.784319,0.123792
"15",3.97215,0.223941,0.382004,-0.117953,0.162693,-0.81576,0.122648
"16",3.90034,0.281363,0.380601,-0.13194,0.26418,-0.729727,0.123179
"17",3.73826,0.377798,0.400148,-0.150364,0.25089,-0.598962,0.124729
"18",3.8074,0.395526,0.374369,-0.134695,0.232611,-0.558713,0.123687
"19",3.86585,0.245238,0.379628,-0.0661597,0.220313,-0.676783,0.128629
"20",3.79151,0.433002,0.344465,-0.119139,0.236821,-0.628564,0.122256
"21",3.76405,0.431857,0.411301,-0.228312,0.195259,-0.709765,0.118133
"22",3.7857,0.290662,0.387224,-0.139542,0.243641,-0.559528,0.128479
"23",3.8101,0.337488,0.321434,-0.0851027,0.186837,-0.670915,0.124935
"24",4.03982,0.221087,0.396544,-0.124611,0.249722,-0.827809,0.123379
"25",3.83179,0.341394,0.381624,-0.0611063,0.209369,-0.597581,0.138669
"26",3.92666,0.342228,0.296911,-0.0301506,0.263763,-0.723137,0.120776
"27",3.77356,0.450815,0.313076,-0.0589709,0.278548,-0.569528,0.125076
"28",3.93557,0.300733,0.337589,0.0735456,0.27541,-0.710835,0.117402
"29",3.85621,0.459855,0.364741,-0.0373213,0.210419,-0.768958,0.121662
"30",3.86218,0.289546,0.300081,0.0356595,0.276517,-0.563847,0.13427
"31",3.84689,0.344198,0.334709,-0.0924677,0.223495,-0.633716,0.134231
"32",3.82373,0.325022,0.381014,-0.048709,0.246424,-0.70135,0.125656
"33",3.74319,0.352371,0.389243,-0.145499,0.221837,-0.59688,0.122132
"34",3.7427,0.457429,0.375241,-0.0264997,0.205077,-0.54997,0.124895
"35",3.85204,0.460394,0.40774,-0.0441582,0.199477,-0.699965,0.130177
"36",3.81033,0.264167,0.304865,0.0722519,0.207364,-0.567771,0.134366
"37",3.86474,0.213008,0.312895,0.0480252,0.240801,-0.620277,0.12442
"38",3.83062,0.43837,0.36373,-0.124439,0.220031,-0.587323,0.130622
"39",3.8025,0.272321,0.372771,-0.0788642,0.235214,-0.521537,0.12665
"40",3.79089,0.364131,0.275745,0.0333164,0.213388,-0.620817,0.121478
"41",3.96507,0.303409,0.398789,0.0309547,0.256982,-0.790922,0.124199
"42",3.81974,0.296313,0.497708,-0.149968,0.1437,-0.672753,0.121452
"43",4.0133,0.207591,0.41073,-0.177774,0.192428,-0.713672,0.12909
"44",3.88878,0.130745,0.401533,-0.0305239,0.205754,-0.646001,0.133983
"45",3.93769,0.343873,0.369554,-0.0817151,0.185247,-0.728394,0.129018
"46",3.83865,0.326788,0.361171,-0.165088,0.196849,-0.694265,0.130449
"47",3.86858,0.24003,0.34852,-0.0200987,0.269021,-0.572943,0.129355
"48",3.75375,0.380225,0.315533,-0.00673032,0.250883,-0.538625,0.124823
"49",3.75077,0.378705,0.315557,-0.1001,0.189545,-0.467016,0.127994
"50",3.85616,0.276446,0.382886,-0.14815,0.261353,-0.615345,0.121746
"51",3.94766,0.36286,0.359017,-0.156654,0.263127,-0.719624,0.126377
"52",4.02952,0.250073,0.422777,-0.0391017,0.260625,-0.87611,0.118009
"53",3.93223,0.238486,0.42132,-0.0870855,0.204181,-0.787354,0.129845
"54",3.97064,0.246404,0.413648,-0.0765995,0.273074,-0.799872,0.128647
"55",3.98208,0.319728,0.351686,0.030858,0.225437,-0.752894,0.123129
"56",3.91605,0.255156,0.425878,-0.0598678,0.227136,-0.724305,0.123181
"57",3.92688,0.247337,0.393602,-0.119497,0.178259,-0.658773,0.124293
"58",3.71761,0.361856,0.34169,-0.151265,0.187643,-0.494946,0.119816
"59",3.8406,0.317658,0.437583,-0.225394,0.245993,-0.620995,0.131275
"60",3.91051,0.311384,0.43731,-0.070266,0.225234,-0.683262,0.126852
"61",3.74922,0.396858,0.268018,0.00706515,0.227106,-0.474434,0.124314
"62",4.00802,0.230207,0.33759,-0.0659453,0.234501,-0.747108,0.128645
"63",3.84326,0.228515,0.401014,-0.0820334,0.192482,-0.532155,0.128131
"64",3.96401,0.142259,0.358741,-0.16274,0.24061,-0.700554,0.121623
"65",3.95202,0.197274,0.365102,0.0173732,0.287304,-0.68477,0.120021
"66",3.77426,0.365329,0.29756,-0.0361564,0.303751,-0.553231,0.128034
"67",3.8633,0.295758,0.360877,0.100853,0.265945,-0.649532,0.12337
"68",3.78544,0.262886,0.334059,-0.0246412,0.258159,-0.538859,0.126204
"69",3.78783,0.430698,0.352435,-0.0916135,0.24667,-0.573111,0.122357
"70",3.76892,0.397073,0.337362,0.0747009,0.228882,-0.561567,0.130009
"71",3.81357,0.382732,0.364911,-0.20389,0.233264,-0.564042,0.122908
"72",3.75176,0.368356,0.379795,-0.130521,0.219744,-0.609981,0.127963
"73",3.79233,0.357683,0.37995,-0.10498,0.253154,-0.60479,0.122998
"74",3.91534,0.303119,0.329546,-0.00676201,0.19956,-0.729409,0.123484
"75",3.77563,0.271527,0.348266,0.0427473,0.245857,-0.577972,0.123681
"76",3.84067,0.257841,0.368954,-0.093348,0.219286,-0.624657,0.121753
"77",3.86836,0.318666,0.303703,0.0197466,0.248838,-0.65802,0.120095
"78",3.9637,0.274143,0.29677,0.0532367,0.305429,-0.752667,0.123042
"79",4.02927,0.204229,0.505921,-0.192688,0.240596,-0.772104,0.133629
"80",3.89491,0.302895,0.429512,-0.237092,0.226002,-0.658027,0.132573
"81",3.75474,0.411237,0.362098,-0.155231,0.213398,-0.568605,0.123924
"82",3.75431,0.424098,0.306465,0.00138212,0.329566,-0.611068,0.12607
"83",3.90333,0.254378,0.399269,-0.197525,0.214184,-0.705036,0.125208
"84",3.89222,0.376373,0.309934,-0.0687167,0.204521,-0.701594,0.134015
"85",3.87018,0.261485,0.42534,-0.276838,0.170575,-0.654135,0.124383
"86",3.97224,0.205734,0.414862,-0.127227,0.214382,-0.735101,0.126453
"87",3.70307,0.570273,0.416725,-0.147354,0.257326,-0.550885,0.134042
"88",3.81908,0.422596,0.353823,-0.0405109,0.194848,-0.579738,0.124825
"89",3.92506,0.33084,0.409685,-0.112319,0.294967,-0.659556,0.127577
"90",3.82893,0.382726,0.406513,0.00734906,0.234743,-0.618326,0.129232
"91",3.91972,0.264459,0.371403,-0.0145706,0.206885,-0.712346,0.127237
"92",3.78759,0.431255,0.322466,0.013313,0.239589,-0.567964,0.126147
"93",3.87651,0.299732,0.333293,-0.101807,0.164523,-0.701263,0.130642
"94",3.77772,0.423529,0.367034,-0.0847476,0.279147,-0.552212,0.121677
"95",3.91034,0.403443,0.447003,-0.260476,0.171156,-0.78785,0.124018
"96",3.89505,0.444102,0.36449,-0.168912,0.239985,-0.725715,0.129874
"97",3.84643,0.340146,0.308737,-0.00811643,0.265548,-0.633567,0.127608
"98",3.77779,0.411525,0.38703,-0.166496,0.190293,-0.618806,0.130249
"99",3.94688,0.200222,0.339507,-0.0766036,0.225869,-0.769094,0.129578
"100",3.71747,0.411599,0.326162,-0.0102426,0.255316,-0.493813,0.130372
"101",3.86906,0.285863,0.336206,0.0385863,0.29851,-0.64705,0.124909
"102",3.9429,0.302502,0.351879,-0.0774658,0.233755,-0.788079,0.125994
"103",3.76213,0.401997,0.349822,-0.0640378,0.225579,-0.525992,0.127629
"104",3.96203,0.249922,0.368599,-0.118309,0.25143,-0.836349,0.132136
"105",3.80643,0.374472,0.333817,-0.0754384,0.256433,-0.667399,0.13117
"106",3.76507,0.395845,0.401011,-0.127392,0.196378,-0.571849,0.124666
"107",3.92836,0.245411,0.310784,0.012469,0.217636,-0.687322,0.125934
"108",3.73079,0.370581,0.366326,-0.146044,0.206951,-0.54434,0.118051
"109",3.89752,0.253752,0.347959,-0.00687114,0.233596,-0.699933,0.125641
"110",3.78904,0.376519,0.41064,-0.16772,0.193393,-0.592597,0.126062
"111",3.87222,0.346227,0.368387,0.0805349,0.294806,-0.72405,0.130509
"112",3.81419,0.427053,0.26459,-0.0254656,0.317857,-0.59514,0.122191
"113",3.7022,0.337155,0.31582,-0.201059,0.156223,-0.403578,0.119504
"114",3.77935,0.375602,0.361252,-0.0628559,0.263676,-0.62408,0.135499
"115",3.89014,0.262305,0.327876,0.006529,0.218523,-0.733148,0.127934
"116",4.02544,0.200314,0.330676,-0.0562192,0.291886,-0.776407,0.134432
"117",3.77095,0.37421,0.379796,-0.0810288,0.198788,-0.558525,0.125651
"118",3.78481,0.468352,0.331755,-0.0752612,0.18549,-0.652824,0.126412
"119",3.84788,0.328939,0.408344,-0.108826,0.273496,-0.693856,0.129318
"120",3.75996,0.393087,0.361121,0.0772081,0.265417,-0.621472,0.1251
"121",3.83595,0.280854,0.398545,-0.161382,0.163615,-0.618928,0.130662
"122",3.80476,0.292109,0.322152,-0.0643369,0.228895,-0.605896,0.125425
"123",3.78027,0.374537,0.36081,-0.0821384,0.203855,-0.584266,0.128088
"124",3.90977,0.160132,0.456779,-0.22853,0.225201,-0.67646,0.128367
"125",3.73944,0.226018,0.342233,0.0387763,0.268353,-0.573013,0.129054
"126",3.9232,0.280323,0.379511,-0.115966,0.218725,-0.724924,0.125305
"127",3.9037,0.248905,0.404504,-0.167782,0.185219,-0.726384,0.126441
"128",3.92792,0.301986,0.42996,-0.0970867,0.277058,-0.748842,0.123624
"129",3.8688,0.207043,0.397691,-0.185421,0.185289,-0.642777,0.122968
"130",3.69488,0.382386,0.424405,-0.0603539,0.215198,-0.481208,0.123475
"131",3.89174,0.298391,0.372739,-0.0921887,0.233515,-0.681257,0.122101
"132",3.79289,0.371369,0.297503,-0.0169265,0.255002,-0.589982,0.13113
"133",3.81853,0.369018,0.304759,-0.0374034,0.296898,-0.595225,0.125981
"134",3.94695,0.279747,0.367984,-0.0682167,0.205096,-0.745833,0.1291
"135",3.6656,0.427342,0.389398,-0.0852432,0.245181,-0.495412,0.132384
"136",3.77789,0.376076,0.408133,-0.0864023,0.200218,-0.598765,0.129207
"137",3.89755,0.304853,0.454632,-0.315921,0.148096,-0.749358,0.123204
"138",3.79486,0.455994,0.358235,-0.114006,0.261614,-0.618029,0.123515
"139",3.80931,0.451827,0.285,0.00713041,0.275351,-0.586587,0.125545
"140",3.80034,0.371238,0.350003,-0.000601335,0.237186,-0.602446,0.127574
"141",3.75915,0.328882,0.351876,-0.0366406,0.236344,-0.552975,0.126308
"142",3.84403,0.360784,0.362816,-0.0243528,0.167174,-0.644832,0.132297
"143",3.86173,0.266135,0.425817,-0.16505,0.235255,-0.671984,0.129112
"144",3.89193,0.289143,0.341096,-0.116594,0.274533,-0.70925,0.126344
"145",3.88235,0.367751,0.381342,-0.0565146,0.227759,-0.678225,0.129587
"146",3.8252,0.358959,0.324257,-0.10062,0.201218,-0.613555,0.13387
"147",3.90009,0.295205,0.313866,0.0874735,0.220927,-0.68263,0.127002
"148",3.8078,0.398438,0.385143,0.00231732,0.224142,-0.615211,0.129575
"149",3.99822,0.245845,0.330912,-0.0483872,0.228686,-0.844844,0.134704
"150",3.72692,0.355137,0.385506,-0.19076,0.228277,-0.615274,0.12864
"151",3.79907,0.251988,0.324109,-0.02747,0.255347,-0.570407,0.132463
"152",3.83544,0.352265,0.364408,-0.10563,0.286664,-0.608037,0.130001
"153",3.94299,0.239415,0.369759,-0.142213,0.216755,-0.673906,0.123927
"154",3.89945,0.350456,0.396008,-0.0625782,0.251558,-0.774736,0.130331
"155",3.87217,0.350745,0.398312,-0.14626,0.221551,-0.691858,0.127498
"156",3.86207,0.276321,0.345561,-0.0262023,0.286046,-0.632498,0.127606
"157",3.86665,0.186724,0.380036,-0.0599561,0.237565,-0.688375,0.12837
"158",3.9711,0.205198,0.380604,-0.065806,0.169633,-0.720129,0.128016
"159",3.78613,0.317592,0.367803,-0.20082,0.201758,-0.610198,0.124435
"160",3.80809,0.365608,0.336043,-0.024665,0.292077,-0.565747,0.122957
"161",3.96555,0.377138,0.402553,-0.0675673,0.223207,-0.811143,0.12845
"162",3.82734,0.289791,0.375075,-0.140348,0.179178,-0.652791,0.121487
"163",3.81145,0.384624,0.35848,-0.0486552,0.289753,-0.62934,0.12395
"164",3.97554,0.381162,0.33205,-0.00125466,0.263737,-0.744376,0.130383
"165",3.79334,0.389723,0.392689,-0.0878173,0.257761,-0.574875,0.125127
"166",3.97327,0.318516,0.38146,-0.0991455,0.217159,-0.753905,0.124758
"167",3.84702,0.238749,0.390084,-0.132257,0.233272,-0.659356,0.125775
"168",3.90616,0.230422,0.362107,-0.0634594,0.169234,-0.738165,0.123236
"169",3.94466,0.260621,0.32255,0.000934465,0.28537,-0.66946,0.129302
"170",3.77245,0.352029,0.362056,-0.0379512,0.258498,-0.655445,0.124434
"171",3.96044,0.250945,0.318676,-0.0254723,0.216081,-0.777804,0.121309
"172",3.9449,0.160514,0.299766,-0.00911157,0.22967,-0.705964,0.129211
"173",3.83828,0.311634,0.311029,-0.112841,0.241325,-0.547547,0.122452
"174",3.87892,0.47591,0.385245,-0.191006,0.220229,-0.638181,0.123412
"175",3.85305,0.307768,0.330493,-0.109762,0.249731,-0.638411,0.132958
"176",3.85415,0.324496,0.235544,0.0966123,0.260919,-0.739676,0.126704
"177",3.92902,0.385264,0.416623,-0.115838,0.183383,-0.749709,0.13037
"178",3.81184,0.384019,0.33459,-0.0705926,0.265639,-0.698911,0.128223
"179",3.83535,0.262167,0.357528,-0.101527,0.217104,-0.609392,0.124046
"180",3.94833,0.346575,0.347022,-0.0696074,0.201921,-0.760085,0.124932
"181",3.90016,0.353493,0.355015,0.028332,0.165351,-0.644192,0.135275
"182",3.83593,0.257404,0.375297,-0.121464,0.211132,-0.641598,0.128657
"183",3.91215,0.34237,0.342358,0.0102891,0.274606,-0.661225,0.123341
"184",3.75181,0.469328,0.333443,-0.0736588,0.24597,-0.570828,0.139512
"185",3.80118,0.383353,0.337646,-0.0459119,0.202217,-0.528573,0.132713
"186",3.95068,0.319174,0.348775,-0.0348058,0.261037,-0.777752,0.121381
"187",3.91272,0.25551,0.3615,-0.00438759,0.274849,-0.77357,0.122297
"188",3.75586,0.495813,0.423521,-0.194445,0.210876,-0.490353,0.130445
"189",3.79552,0.339789,0.293306,-0.0251785,0.196313,-0.632237,0.127276
"190",3.89499,0.169292,0.302048,0.00191941,0.257714,-0.574293,0.120948
"191",3.87854,0.277692,0.347356,-0.060339,0.191027,-0.622595,0.130368
"192",3.91123,0.121055,0.383907,-0.194701,0.179058,-0.688923,0.125928
"193",3.79363,0.311047,0.433559,-0.146952,0.239119,-0.619891,0.126946
"194",3.68685,0.486584,0.34177,-0.123935,0.209157,-0.531688,0.130107
"195",3.98643,0.268166,0.477244,-0.166551,0.216318,-0.860086,0.128683
"196",3.91697,0.34335,0.35622,-0.00277896,0.213116,-0.755648,0.125077
"197",3.81033,0.46811,0.398354,-0.263934,0.277375,-0.566571,0.127608
"198",3.89783,0.295937,0.356245,-0.0487696,0.229596,-0.709629,0.126801
"199",3.86936,0.315206,0.428577,-0.193723,0.262302,-0.614883,0.122751
"200",3.8426,0.391103,0.38827,-0.225569,0.230947,-0.656485,0.125399
"201",3.86081,0.283617,0.393116,-0.096755,0.231201,-0.657793,0.123319
"202",3.85499,0.350276,0.385457,-0.0137855,0.231446,-0.605396,0.125057
"203",3.6033,0.546121,0.334859,-0.196261,0.221697,-0.401293,0.123741
"204",3.8046,0.284892,0.346593,0.0047164,0.226668,-0.642477,0.129522
"205",3.71996,0.483653,0.380012,-0.156991,0.197632,-0.465487,0.124046
"206",3.71561,0.459155,0.328874,-0.088111,0.21575,-0.546652,0.12113
"207",3.89827,0.20905,0.397766,-0.162597,0.254869,-0.675616,0.130452
"208",3.69561,0.489023,0.33212,-0.0548336,0.304474,-0.482764,0.131561
"209",3.89232,0.289291,0.377425,-0.0608353,0.250765,-0.677573,0.125961
"210",4.01792,0.214987,0.468003,-0.149659,0.172584,-0.858712,0.121822
"211",3.51342,0.497746,0.337921,-0.15278,0.223563,-0.26057,0.134443
"212",3.79278,0.357701,0.360043,-0.0291217,0.242905,-0.549016,0.1251
"213",3.73864,0.439901,0.308869,-0.0244374,0.237236,-0.595304,0.124616
"214",3.82148,0.285983,0.332258,-0.0654766,0.241545,-0.617887,0.12912
"215",3.68131,0.4041,0.414535,-0.107893,0.201489,-0.49072,0.134245
"216",3.87197,0.194571,0.429193,-0.164929,0.140507,-0.640702,0.129537
"217",3.85649,0.280417,0.318868,-0.0752137,0.191903,-0.678536,0.131775
"218",3.90588,0.48302,0.344363,0.0128653,0.251786,-0.7812,0.12468
"219",3.80408,0.365104,0.356815,0.00246989,0.223219,-0.601881,0.127308
"220",3.82939,0.418959,0.414237,-0.148318,0.226829,-0.610147,0.130457
"221",3.78405,0.384957,0.328435,-0.0417629,0.254789,-0.559359,0.129915
"222",3.72721,0.386714,0.297208,-0.0548573,0.235515,-0.563736,0.129192
"223",3.85676,0.311382,0.371789,-0.0632256,0.144197,-0.682596,0.128251
"224",3.83252,0.278375,0.363056,-0.21719,0.152406,-0.625724,0.128351
"225",3.86216,0.366894,0.449715,-0.212446,0.246831,-0.690177,0.124625
"226",3.78807,0.400547,0.32092,0.02243,0.323795,-0.596383,0.124319
"227",3.88786,0.248575,0.387174,-0.0289638,0.194424,-0.635627,0.121879
"228",3.68594,0.407487,0.365029,-0.0779422,0.191516,-0.555807,0.128489
"229",3.7675,0.341489,0.361429,-0.153218,0.252716,-0.602884,0.12458
"230",3.77012,0.293215,0.386931,-0.213336,0.243302,-0.55845,0.128483
"231",3.93429,0.22947,0.313446,-0.0399506,0.231327,-0.732827,0.122786
"232",3.69832,0.435831,0.383396,-0.04846,0.203707,-0.555923,0.119399
"233",3.8201,0.41507,0.347751,-0.0164729,0.188808,-0.608992,0.122749
"234",3.84046,0.417049,0.242634,0.100065,0.243114,-0.633741,0.128764
"235",3.80061,0.390662,0.332834,-0.068525,0.232208,-0.596188,0.129683
"236",3.79249,0.384644,0.315083,-0.123331,0.252404,-0.606089,0.120069
"237",3.92097,0.203979,0.352271,-0.120556,0.252981,-0.68816,0.129766
"238",3.74192,0.394513,0.404625,-0.0335367,0.185019,-0.546775,0.127162
"239",3.91576,0.251767,0.32057,-0.110978,0.243615,-0.695068,0.121746
"240",3.80023,0.29331,0.304987,-0.0590227,0.227452,-0.614629,0.129109
"241",3.9234,0.163034,0.32337,-0.0914335,0.264614,-0.692383,0.132469
"242",3.86727,0.344502,0.317301,-0.0245859,0.257449,-0.706149,0.123901
"243",3.78906,0.338565,0.327212,-0.0748942,0.223583,-0.575438,0.127269
"244",3.88817,0.238489,0.329323,-0.107385,0.227126,-0.669264,0.13262
"245",3.84162,0.260839,0.292835,0.00733471,0.273587,-0.650874,0.125321
"246",3.87341,0.342701,0.33301,0.0430167,0.270517,-0.630814,0.132942
"247",3.76204,0.405929,0.34337,0.0492801,0.202755,-0.600701,0.123399
"248",3.77261,0.345102,0.316673,-0.126014,0.289662,-0.598577,0.121927
"249",3.73916,0.401368,0.297149,0.0377338,0.25654,-0.568838,0.1259
"250",3.86889,0.324978,0.35892,-0.0830866,0.199946,-0.636425,0.121288
"251",3.74623,0.264627,0.365626,-0.0171927,0.265722,-0.533581,0.123302
"252",3.92005,0.311732,0.371994,-0.103517,0.224586,-0.7423,0.137128
"253",3.99272,0.299599,0.399628,-0.0890188,0.164058,-0.754851,0.128628
"254",3.77236,0.404187,0.410679,-0.16622,0.151,-0.533331,0.12222
"255",3.86588,0.325856,0.357365,0.0165236,0.21202,-0.730285,0.133437
"256",3.85784,0.346061,0.437932,-0.190592,0.206315,-0.62518,0.123585
"257",3.82261,0.303294,0.371537,-0.103107,0.236679,-0.650339,0.116479
"258",3.80683,0.420921,0.38201,-0.15154,0.19741,-0.687666,0.130395
"259",3.74083,0.394131,0.457207,-0.286486,0.140065,-0.587567,0.122712
"260",3.65885,0.413578,0.361506,-0.122172,0.238014,-0.510845,0.121964
"261",3.70282,0.37967,0.308884,-0.103015,0.226347,-0.493784,0.124495
"262",3.84287,0.321929,0.43374,-0.0888075,0.189052,-0.60428,0.136447
"263",3.86304,0.175426,0.341502,-0.0919374,0.218179,-0.57426,0.126763
"264",3.68089,0.381022,0.264842,-0.0889657,0.24828,-0.457806,0.119501
"265",3.8392,0.322212,0.305999,0.0630338,0.227236,-0.580682,0.120984
"266",3.81822,0.376266,0.347257,0.0318391,0.239733,-0.599802,0.122378
"267",3.80617,0.362446,0.357402,-0.00903101,0.269611,-0.574875,0.128224
"268",3.85044,0.211876,0.36554,-0.0899991,0.229053,-0.611482,0.126663
"269",3.93757,0.36674,0.350378,0.15776,0.289227,-0.733839,0.122845
"270",3.87075,0.424212,0.337649,-0.0697574,0.218399,-0.591489,0.131403
"271",4.0654,0.225058,0.462352,-0.178148,0.194153,-0.89453,0.122613
"272",3.98138,0.224725,0.386814,-0.0611901,0.224347,-0.778027,0.120013
"273",3.82581,0.324089,0.38995,-0.0973098,0.174103,-0.664799,0.128184
"274",3.68645,0.452173,0.308695,-0.109312,0.269973,-0.484927,0.121407
"275",3.85058,0.251171,0.330847,0.0081146,0.214705,-0.547365,0.127065
"276",4.04308,0.329268,0.368687,-0.122241,0.23117,-0.864739,0.131618
"277",3.95676,0.320607,0.357726,-0.0844315,0.248267,-0.729678,0.129456
"278",3.83102,0.350939,0.4335,-0.101698,0.219513,-0.64028,0.122615
"279",3.83865,0.472163,0.489232,-0.170694,0.228774,-0.633207,0.119765
"280",3.95096,0.25175,0.424273,-0.149058,0.221688,-0.808714,0.121281
"281",3.80606,0.441123,0.422461,-0.21293,0.226848,-0.610974,0.128693
"282",3.82115,0.355605,0.404038,-0.0858061,0.26011,-0.613158,0.131179
"283",3.82364,0.312147,0.356798,-0.149051,0.217513,-0.635628,0.130806
"284",3.73369,0.335935,0.249954,0.0258455,0.204648,-0.576821,0.12291
"285",3.75119,0.331475,0.299659,-0.0218383,0.303899,-0.582711,0.13226
"286",3.92144,0.222455,0.367956,-0.0394437,0.220031,-0.789786,0.117948
"287",3.82086,0.407732,0.313457,-0.0732297,0.172497,-0.692744,0.124711
"288",3.75817,0.434057,0.331231,-0.168226,0.255535,-0.608986,0.128779
"289",3.77979,0.280156,0.390142,-0.145533,0.205947,-0.592606,0.129019
"290",3.7739,0.358985,0.340188,-0.115967,0.290263,-0.614573,0.119861
"291",3.78683,0.338512,0.324629,-0.198897,0.159248,-0.547301,0.135709
"292",3.76155,0.368933,0.341135,-0.121935,0.277512,-0.645107,0.130101
"293",3.87152,0.288542,0.384502,0.0252295,0.204942,-0.669852,0.124706
"294",3.93756,0.297984,0.347837,-0.0346558,0.227765,-0.78212,0.129384
"295",3.81092,0.292169,0.358087,-0.0737036,0.258759,-0.609762,0.126852
"296",3.69865,0.431994,0.352132,-0.103757,0.228718,-0.47205,0.124912
"297",3.82462,0.30118,0.343855,-0.107348,0.238812,-0.657562,0.128222
"298",3.65258,0.461397,0.33088,-0.0794202,0.250906,-0.466539,0.132659
"299",3.90083,0.20322,0.339155,0.00758566,0.212789,-0.672646,0.133341
"300",3.73282,0.492148,0.361635,-0.0417199,0.185947,-0.521719,0.129209
"301",3.9098,0.133088,0.407044,-0.0998717,0.212713,-0.661283,0.125075
"302",3.92831,0.311032,0.39688,-0.114031,0.175051,-0.731912,0.125462
"303",3.88325,0.20314,0.376694,-0.0961932,0.174112,-0.680373,0.128761
"304",3.78552,0.470066,0.367307,-0.059293,0.288658,-0.656301,0.134882
"305",3.78736,0.3245,0.428803,-0.179072,0.221386,-0.633644,0.128635
"306",3.80669,0.313115,0.436484,-0.224899,0.127786,-0.539306,0.123738
"307",3.70747,0.322333,0.370235,-0.110711,0.209154,-0.533424,0.1295
"308",3.79967,0.292584,0.372356,-0.0353261,0.175313,-0.623496,0.124649
"309",3.74772,0.261025,0.387082,-0.102589,0.21298,-0.520381,0.126137
"310",3.83616,0.318672,0.313864,-0.00453165,0.235205,-0.689482,0.119493
"311",3.86799,0.297536,0.29955,0.0315997,0.228471,-0.662594,0.125096
"312",3.75865,0.271798,0.344399,-0.0639916,0.189258,-0.523414,0.121445
"313",3.9925,0.182705,0.463113,-0.14435,0.201111,-0.799181,0.130215
"314",3.84356,0.289774,0.365837,0.00552303,0.226965,-0.659369,0.132881
"315",3.8493,0.32098,0.370084,-0.0654485,0.145132,-0.672167,0.127213
"316",3.84578,0.252515,0.345016,-0.0754803,0.241739,-0.588923,0.120827
"317",3.77169,0.386859,0.378278,-0.0393075,0.262731,-0.5633,0.130497
"318",3.95539,0.285479,0.391532,-0.119591,0.208168,-0.764779,0.124461
"319",3.71301,0.410886,0.312731,-0.0498476,0.209083,-0.51111,0.123779
"320",3.78925,0.386131,0.383053,-0.16412,0.19056,-0.600448,0.123801
"321",3.94,0.301074,0.302247,-0.023155,0.204581,-0.676651,0.125313
"322",3.78279,0.305431,0.429635,-0.167102,0.241529,-0.647724,0.127922
"323",3.71257,0.509507,0.366052,-0.128311,0.216063,-0.516131,0.127728
"324",3.8954,0.34289,0.307362,0.0298715,0.262144,-0.684269,0.126343
"325",3.97575,0.158312,0.389387,-0.106012,0.157662,-0.766997,0.125559
"326",3.9898,0.165903,0.396924,-0.111255,0.0909926,-0.688414,0.12583
"327",3.77208,0.418768,0.455716,-0.233771,0.200385,-0.623668,0.12579
"328",3.74629,0.382105,0.371532,-0.103178,0.19324,-0.601102,0.128647
"329",3.65261,0.446071,0.343703,-0.124591,0.179154,-0.493345,0.137622
"330",3.90963,0.296759,0.378392,-0.0276977,0.135906,-0.625072,0.120169
"331",3.87229,0.241179,0.328889,-0.00136525,0.193662,-0.60844,0.124808
"332",3.79807,0.378245,0.357208,-0.11951,0.166326,-0.602247,0.127842
"333",3.81375,0.378374,0.381424,-0.0151451,0.175857,-0.617493,0.125554
"334",3.69168,0.391143,0.415963,-0.0521726,0.220542,-0.547444,0.128225
"335",3.84999,0.313875,0.362669,0.0779208,0.274464,-0.652477,0.128634
"336",3.85218,0.356193,0.336363,-0.0217287,0.232342,-0.678442,0.131674
"337",3.89316,0.250143,0.388005,-0.104155,0.27558,-0.72546,0.122468
"338",3.80271,0.372747,0.357224,-0.038634,0.235489,-0.605439,0.125632
"339",3.76748,0.400366,0.281922,0.0647658,0.247167,-0.523536,0.122629
"340",3.86403,0.363934,0.413212,-0.115033,0.200742,-0.727197,0.124347
"341",3.7334,0.490437,0.39025,0.0139076,0.204029,-0.53666,0.124212
"342",3.79566,0.401676,0.360416,-0.046364,0.255243,-0.608215,0.130367
"343",3.93493,0.113858,0.442531,-0.131063,0.195971,-0.769255,0.134752
"344",3.8327,0.331042,0.443865,-0.174726,0.172734,-0.703769,0.123156
"345",3.79763,0.308477,0.362946,-0.0175076,0.211731,-0.633649,0.124414
