,mean,50%,2.50%,97.50%,Rhat,n.eff,PN,PP
loglik[2913],-4.774008947,-4.773085,-4.81227225,-4.74116875,1.037492137,59,1,0
loglik[2916],-4.001234507,-4.00201,-4.11083575,-3.88940425,1.03818097,74,1,0
loglik[2919],-6.1269834,-6.1229,-6.23956775,-6.026999,1.046188176,57,1,0
loglik[2920],-4.74700508,-4.74641,-4.78045625,-4.71933325,1.033271303,72,1,0
loglik[2922],-4.019564853,-4.020045,-4.126894,-3.911595,1.039039951,70,1,0
loglik[2940],-4.109693113,-4.110005,-4.21103025,-4.01031125,1.04113473,58,1,0
loglik[2952],-4.100528093,-4.101255,-4.20243575,-4.00114125,1.041042703,59,1,0
loglik[2963],-4.758413867,-4.757745,-4.79413525,-4.728529,1.03604395,64,1,0
loglik[2964],-4.082197727,-4.08338,-4.18361775,-3.98306,1.040688318,61,1,0
loglik[2965],-4.375865047,-4.373645,-4.5083135,-4.25077325,1.027962832,79,1,0
loglik[2969],-8.996712967,-8.98562,-9.4630395,-8.58399225,1.043105926,69,1,0
loglik[2985],-3.999711493,-4.00136,-4.11441125,-3.884687,1.037257182,80,1,0
loglik[2989],-5.42168606,-5.41943,-5.45796525,-5.39526275,1.054276408,55,1,0
loglik[3008],-4.120381447,-4.12002,-4.220702,-4.021281,1.040999871,57,1,0
loglik[3011],-5.38588976,-5.38398,-5.4001905,-5.38203,1.044137256,92,1,0
loglik[3013],-4.441161767,-4.43805,-4.620445,-4.2756825,1.017772633,130,1,0
loglik[3018],-4.001234507,-4.00201,-4.11083575,-3.88940425,1.03818097,74,1,0
loglik[3022],-5.406963913,-5.405355,-5.43455575,-5.38781475,1.048768203,53,1,0
loglik[3027],-4.7493397,-4.74869,-4.78395975,-4.72053475,1.032781063,74,1,0
loglik[3037],-4.091362947,-4.092215,-4.19454675,-3.99221575,1.040892737,60,1,0
loglik[3038],-4.849073567,-4.84693,-4.9138325,-4.79437075,1.026175808,82,1,0
loglik[3042],-6.05584808,-6.05364,-6.15382525,-5.97073625,1.045239947,54,1,0
loglik[3043],-7.077817573,-7.074345,-7.27378675,-6.897324,1.040391342,58,1,0
loglik[3052],-4.190378493,-4.190055,-4.29285775,-4.09103325,1.039757757,57,1,0
loglik[3058],-4.047149467,-4.04949,-4.196411,-3.8975945,1.013094835,340,1,0
loglik[3061],-4.696677653,-4.69301,-4.72318,-4.68889,1.054269919,110,1,0
loglik[3063],-4.34170118,-4.342735,-4.534058,-4.16092225,1.004635767,480,1,0
loglik[3071],-4.066296593,-4.066535,-4.211237,-3.91997825,1.004354196,1200,1,0
loglik[3072],-4.206594167,-4.208375,-4.3587865,-4.05897975,1.000578688,1500,1,0
loglik[3073],-3.794805067,-3.79486,-3.97099475,-3.6305565,1.028708498,140,1,0
loglik[3074],-4.163109053,-4.1635,-4.30894975,-4.0166425,1.002409288,1500,1,0
loglik[3078],-4.694299147,-4.6914,-4.7166445,-4.68888,1.106170713,51,1,0
loglik[3082],-4.700764867,-4.69651,-4.735072,-4.68891,1.045187869,120,1,0
loglik[3092],-4.709344773,-4.700565,-4.77828575,-4.6889,1.090122476,43,1,0
loglik[3097],-4.694478193,-4.691435,-4.71704925,-4.68888,1.11438341,45,1,0
loglik[3114],-4.34170118,-4.342735,-4.534058,-4.16092225,1.004635767,480,1,0
loglik[3116],-4.066296593,-4.066535,-4.211237,-3.91997825,1.004354196,1200,1,0
loglik[3119],-4.26784492,-4.270715,-4.42352,-4.11746825,1.000147263,1500,1,0
loglik[3123],-4.694299147,-4.6914,-4.7166445,-4.68888,1.106170713,51,1,0
loglik[3126],-4.234129667,-4.233155,-4.3197545,-4.1542985,1.028938463,72,1,0
loglik[3128],-4.833004127,-4.83208,-4.87792725,-4.79342925,1.023525033,87,1,0
loglik[3131],-4.140126833,-4.14008,-4.2118105,-4.0658555,1.032637995,65,1,0
loglik[3132],-4.20715948,-4.2055,-4.309211,-4.1105685,1.021783863,94,1,0
loglik[3133],-14.18005027,-14.17235,-14.902765,-13.498665,1.032548091,65,1,0
loglik[3135],-7.91670972,-7.91816,-8.278933,-7.57204575,1.014288012,150,1,0
loglik[3140],-11.25384087,-11.24925,-11.72413,-10.82774,1.032689509,65,1,0
loglik[3141],-4.717241493,-4.7161,-4.7400545,-4.69920775,1.012868742,180,1,0
loglik[3151],-4.088315633,-4.087305,-4.16427125,-4.01202975,1.025760268,85,1,0
loglik[3154],-4.088315633,-4.087305,-4.16427125,-4.01202975,1.025760268,85,1,0
loglik[3155],-4.191243187,-4.191285,-4.2693165,-4.11369825,1.03273074,65,1,0
loglik[3161],-4.7406333,-4.74005,-4.76286575,-4.72090225,1.027440807,76,1,0
loglik[3162],-4.05276804,-4.0527,-4.12415575,-3.98045575,1.031445483,67,1,0
loglik[3169],-4.114047653,-4.113805,-4.1868925,-4.0401085,1.028759161,74,1,0
loglik[3170],-4.079738267,-4.07849,-4.1581755,-4.00202025,1.024806183,90,1,0
loglik[3171],-4.079738267,-4.07849,-4.1581755,-4.00202025,1.024806183,90,1,0
loglik[3172],-4.09565454,-4.0956,-4.1713335,-4.01974125,1.033014899,64,1,0
loglik[3176],-3.984149607,-3.98311,-4.063528,-3.90451775,1.023899592,96,1,0
loglik[3177],-4.105817727,-4.10565,-4.178882,-4.032754,1.029729688,71,1,0
loglik[3178],-4.105817727,-4.10565,-4.178882,-4.032754,1.029729688,71,1,0
loglik[3180],-4.088663113,-4.08816,-4.16209275,-4.0137175,1.027755315,77,1,0
loglik[3184],-4.002890027,-4.001835,-4.097015,-3.90633325,1.019613174,140,1,0
loglik[3188],-4.020044747,-4.01991,-4.10866125,-3.9283205,1.0208281,120,1,0
loglik[3192],-4.243054507,-4.24257,-4.33572075,-4.155985,1.02572827,80,1,0
loglik[3202],-7.307845973,-7.305985,-7.47465425,-7.1558585,1.032932901,64,1,0
loglik[3204],-4.0540063,-4.052935,-4.1374105,-3.968669,1.022250115,110,1,0
loglik[3205],-6.053676287,-6.052985,-6.13107175,-5.981375,1.029701997,71,1,0
loglik[3209],-3.9771581,-3.975575,-4.0805655,-3.87116,1.018118302,180,1,0
loglik[3213],-12.92721107,-12.92045,-13.5498925,-12.3407325,1.03254759,65,1,0
loglik[3219],-4.070535587,-4.06946,-4.1539405,-3.985199,1.022250524,110,1,0
loglik[3222],-9.051172227,-9.050735,-9.40884925,-8.7276015,1.024270029,100,1,0
loglik[3223],-4.13977932,-4.13971,-4.2111705,-4.06746575,1.031446462,67,1,0
loglik[3225],-6.207100453,-6.205535,-6.32840375,-6.10330575,1.024055903,120,1,0
loglik[3228],-4.04542912,-4.045195,-4.13070775,-3.95631325,1.021511733,120,1,0
loglik[3229],-9.19362246,-9.19197,-9.61828975,-8.81439875,1.022377539,130,1,0
loglik[3235],-4.105470127,-4.104965,-4.178898,-4.03052225,1.027755103,77,1,0
loglik[3236],-4.001917333,-4.00066,-4.10908,-3.89345625,1.017690362,190,1,0
loglik[3238],-4.036851687,-4.036715,-4.12546125,-3.9451305,1.020826785,120,1,0
loglik[3239],-3.9771581,-3.975575,-4.0805655,-3.87116,1.018118302,180,1,0
loglik[3241],-4.06258364,-4.061675,-4.1439765,-3.980371,1.02304628,100,1,0
loglik[3242],-4.07116086,-4.070125,-4.150538,-3.991533,1.023899936,96,1,0
loglik[3249],-3.9771581,-3.975575,-4.0805655,-3.87116,1.018118302,180,1,0
loglik[3250],-4.13825992,-4.137755,-4.211688,-4.06331225,1.027754944,77,1,0
loglik[3261],-4.037199193,-4.036125,-4.12060575,-3.951859,1.022250585,110,1,0
loglik[3266],-4.011467207,-4.010745,-4.10255375,-3.91753375,1.020195609,130,1,0
loglik[3267],-4.796781833,-4.79636,-4.82897225,-4.767584,1.033082324,64,1,0
loglik[3269],-4.045776547,-4.044865,-4.1271665,-3.96356575,1.023046599,100,1,0
loglik[3286],-3.906953887,-3.90537,-4.0103655,-3.80096,1.018117286,180,1,0
loglik[3292],-4.01845876,-4.01795,-4.091888,-3.94351225,1.027754779,77,1,0
loglik[3296],-4.009881567,-4.00945,-4.08432775,-3.93462375,1.026747414,81,1,0
loglik[3307],-3.91553112,-3.91427,-4.0157365,-3.81233425,1.018578674,170,1,0
loglik[3329],-3.97557232,-3.974665,-4.0569665,-3.893361,1.023046946,100,1,0
loglik[3334],-6.085994467,-6.08451,-6.166689,-6.0138965,1.032447926,66,1,0
loglik[3336],-6.28635304,-6.285025,-6.42536725,-6.16654775,1.023555891,130,1,0
loglik[3339],-3.97557232,-3.974665,-4.0569665,-3.893361,1.023046946,100,1,0
loglik[3349],-4.10423176,-4.104275,-4.1823065,-4.026683,1.032729919,65,1,0
loglik[3351],-4.731309487,-4.73037,-4.75346675,-4.71262425,1.021839522,97,1,0
loglik[3363],-7.932827147,-7.932065,-8.27082525,-7.6357155,1.021690548,160,1,0
loglik[3371],-6.158087887,-6.156785,-6.24430275,-6.08021325,1.030620088,70,1,0
loglik[3374],-4.733555107,-4.732705,-4.755412,-4.71469175,1.023251975,91,1,0
loglik[3381],-5.447072453,-5.44614,-5.47892625,-5.42072,1.031934752,68,1,0
loglik[3386],-6.187810673,-6.18666,-6.2809885,-6.10446125,1.02836576,78,1,0
loglik[3389],-6.8019353,-6.801525,-6.93975475,-6.67617525,1.027362407,83,1,0
loglik[3390],-4.071508453,-4.070495,-4.1474665,-3.99521975,1.025758781,85,1,0
loglik[3392],-4.741285467,-4.740505,-4.7676545,-4.7178195,1.017576961,130,1,0
loglik[3398],-4.15728148,-4.157265,-4.23261675,-4.08205825,1.033094069,64,1,0
loglik[3403],-4.09724046,-4.097,-4.1700825,-4.0232985,1.028758434,74,1,0
loglik[3405],-4.790238087,-4.78981,-4.821647,-4.76185925,1.033100063,64,1,0
loglik[3407],-4.129963807,-4.129505,-4.21251825,-4.0519635,1.030824811,68,1,0
loglik[3409],-4.777270627,-4.77681,-4.80432925,-4.7522975,1.031124622,67,1,0
loglik[3411],-4.16427294,-4.16347,-4.25430675,-4.080528,1.02681667,77,1,0
loglik[3417],-4.821534053,-4.819335,-4.87593025,-4.776729,1.017182336,120,1,0
loglik[3420],-4.7769194,-4.776025,-4.8092825,-4.749618,1.030321702,70,1,0
loglik[3422],-10.25882472,-10.25635,-10.66272,-9.88437175,1.027777651,79,1,0
loglik[3426],-4.765248913,-4.76459,-4.791517,-4.7411265,1.02646491,79,1,0
loglik[3427],-6.109764947,-6.09983,-6.18978525,-6.0753,1.017022045,260,1,0
loglik[3432],-5.417432147,-5.414565,-5.46564525,-5.38668275,1.022176093,120,1,0
loglik[3435],-4.363739533,-4.36262,-4.48173,-4.2401065,1.004454495,450,1,0
loglik[3436],-4.3774883,-4.376535,-4.50272675,-4.250019,1.00646469,310,1,0
loglik[3437],-4.17899264,-4.179085,-4.31255925,-4.0477685,1.01436246,220,1,0
loglik[3438],-4.30658102,-4.305465,-4.42457,-4.18295175,1.004454067,450,1,0
loglik[3439],-3.767686193,-3.767075,-3.997826,-3.543705,1.037704047,100,1,0
loglik[3440],-4.730835393,-4.727845,-4.784218,-4.69535475,1.031446392,130,1,0
loglik[3443],-3.9662265,-3.966735,-4.13255575,-3.803516,1.027577992,130,1,0
loglik[3449],-3.739947933,-3.743125,-3.9905935,-3.49615775,1.039226713,96,1,0
loglik[3451],-3.754129433,-3.75584,-3.99992625,-3.51486475,1.03888437,97,1,0
loglik[3455],-4.803936073,-4.803375,-4.85461575,-4.75746675,1.007170146,350,1,0
loglik[3460],-3.83863784,-3.838025,-4.06878125,-3.614655,1.037703545,100,1,0
loglik[3464],-3.8815704,-3.882225,-4.094532,-3.6765575,1.035695451,110,1,0
loglik[3474],-4.374912293,-4.374105,-4.50818525,-4.24147325,1.00823614,240,1,0
loglik[3476],-7.721498627,-7.71312,-8.0434035,-7.4467665,1.004047499,500,1,0
loglik[3477],-4.321195147,-4.32275,-4.43850275,-4.1995655,1.004186596,480,1,0
loglik[3478],-4.724446913,-4.72091,-4.778732,-4.6916295,1.032450392,120,1,0
loglik[3480],-4.179380527,-4.179375,-4.310423,-4.0482595,1.012944849,240,1,0
loglik[3483],-4.79860504,-4.79744,-4.84947575,-4.7519145,1.01084756,270,1,0
loglik[3516],-4.25347024,-4.25279,-4.34647575,-4.16887875,1.056363441,61,1,0
loglik[3520],-4.390226247,-4.389455,-4.48517575,-4.29764975,1.045477971,100,1,0
loglik[3557],-4.223079907,-4.22057,-4.325528,-4.13442,1.049863256,67,1,0
loglik[3565],-4.80679458,-4.805195,-4.85203525,-4.77205875,1.050332132,71,1,0
loglik[3569],-4.215482267,-4.21329,-4.32007575,-4.12646725,1.048138118,70,1,0
loglik[3572],-4.23827498,-4.235775,-4.33637275,-4.15426275,1.05324543,64,1,0
loglik[3574],-4.223164813,-4.22249,-4.31617575,-4.138574,1.056367004,61,1,0
loglik[3577],-4.352238393,-4.351825,-4.43876075,-4.26539225,1.055260177,75,1,0
loglik[3617],-4.34464104,-4.344225,-4.42919075,-4.25880625,1.056888756,72,1,0
loglik[3623],-4.26106782,-4.260655,-4.351792,-4.1769925,1.057746377,61,1,0
loglik[3627],-4.375031107,-4.37444,-4.4676235,-4.28509225,1.049571149,89,1,0
loglik[3738],-10.4879491,-10.47065,-11.2465075,-9.8471245,1.008665686,250,1,0
loglik[3739],-4.786941607,-4.78576,-4.83935675,-4.7389635,1.013006494,160,1,0
loglik[3742],-4.458788907,-4.45903,-4.6590655,-4.26011425,1.026684336,89,1,0
loglik[3743],-10.23021307,-10.2144,-10.99264,-9.60507325,1.013603767,150,1,0
loglik[3745],-4.313055427,-4.312455,-4.4655975,-4.15111375,1.019396678,110,1,0
loglik[3747],-3.944603027,-3.946535,-4.075158,-3.8140695,1.011756435,210,1,0
loglik[3754],-4.017469853,-4.018065,-4.13787475,-3.887773,1.009515274,230,1,0
loglik[3755],-4.711901307,-4.71011,-4.743696,-4.69169375,1.022151362,150,1,0
loglik[3758],-4.724035,-4.722485,-4.75893525,-4.6982895,1.015999995,180,1,0
loglik[3763],-4.138175213,-4.13902,-4.261664,-3.999965,1.0112093,180,1,0
loglik[3767],-3.934148547,-3.935365,-4.070467,-3.799897,1.013260038,200,1,0
loglik[3768],-3.682283067,-3.68383,-3.87741775,-3.49583125,1.027405536,120,1,0
loglik[3771],-6.328296233,-6.31993,-6.542538,-6.14492875,1.012479354,210,1,0
loglik[3773],-12.4133982,-12.38605,-13.601295,-11.32179,1.017394532,170,1,0
loglik[3774],-8.46720944,-8.455195,-8.9606595,-8.06793425,1.0129638,160,1,0
loglik[3782],-4.0903366,-4.091205,-4.2134055,-3.95660325,1.010193535,200,1,0
loglik[3786],-4.696013307,-4.69282,-4.7195375,-4.68889,1.041963574,100,1,0
loglik[3789],-3.832134987,-3.833195,-3.988417,-3.68194175,1.019750449,150,1,0
loglik[3792],-3.700975067,-3.702525,-3.89610775,-3.5145265,1.027405663,120,1,0
loglik[3795],-3.642681613,-3.644315,-3.85143125,-3.43711325,1.030008621,110,1,0
loglik[3796],-3.628108387,-3.62998,-3.84116625,-3.41920025,1.030582732,110,1,0
loglik[3799],-3.71554848,-3.71702,-3.90711675,-3.5353225,1.026674228,120,1,0
loglik[3807],-4.148629833,-4.149425,-4.27644225,-4.00956225,1.012405466,160,1,0
loglik[3808],-3.6718283,-3.673385,-3.87411025,-3.47585475,1.028770209,120,1,0
loglik[3809],-4.502508887,-4.502485,-4.71736775,-4.289754,1.028415125,87,1,0
loglik[3811],-4.732235727,-4.730675,-4.76995625,-4.70290325,1.014412679,190,1,0
loglik[3813],-3.948721907,-3.95006,-4.0813155,-3.8162855,1.012473727,210,1,0
loglik[3817],-4.03204322,-4.03285,-4.15141875,-3.901836,1.0093754,230,1,0
loglik[3819],-6.148680793,-6.14345,-6.30508825,-6.026319,1.00854513,240,1,0
loglik[3827],-4.189051527,-4.187725,-4.33401325,-4.05135175,1.034286445,180,1,0
loglik[3837],-4.777985507,-4.77621,-4.829873,-4.7339335,1.036814038,130,1,0
loglik[3876],-4.742764367,-4.741075,-4.7826065,-4.710082,1.035503899,120,1,0
loglik[3879],-4.742764367,-4.741075,-4.7826065,-4.710082,1.035503899,120,1,0
loglik[3883],-4.081112893,-4.07985,-4.20368275,-3.95463925,1.033929015,140,1,0
loglik[3884],-4.05620392,-4.0549,-4.177483,-3.9264735,1.033205412,130,1,0
loglik[3885],-4.014688967,-4.012965,-4.1422015,-3.88743775,1.031767815,140,1,0
loglik[3900],-4.081112893,-4.07985,-4.20368275,-3.95463925,1.033929015,140,1,0
loglik[3902],-4.742764367,-4.741075,-4.7826065,-4.710082,1.035503899,120,1,0
loglik[3915],-4.081112893,-4.07985,-4.20368275,-3.95463925,1.033929015,140,1,0
loglik[3963],-4.039597893,-4.03827,-4.1622385,-3.91030275,1.03265891,130,1,0
loglik[3988],-4.06450688,-4.06395,-4.18478225,-3.93497,1.033461453,140,1,0
loglik[3991],-5.40844252,-5.406025,-5.4491255,-5.3845185,1.042193037,270,1,0
loglik[3997],-6.214984787,-6.213745,-6.387194,-6.06763075,1.029907186,140,1,0
loglik[4003],-4.031295,-4.03035,-4.1554775,-3.9021175,1.032371637,130,1,0
loglik[4005],-4.05620392,-4.0549,-4.177483,-3.9264735,1.033205412,130,1,0
loglik[4023],-3.989780113,-3.98691,-4.1218045,-3.86063575,1.030794724,140,1,0
loglik[4026],-4.73810428,-4.736155,-4.77771575,-4.7073485,1.035312445,130,1,0
loglik[4075],-4.197395513,-4.197655,-4.345065,-4.0480995,1.008763414,290,1,0
loglik[4076],-4.03981632,-4.03788,-4.233388,-3.861367,1.023367617,120,1,0
loglik[4077],-4.103516947,-4.10399,-4.270997,-3.9444585,1.016424499,160,1,0
loglik[4079],-5.386924253,-5.384335,-5.407166,-5.38203,1.003454684,1500,1,0
loglik[4081],-4.087924593,-4.087365,-4.261036,-3.92615375,1.017611073,150,1,0
loglik[4085],-5.85176322,-5.845835,-5.937645,-5.80023475,1.006401813,310,1,0
loglik[4089],-9.493937187,-9.477525,-10.1748075,-8.90541775,1.007304382,320,1,0
loglik[4094],-6.78680486,-6.777605,-7.10597275,-6.506536,1.020112824,130,1,0
loglik[4095],-4.7471447,-4.743905,-4.81042675,-4.70438925,1.023593176,120,1,0
loglik[4097],-4.088249487,-4.088725,-4.25573175,-3.9291885,1.016424971,160,1,0
loglik[4098],-3.947919067,-3.94641,-4.15540875,-3.753995,1.02649019,100,1,0
loglik[4101],-3.946262567,-3.94518,-4.164097,-3.73989575,1.029269229,96,1,0
loglik[4102],-3.885225007,-3.885975,-4.11352225,-3.67174025,1.030921256,91,1,0
loglik[4103],-4.861921,-4.86072,-4.93597325,-4.79192475,1.004414758,450,1,0
loglik[4107],-5.4748288,-5.468815,-5.5820175,-5.40107975,1.025094286,110,1,0
loglik[4109],-4.987089467,-4.98537,-5.09940025,-4.87834125,1.01235717,170,1,0
loglik[4119],-5.037722133,-5.036055,-5.3829555,-4.68831075,1.029684767,95,1,0
loglik[4121],-4.742245947,-4.742545,-4.97993025,-4.500606,1.019810053,130,1,0
loglik[4122],-10.50706013,-10.48755,-11.34304,-9.78102325,1.007353351,320,1,0
loglik[4124],-4.899781067,-4.89872,-4.981373,-4.821719,1.004759987,420,1,0
loglik[4125],-5.386050227,-5.38406,-5.400612,-5.38203,1.004384797,680,1,0
loglik[4126],-4.950253333,-4.94961,-5.049331,-4.85689675,1.007611001,260,1,0
loglik[4127],-4.892539067,-4.891395,-4.97421725,-4.814629,1.005078093,400,1,0
loglik[4131],-4.58720242,-4.58841,-4.77963075,-4.38290675,1.013227793,170,1,0
loglik[4133],-7.425370007,-7.40921,-7.8316415,-7.1181105,1.010227541,200,1,0
loglik[4135],-6.528465247,-6.52114,-6.7342905,-6.358949,1.005990998,380,1,0
loglik[4137],-4.959063987,-4.957995,-5.06185825,-4.862792,1.008240043,240,1,0
loglik[4138],-4.7471447,-4.743905,-4.81042675,-4.70438925,1.023593176,120,1,0
loglik[4139],-4.025555647,-4.024105,-4.214392,-3.84965325,1.022260045,120,1,0
loglik[4140],-4.117777587,-4.11722,-4.29089075,-3.95600375,1.017611112,150,1,0
loglik[4143],-4.180146813,-4.181325,-4.335072,-4.02877425,1.012932134,200,1,0
loglik[4144],-4.320477113,-4.321135,-4.465224,-4.16647675,1.005105319,440,1,0
loglik[4145],-4.148962347,-4.149535,-4.31182675,-3.99401775,1.015243157,170,1,0
loglik[4150],-4.80619532,-4.804655,-4.871278,-4.750824,1.012947995,210,1,0
loglik[4152],-5.124098487,-5.120705,-5.29709775,-4.963136,1.0232738,110,1,0
loglik[4154],-4.75783822,-4.757865,-5.000527,-4.50919925,1.02054433,120,1,0
loglik[4155],-4.540100833,-4.54083,-4.719166,-4.351271,1.00984557,210,1,0
loglik[4160],-5.014149527,-5.012745,-5.13211,-4.89996475,1.01329629,170,1,0
loglik[4161],-5.068906673,-5.067345,-5.42450475,-4.70965325,1.030417997,93,1,0
loglik[4162],-6.7222489,-6.69925,-7.0484315,-6.52925125,1.015611456,170,1,0
loglik[4163],-4.996627,-4.99517,-5.115594,-4.88246575,1.014364602,160,1,0
loglik[4164],-7.812705573,-7.79996,-8.24075175,-7.47465475,1.004858252,410,1,0
loglik[4166],-4.556017907,-4.556525,-4.73981825,-4.35935725,1.011477729,180,1,0
loglik[4169],-4.197070693,-4.19755,-4.3454745,-4.048737,1.009726209,260,1,0
loglik[4171],-6.962654607,-6.954195,-7.2374875,-6.746907,1.004193885,510,1,0
loglik[4176],-4.394722627,-4.392195,-4.53672,-4.249333,1.002242525,890,1,0
loglik[4196],-4.844932213,-4.84282,-4.9149455,-4.7820955,1.001674619,1200,1,0
loglik[4197],-4.870555513,-4.868075,-4.9429415,-4.804066,1.002010182,1000,1,0
loglik[4204],-5.433948027,-5.42943,-5.50569675,-5.39165125,1.016118487,410,1,0
loglik[4210],-4.894693107,-4.892145,-4.97099825,-4.82432225,1.002200139,910,1,0
loglik[4212],-4.822960333,-4.82124,-4.89176725,-4.765215,1.001355994,1500,1,0
loglik[4222],-7.064585047,-7.063245,-7.32105775,-6.8407325,1.008123859,510,1,0
loglik[4226],-4.360640173,-4.358705,-4.5015135,-4.2138825,1.002071219,970,1,0
loglik[4229],-6.359346167,-6.357165,-6.51333075,-6.238669,1.005397471,730,1,0
loglik[4231],-4.856302067,-4.854125,-4.92760525,-4.79093975,1.00175651,1100,1,0
loglik[4232],-4.414620713,-4.411475,-4.55763625,-4.2692855,1.002421412,830,1,0
loglik[4234],-4.907941467,-4.905125,-4.98696575,-4.835502,1.002579698,780,1,0
loglik[4238],-4.872718027,-4.870505,-4.945202,-4.8054325,1.001926527,1000,1,0
loglik[4240],-4.890297967,-4.887615,-4.966159,-4.82082225,1.002382342,840,1,0
loglik[4241],-4.480027467,-4.477175,-4.633557,-4.331656,1.003178452,640,1,0
loglik[4243],-5.384530793,-5.38293,-5.39620725,-5.38203,1.000767471,1500,1,0
loglik[4249],-4.376098307,-4.37349,-4.51850075,-4.23011575,1.002331111,860,1,0
loglik[4260],-4.370589033,-4.3681,-4.51182775,-4.22490725,1.002155839,930,1,0
loglik[4266],-4.424569413,-4.42172,-4.567216,-4.2791575,1.002512551,800,1,0
loglik[4268],-5.384865553,-5.383115,-5.39681625,-5.38203,1.024094564,1500,1,0
loglik[4273],-4.872718027,-4.870505,-4.945202,-4.8054325,1.001926527,1000,1,0
loglik[4284],-4.424569413,-4.42172,-4.567216,-4.2791575,1.002512551,800,1,0
loglik[4285],-4.913173067,-4.910475,-4.993675,-4.8399955,1.002676539,750,1,0
loglik[4290],-4.84652822,-4.84475,-4.91922625,-4.784253,1.001424392,1400,1,0
loglik[4295],-4.306455607,-4.30502,-4.45164375,-4.15826725,1.00176277,1100,1,0
loglik[4296],-5.902295213,-5.899425,-5.9971915,-5.83572925,1.007505552,860,1,0
loglik[4298],-4.31175484,-4.309935,-4.4548705,-4.16282175,1.001910387,1000,1,0
loglik[4302],-4.330793387,-4.329165,-4.4748505,-4.183084,1.001834764,1100,1,0
loglik[4310],-4.868303547,-4.8658,-4.9407855,-4.80230175,1.002095642,950,1,0
loglik[4312],-4.410384907,-4.407535,-4.553036,-4.2649775,1.00251236,800,1,0
loglik[4316],-4.877596447,-4.875115,-4.9509615,-4.80998025,1.0020143,990,1,0
loglik[4318],-5.81258974,-5.809305,-5.85895925,-5.78809475,1.024604472,450,1,0
loglik[4321],-5.3936264,-5.390615,-5.42173525,-5.38212,1.02964062,680,1,0
loglik[4322],-5.87473612,-5.872305,-5.95558525,-5.8188585,1.008791691,750,1,0
loglik[4325],-4.370589033,-4.3681,-4.51182775,-4.22490725,1.002155839,930,1,0
loglik[4327],-5.39050914,-5.387855,-5.41439875,-5.38206,1.036127172,940,1,0
loglik[4333],-4.43114206,-4.427855,-4.5809495,-4.28327125,1.002968229,680,1,0
loglik[4342],-4.341601447,-4.339115,-4.48283775,-4.19591725,1.002155857,930,1,0
loglik[4345],-6.217509313,-6.214965,-6.330189,-6.12969525,1.011139948,490,1,0
loglik[4346],-5.033458747,-5.029985,-5.15364825,-4.9349575,1.00974639,480,1,0
loglik[4349],-4.629261753,-4.626335,-4.8107585,-4.46641275,1.008659817,490,1,0
loglik[4351],-4.74864914,-4.744655,-4.9656365,-4.56011475,1.012635865,450,1,0
loglik[4352],-10.2367557,-10.23045,-11.058905,-9.44515525,1.010548088,470,1,0
loglik[4357],-4.499925427,-4.496795,-4.6551875,-4.35037725,1.00378514,610,1,0
loglik[4363],-4.85840158,-4.85631,-4.93053075,-4.79313925,1.001684148,1200,1,0
loglik[4369],-6.2715453,-6.26901,-6.39980325,-6.1698765,1.007709539,570,1,0
loglik[4371],-7.977518653,-7.97683,-8.38333625,-7.61054525,1.006864122,530,1,0
loglik[4374],-4.95346882,-4.950485,-5.04449975,-4.87337125,1.004240045,620,1,0
loglik[4380],-4.954254513,-4.95071,-5.0484365,-4.87309075,1.005340519,580,1,0
loglik[4394],-4.579517,-4.575,-4.74803875,-4.42262375,1.006718262,520,1,0
loglik[4397],-4.529772193,-4.52576,-4.690046,-4.378381,1.004814287,570,1,0
loglik[4401],-5.071137073,-5.06759,-5.2087765,-4.962145,1.011733078,460,1,0
loglik[4406],-4.404671687,-4.40207,-4.54707075,-4.25869575,1.002331382,860,1,0
loglik[4415],-4.424569413,-4.42172,-4.567216,-4.2791575,1.002512551,800,1,0
loglik[4420],-5.385599967,-5.3836,-5.3999225,-5.38203,1.04567367,1500,1,0
loglik[4425],-5.401240313,-5.397805,-5.4381615,-5.382699,1.020860914,540,1,0
loglik[4427],-4.51982332,-4.515865,-4.67771575,-4.368668,1.004457789,580,1,0
loglik[4436],-4.376098307,-4.37349,-4.51850075,-4.23011575,1.002331111,860,1,0
loglik[4438],-5.003120733,-4.999625,-5.111152,-4.9122345,1.007923587,510,1,0
loglik[4439],-4.5141102,-4.51098,-4.6693775,-4.36455725,1.003784809,610,1,0
loglik[4444],-4.420333907,-4.41717,-4.563853,-4.27451525,1.00260417,770,1,0
loglik[4446],-4.489976553,-4.486965,-4.645471,-4.34122425,1.003472699,620,1,0
loglik[4449],-5.384779693,-5.38318,-5.39755525,-5.38203,1.028648267,1100,1,0
loglik[4455],-4.380538053,-4.378015,-4.52253,-4.23514775,1.002242463,890,1,0
loglik[4460],-4.2819079,-4.28065,-4.42865875,-4.13514275,1.00169483,1200,1,0
loglik[4466],-5.893941247,-5.89148,-5.9832615,-5.83041175,1.007901522,780,1,0
loglik[4472],-4.404671687,-4.40207,-4.54707075,-4.25869575,1.002331382,860,1,0
loglik[4480],-5.833612473,-5.830965,-5.8936625,-5.79523275,1.015246726,540,1,0
loglik[4483],-4.480027467,-4.477175,-4.633557,-4.331656,1.003178452,640,1,0
loglik[4486],-4.863520873,-4.861035,-4.9348915,-4.798197,1.002005216,1000,1,0
