"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","phi"
"289",3.40475,-0.108304,0.172423,0.0309531,0.136694,7.80615,0.197978
"290",3.35311,-0.0549153,0.128305,0.0456712,0.223848,7.74458,0.191417
"291",3.30352,-0.065796,0.169121,0.0688602,0.288252,7.80622,0.190534
"292",3.30575,-0.0543785,0.194598,0.0210924,0.240148,7.76562,0.197914
"293",3.32428,-0.10286,0.162796,0.0121576,0.243319,7.77445,0.185368
"294",3.3115,-0.101387,0.157518,0.0750083,0.314436,7.96865,0.183304
"295",3.32276,-0.0937569,0.16644,0.0679862,0.274749,7.64762,0.189491
"296",3.37678,-0.0578596,0.162407,0.0874763,0.225969,7.73838,0.196129
"297",3.34459,-0.0324682,0.150275,0.0759503,0.206265,7.78227,0.195605
"298",3.35273,-0.0586464,0.175998,0.0308812,0.189601,7.85914,0.196556
"299",3.37778,-0.115454,0.142157,0.0634512,0.245924,7.76278,0.19553
"300",3.39409,-0.132718,0.151764,0.0337717,0.209191,7.7974,0.193435
"301",3.50725,-0.0536944,0.101646,0.0186677,0.0114331,7.98206,0.204608
"302",3.49084,-0.167985,0.179196,0.0147018,0.131485,7.71624,0.196576
"303",3.34046,-0.0767962,0.159777,0.0139951,0.195722,7.42373,0.189747
"304",3.37967,-0.0691727,0.11667,0.0475887,0.187643,7.61345,0.188279
"305",3.39544,-0.0952206,0.151381,0.0445396,0.154946,7.5438,0.19566
"306",3.4329,-0.102043,0.172158,0.0425408,0.176212,7.76419,0.190562
"307",3.38358,-0.00581382,0.166882,0.0462785,0.149431,7.81079,0.19363
"308",3.35983,-0.0599714,0.186274,0.0300568,0.198891,7.92211,0.199671
"309",3.40957,-0.0827553,0.122817,0.0436853,0.157855,7.65843,0.18428
"310",3.36669,-0.107701,0.154182,0.0388408,0.212127,8.13216,0.196578
"311",3.34743,-0.0884283,0.146734,0.00441123,0.249343,7.7972,0.181411
"312",3.42111,-0.0653022,0.11456,0.0812644,0.166581,7.91819,0.195895
"313",3.42772,-0.0436516,0.163069,0.0708436,0.160687,7.64873,0.190312
"314",3.33493,-0.107637,0.160075,0.0473677,0.271986,7.81244,0.190212
"315",3.33557,-0.0985584,0.158373,0.0357417,0.242898,7.45826,0.183515
"316",3.38519,-0.0626371,0.153199,0.0581174,0.194005,7.8388,0.198462
"317",3.43391,-0.110551,0.175537,0.0445197,0.153609,7.88156,0.193705
"318",3.52663,-0.161456,0.129848,0.0253922,0.069023,7.56974,0.191768
"319",3.33259,-0.0464777,0.141386,0.0319881,0.237062,8.03403,0.18374
"320",3.35292,-0.0368016,0.164772,0.0685274,0.210726,7.56727,0.188752
"321",3.32431,-0.0746634,0.216284,0.0379199,0.268943,8.02378,0.197879
"322",3.40095,-0.0989068,0.132137,0.0610784,0.186603,7.55282,0.18438
"323",3.36908,-0.0615873,0.163549,0.0225091,0.191069,7.46864,0.194365
"324",3.41411,-0.118852,0.195338,0.0276374,0.219678,7.78953,0.204983
"325",3.38038,-0.112533,0.141509,0.0427497,0.209412,7.63089,0.1947
"326",3.33449,-0.0556358,0.172884,0.0531821,0.185325,7.68213,0.191968
"327",3.36222,-0.0271876,0.1668,0.0351134,0.171329,7.74374,0.19293
"328",3.40462,-0.0902325,0.137154,0.030016,0.203495,7.87423,0.189893
"329",3.29538,-0.033598,0.178087,0.0305751,0.259157,7.77883,0.18775
"330",3.33586,-0.0451116,0.158801,0.00898714,0.202692,7.88173,0.18867
"331",3.30497,-0.0924739,0.172217,0.0354346,0.263542,7.71167,0.192104
"332",3.46012,-0.142443,0.13564,0.006542,0.0879271,7.81307,0.185337
"333",3.38569,0.0102617,0.0920819,0.0448699,0.0936775,7.82412,0.191736
"334",3.43513,-0.0941575,0.148924,0.0651439,0.146583,7.79666,0.189548
"335",3.41881,-0.0621793,0.164535,0.0434374,0.172221,7.82384,0.202349
"336",3.37691,-0.0411183,0.156166,0.0274086,0.203963,7.95987,0.194949
"337",3.30316,-0.0783261,0.181532,0.00467744,0.285235,7.52771,0.198344
"338",3.45923,-0.141991,0.169179,0.0481549,0.154597,8.03712,0.190665
"339",3.33643,-0.103935,0.155595,0.043262,0.250455,7.71198,0.193005
"340",3.40302,-0.138631,0.15752,0.027203,0.218703,7.72732,0.200716
