"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma","phi","bpvalue"
"880",3.99237,0.289794,0.314104,0.110239,0.258089,-0.806236,0.128705,0.27432,1
"881",3.78683,0.321908,0.346736,-0.034643,0.262535,-0.655351,0.125752,0.279341,1
"882",3.82128,0.344909,0.344927,-0.0817189,0.257909,-0.582464,0.125802,0.285071,1
"883",3.82415,0.339154,0.380018,-0.111005,0.208382,-0.625722,0.124311,0.269465,1
"884",3.80361,0.302881,0.351173,-0.0950369,0.248396,-0.592591,0.125225,0.2577,1
"885",3.77341,0.431319,0.324592,-0.0139638,0.238869,-0.58971,0.127855,0.269896,1
"886",3.75814,0.370341,0.394018,-0.0926628,0.209163,-0.526311,0.128783,0.258316,1
"887",3.89682,0.309814,0.397981,-0.0508384,0.224249,-0.70595,0.125997,0.277302,1
"888",3.83429,0.347249,0.409904,-0.116262,0.261396,-0.683379,0.128158,0.277993,1
"889",3.83925,0.259472,0.362626,-0.143099,0.172269,-0.574021,0.126145,0.266522,1
"890",3.88054,0.263488,0.47998,-0.174962,0.210822,-0.701358,0.13256,0.244775,1
"891",3.85825,0.247363,0.363223,0.0480481,0.291926,-0.665621,0.132415,0.260198,1
"892",3.96358,0.241094,0.323096,-0.0230308,0.264328,-0.673344,0.129515,0.280923,0
"893",3.83004,0.289517,0.445311,-0.213708,0.199416,-0.643242,0.122821,0.265328,0
"894",3.76761,0.337545,0.383121,-0.0701014,0.217877,-0.609034,0.127929,0.252184,1
"895",3.90655,0.181638,0.4344,-0.213418,0.176155,-0.70277,0.129566,0.269084,1
"896",3.70747,0.276572,0.413434,-0.265755,0.229924,-0.492709,0.127057,0.267643,1
"897",3.89309,0.353991,0.362425,-0.17547,0.252633,-0.649222,0.127478,0.275412,0
"898",3.82012,0.355733,0.291912,0.0395314,0.225886,-0.619893,0.12243,0.284869,1
"899",3.72859,0.306062,0.29316,-0.108697,0.246773,-0.569992,0.128739,0.267386,0
"900",3.80548,0.301127,0.407205,-0.110445,0.201909,-0.524982,0.123078,0.257919,1
"901",3.66376,0.453509,0.390759,-0.115614,0.242485,-0.504,0.133207,0.270521,1
"902",3.84318,0.299626,0.441873,-0.0654964,0.22406,-0.628922,0.121625,0.27986,0
"903",3.80367,0.312495,0.381376,-0.0242511,0.251797,-0.63945,0.126699,0.26172,0
"904",4.00774,0.241913,0.405256,-0.0286086,0.232372,-0.810308,0.12246,0.254789,0
"905",3.82748,0.337356,0.294558,-0.0371548,0.195571,-0.565667,0.125944,0.267464,1
"906",3.81374,0.428811,0.406525,-0.133913,0.206311,-0.667729,0.125292,0.262663,1
"907",3.89194,0.388747,0.315851,-0.0404026,0.274446,-0.678905,0.134006,0.273662,1
"908",3.86841,0.370022,0.328246,0.0827849,0.203182,-0.699159,0.126645,0.26415,1
"909",3.84009,0.164714,0.374961,-0.137617,0.199057,-0.599258,0.121378,0.268841,1
"910",3.74255,0.52042,0.350934,-0.0583843,0.228835,-0.535199,0.124618,0.257156,1
"911",3.79507,0.435781,0.380306,-0.106643,0.262057,-0.684387,0.123545,0.256678,0
"912",3.88682,0.313014,0.263406,0.0196369,0.241824,-0.688995,0.125787,0.26772,1
"913",3.89442,0.410909,0.395232,-0.0374228,0.151749,-0.636838,0.121639,0.270941,1
"914",3.85757,0.384606,0.325111,-0.0522773,0.217272,-0.560687,0.128031,0.250856,1
"915",3.95853,0.124351,0.402307,-0.114081,0.20493,-0.741163,0.128757,0.259161,0
"916",3.82213,0.35255,0.384,-0.184237,0.212329,-0.562569,0.134134,0.256356,0
"917",3.70895,0.304906,0.322024,-0.147661,0.21734,-0.452396,0.124684,0.267532,1
"918",3.88891,0.287287,0.291427,-0.0472327,0.204573,-0.612386,0.127373,0.26311,0
"919",3.87815,0.28272,0.359912,-0.00751433,0.250129,-0.68045,0.126852,0.263038,1
"920",3.86571,0.245077,0.386123,-0.0263708,0.201237,-0.635024,0.125482,0.252771,0
"921",3.80976,0.392009,0.346002,-0.0993815,0.227044,-0.596874,0.126971,0.270501,0
"922",3.99654,0.229166,0.424101,-0.108928,0.231288,-0.803833,0.127517,0.26243,0
"923",3.83366,0.212229,0.327787,-0.0985735,0.234945,-0.55708,0.125511,0.248999,1
"924",3.7599,0.377055,0.374478,-0.0446259,0.260409,-0.555199,0.124657,0.265903,0
"925",3.83029,0.278357,0.374426,-0.0148024,0.264264,-0.647188,0.128632,0.25271,1
"926",3.85925,0.290903,0.40803,-0.224605,0.210569,-0.688474,0.125715,0.273783,1
"927",3.75986,0.375089,0.418085,-0.0988807,0.281174,-0.607581,0.12132,0.264749,0
"928",3.71569,0.386127,0.408094,-0.0924954,0.209252,-0.532291,0.127718,0.268206,0
"929",3.6937,0.309734,0.401515,-0.130465,0.170097,-0.518705,0.11968,0.273191,1
"930",3.91332,0.347935,0.311348,0.00320437,0.267616,-0.713236,0.120735,0.262897,1
"931",3.87833,0.265084,0.350561,-0.0632995,0.231363,-0.692945,0.115201,0.263223,1
"932",3.72721,0.506489,0.384837,-0.0790806,0.250772,-0.609162,0.128674,0.2755,1
"933",3.86661,0.386366,0.340395,0.0622569,0.217453,-0.611365,0.127426,0.279907,0
"934",3.94193,0.226335,0.375169,-0.0852413,0.170625,-0.694295,0.133638,0.287729,1
"935",3.93608,0.326546,0.310071,0.0327312,0.284043,-0.763614,0.125529,0.234295,1
"936",3.86462,0.385479,0.411963,-0.115223,0.189744,-0.665922,0.125801,0.258276,1
"937",3.99336,0.23172,0.384516,-0.0385411,0.241105,-0.71552,0.127609,0.285763,0
"938",3.86595,0.341453,0.37992,-0.11673,0.270312,-0.613747,0.122063,0.263147,1
"939",3.74336,0.385614,0.408425,-0.0661129,0.229175,-0.61234,0.120286,0.268186,1
"940",3.71365,0.50588,0.377674,0.00387687,0.246875,-0.546637,0.121459,0.277304,1
"941",3.81506,0.335486,0.470596,-0.234779,0.211288,-0.657903,0.124385,0.276933,0
"942",3.88892,0.233408,0.395074,-0.129164,0.147139,-0.767638,0.128888,0.263692,0
"943",3.8448,0.285204,0.369738,-0.186652,0.231834,-0.621313,0.129593,0.263529,0
"944",3.84104,0.359407,0.384506,-0.213806,0.205583,-0.585468,0.126975,0.246653,1
"945",3.76293,0.377602,0.354548,-0.0899261,0.162961,-0.600132,0.13431,0.25275,1
"946",3.77606,0.469593,0.406578,-0.172155,0.234684,-0.600376,0.127433,0.270058,1
"947",3.6838,0.337806,0.313345,-0.00389728,0.229815,-0.455815,0.127597,0.272237,0
"948",3.85339,0.302924,0.241016,-0.0742966,0.26408,-0.62067,0.130953,0.260505,0
"949",3.90243,0.334004,0.4904,-0.174012,0.222983,-0.713897,0.125961,0.260118,1
"950",3.80685,0.392408,0.380531,-0.0831984,0.282802,-0.601137,0.12331,0.274171,1
"951",3.965,0.258418,0.481305,-0.145396,0.20906,-0.83923,0.125257,0.270939,1
"952",3.86279,0.199281,0.292812,-0.112182,0.21077,-0.668617,0.126566,0.258193,0
"953",3.80469,0.274045,0.274043,0.0157973,0.222602,-0.594175,0.122251,0.253771,1
"954",3.73611,0.453504,0.376017,-0.223784,0.191485,-0.545662,0.128465,0.273221,1
"955",3.716,0.461286,0.420597,-0.193636,0.219092,-0.552272,0.127986,0.266879,1
"956",3.80019,0.409563,0.376192,-0.106137,0.25555,-0.603592,0.123657,0.264462,1
"957",3.95691,0.212568,0.341074,0.0905363,0.20457,-0.707382,0.137575,0.25575,1
"958",3.92207,0.377664,0.311699,-0.047079,0.252934,-0.728612,0.127151,0.280204,1
"959",3.77457,0.356413,0.359019,-0.0363745,0.267292,-0.546375,0.12981,0.269334,0
"960",3.89273,0.467091,0.478791,-0.149699,0.146754,-0.725074,0.128267,0.261171,1
"961",3.75178,0.412695,0.341849,-0.0501533,0.222425,-0.535997,0.123749,0.264049,1
"962",3.85615,0.380547,0.393245,-0.106704,0.241621,-0.656583,0.122263,0.249495,0
"963",3.85687,0.258455,0.35573,0.0357887,0.206308,-0.598658,0.1206,0.26891,1
"964",3.90161,0.367983,0.390548,-0.0520881,0.243411,-0.67799,0.119875,0.26901,0
"965",3.80866,0.437301,0.25962,0.080382,0.321087,-0.562333,0.124686,0.262383,1
"966",3.75163,0.475397,0.326943,-0.00549879,0.251578,-0.520289,0.129599,0.276702,1
"967",3.89176,0.336996,0.392181,-0.0937974,0.258395,-0.691397,0.131678,0.259851,1
"968",3.82537,0.465961,0.363898,-0.130412,0.257956,-0.638858,0.130029,0.269059,0
"969",3.80396,0.373026,0.384115,-0.109814,0.187068,-0.541126,0.125724,0.269938,1
"970",3.95521,0.241204,0.525409,-0.167302,0.190492,-0.746758,0.124764,0.26994,0
"971",3.88332,0.397302,0.288803,0.0332794,0.176104,-0.679095,0.120762,0.28032,0
"972",3.80513,0.327264,0.40378,-0.0852721,0.186816,-0.595122,0.13003,0.283397,0
"973",3.81935,0.280016,0.325658,-0.0819153,0.203223,-0.514905,0.124198,0.270645,1
"974",3.94377,0.359655,0.446636,-0.0416756,0.206729,-0.818041,0.129264,0.270026,1
"975",3.70658,0.505184,0.366369,-0.124,0.209412,-0.460568,0.118649,0.245183,0
"976",3.8805,0.224924,0.427943,-0.12938,0.203225,-0.735552,0.120137,0.265041,0
"977",3.92015,0.248106,0.381215,-0.041911,0.258093,-0.668651,0.121242,0.261464,1
"978",3.86918,0.140338,0.345343,-0.0532417,0.221212,-0.615862,0.117688,0.270341,0
"979",3.80632,0.297343,0.387677,-0.229575,0.208462,-0.644998,0.126934,0.28374,0
"980",3.85466,0.273286,0.423472,-0.0565949,0.171533,-0.662893,0.130893,0.264076,1
"981",3.78708,0.350589,0.357047,-0.0347483,0.244462,-0.589984,0.133051,0.269872,1
"982",3.87411,0.307744,0.32407,-0.000508275,0.24247,-0.654489,0.127033,0.261893,0
"983",3.88809,0.293147,0.319732,0.0157436,0.206265,-0.628337,0.128333,0.258605,1
"984",3.86917,0.242869,0.389286,0.00724008,0.217082,-0.680856,0.13256,0.275473,0
"985",3.90751,0.35739,0.379222,-0.0293443,0.217045,-0.719685,0.131506,0.27808,1
"986",3.77134,0.362792,0.317703,-0.0694555,0.256349,-0.569555,0.122028,0.263361,1
"987",3.98326,0.314628,0.355177,-0.128189,0.207385,-0.698103,0.129632,0.274739,1
"988",3.80389,0.274342,0.390402,-0.133775,0.152608,-0.617933,0.123485,0.259551,1
"989",3.88061,0.340603,0.308577,-0.0507447,0.261371,-0.69926,0.127904,0.265268,0
"990",3.77166,0.371008,0.372413,-0.00687005,0.241245,-0.566535,0.125594,0.266008,1
"991",3.85036,0.390462,0.387234,-0.166758,0.267541,-0.677731,0.125706,0.267286,1
"992",3.88768,0.323703,0.306305,-0.0983634,0.26477,-0.695265,0.125761,0.261779,1
"993",3.70538,0.369153,0.349344,-0.218673,0.189706,-0.516573,0.125292,0.253159,0
"994",3.91876,0.265842,0.344625,-0.0222307,0.238831,-0.735314,0.129518,0.266425,1
"995",3.86085,0.331883,0.405269,-0.0602918,0.284398,-0.630255,0.120923,0.255384,1
"996",3.85264,0.392417,0.227223,0.112565,0.295647,-0.620403,0.126938,0.285379,1
"997",3.86508,0.350479,0.407721,-0.0811247,0.217858,-0.730087,0.123368,0.27145,1
"998",3.89469,0.287449,0.395141,-0.0980714,0.236959,-0.668252,0.121435,0.264204,1
"999",3.78503,0.33891,0.368892,-0.0664478,0.264017,-0.625093,0.123652,0.280171,1
"1000",3.83739,0.348813,0.451318,-0.149372,0.198104,-0.718182,0.126135,0.260687,1
"1001",3.74819,0.326731,0.435461,-0.151643,0.155038,-0.49396,0.122122,0.268764,1
"1002",3.76113,0.458885,0.358198,-0.0724088,0.205485,-0.571126,0.127349,0.277586,1
"1003",3.97398,0.293938,0.406552,-0.038331,0.209003,-0.809093,0.122893,0.275593,1
"1004",3.83972,0.272539,0.321574,-0.0425011,0.215746,-0.61657,0.123475,0.263781,1
"1005",3.72309,0.363934,0.44712,-0.169399,0.206137,-0.597139,0.124854,0.282617,1
"1006",3.79822,0.330679,0.399537,-0.187142,0.197777,-0.578118,0.12425,0.268171,0
"1007",3.78409,0.394711,0.375367,-0.00686251,0.175261,-0.556021,0.131556,0.247932,1
"1008",3.94966,0.130897,0.289482,-0.0385161,0.236881,-0.716128,0.121031,0.265138,0
"1009",3.8674,0.297174,0.338962,0.00266508,0.21497,-0.725238,0.120646,0.265035,1
"1010",3.7811,0.448858,0.397413,-0.157757,0.203716,-0.615745,0.131044,0.27326,0
"1011",3.75836,0.411998,0.32614,-0.0607215,0.221863,-0.549588,0.12578,0.258475,0
"1012",3.85312,0.376562,0.349717,-0.0557392,0.236184,-0.633444,0.125312,0.254653,1
"1013",3.87564,0.281606,0.383924,-0.0503429,0.216972,-0.670181,0.128896,0.271032,1
"1014",3.78668,0.37605,0.330888,-0.0382441,0.20503,-0.556338,0.126326,0.268135,0
"1015",4.05702,0.20115,0.406466,-0.145902,0.195148,-0.834548,0.123395,0.262,1
"1016",3.81836,0.280709,0.287258,0.0326745,0.251913,-0.581349,0.125988,0.2775,1
"1017",3.80755,0.3303,0.222638,0.0366797,0.250352,-0.593089,0.122509,0.266185,0
"1018",3.74091,0.395162,0.349201,0.0544855,0.208949,-0.590676,0.122154,0.256229,1
"1019",3.8737,0.299051,0.350409,0.00728971,0.270213,-0.660112,0.130712,0.268126,1
"1020",3.6917,0.518478,0.337478,0.0131244,0.219431,-0.497373,0.12576,0.268027,1
"1021",3.78217,0.349293,0.350619,-0.167538,0.181578,-0.609221,0.131559,0.262318,0
"1022",3.93444,0.26012,0.397453,-0.0994283,0.19668,-0.766529,0.122521,0.263381,0
"1023",3.82512,0.347059,0.372777,-0.0326807,0.275153,-0.623354,0.119541,0.283097,1
"1024",3.83633,0.439932,0.3902,0.0155574,0.277734,-0.637302,0.123208,0.276214,1
"1025",3.92778,0.249434,0.303102,-0.0459305,0.234983,-0.749585,0.124933,0.296149,0
"1026",3.87193,0.319344,0.291341,0.0431458,0.219457,-0.71376,0.132813,0.267701,0
"1027",3.83963,0.394638,0.347386,-0.0445767,0.245953,-0.633491,0.126365,0.249924,1
"1028",3.788,0.392877,0.361449,-0.0412635,0.216979,-0.642355,0.127842,0.264159,1
"1029",3.87287,0.440698,0.327721,-0.0428161,0.27406,-0.742456,0.124348,0.275901,0
"1030",3.86597,0.327107,0.36569,-0.15806,0.204373,-0.695286,0.128803,0.261676,1
"1031",3.90097,0.315513,0.311358,-0.0155552,0.192103,-0.671842,0.127958,0.271627,1
"1032",3.98072,0.223882,0.309715,0.0348086,0.247617,-0.768871,0.121678,0.267089,1
"1033",3.95951,0.26618,0.425,-0.109804,0.248877,-0.750289,0.12319,0.257682,0
"1034",3.81367,0.355208,0.239621,0.0463669,0.320502,-0.620797,0.123775,0.264043,1
"1035",3.72551,0.319444,0.304727,-0.0541818,0.188873,-0.496064,0.125729,0.274388,1
"1036",3.74594,0.390353,0.321914,0.00623849,0.264383,-0.666037,0.12732,0.271965,1
"1037",3.96913,0.263502,0.414774,-0.0796809,0.218665,-0.740001,0.115645,0.285736,1
"1038",3.92209,0.407844,0.432528,-0.0331838,0.285176,-0.726209,0.124976,0.260491,1
"1039",3.72101,0.391948,0.316536,0.0767591,0.297151,-0.579538,0.123275,0.276282,1
"1040",3.71774,0.412289,0.411315,-0.18149,0.186857,-0.49032,0.121154,0.269453,1
"1041",3.78521,0.213634,0.361337,-0.0179402,0.174262,-0.539233,0.120414,0.262417,0
"1042",3.75985,0.414584,0.383134,-0.0922215,0.210138,-0.486876,0.127087,0.274653,0
"1043",3.90563,0.372539,0.359167,-0.0380569,0.230785,-0.674583,0.126756,0.258549,0
"1044",3.82498,0.344799,0.319462,0.096222,0.19714,-0.585018,0.131374,0.271774,1
"1045",3.89198,0.249373,0.320004,-0.0485835,0.222497,-0.709877,0.124705,0.264136,1
"1046",3.78376,0.279367,0.375696,-0.0700973,0.239679,-0.585161,0.125765,0.257368,0
"1047",3.83541,0.249212,0.366583,0.0309506,0.182706,-0.644744,0.120074,0.26483,1
"1048",3.90235,0.37489,0.377957,-0.0427171,0.2985,-0.697675,0.133125,0.29022,1
"1049",3.85,0.324389,0.408396,-0.117472,0.259586,-0.623407,0.132899,0.261611,0
"1050",3.79409,0.323863,0.37158,-0.0292689,0.258996,-0.560626,0.124472,0.273632,0
"1051",3.92796,0.149717,0.473614,-0.0675188,0.213249,-0.719328,0.122317,0.265253,1
"1052",3.80971,0.300865,0.298442,0.0475966,0.226474,-0.570243,0.12763,0.295537,0
"1053",3.95851,0.314483,0.363574,0.0115645,0.2239,-0.765696,0.127186,0.266007,0
"1054",3.87682,0.241543,0.346495,0.0284312,0.276667,-0.673424,0.133073,0.259362,0
"1055",3.77378,0.427138,0.301055,-0.0418706,0.258213,-0.539338,0.124442,0.272812,0
"1056",3.93562,0.316987,0.371019,-0.057815,0.231738,-0.725223,0.127133,0.261594,1
"1057",3.94032,0.2735,0.384104,-0.123411,0.200088,-0.739203,0.129857,0.268769,0
"1058",3.86432,0.322326,0.3029,-0.0347346,0.216927,-0.692253,0.125644,0.267125,1
"1059",3.83772,0.379701,0.360861,-0.0704123,0.238718,-0.565176,0.130219,0.2678,1
"1060",3.88474,0.274816,0.355992,-0.135419,0.171687,-0.668431,0.127516,0.277716,1
"1061",3.81103,0.387654,0.318263,-0.0954234,0.225871,-0.681063,0.131656,0.268849,1
"1062",3.99382,0.23036,0.298652,0.125325,0.285517,-0.798886,0.134837,0.262714,1
"1063",3.85019,0.361776,0.324865,-0.0846266,0.258444,-0.67768,0.124499,0.270066,1
"1064",3.84312,0.35512,0.355268,-0.0700679,0.250409,-0.631382,0.125522,0.280123,1
"1065",3.80588,0.378431,0.403288,-0.222008,0.169049,-0.564431,0.123745,0.272544,1
"1066",3.90464,0.336593,0.340328,0.00697467,0.250547,-0.680396,0.12731,0.27938,1
"1067",3.80954,0.302115,0.363309,-0.0991027,0.224253,-0.560805,0.120488,0.284167,1
"1068",3.91141,0.26025,0.367783,-0.118532,0.211679,-0.672441,0.124637,0.273656,1
"1069",3.95353,0.213601,0.300157,0.0439303,0.263604,-0.713432,0.127476,0.274441,1
"1070",3.84791,0.256998,0.408633,-0.114383,0.221936,-0.580028,0.124472,0.265549,1
"1071",3.82009,0.280711,0.35169,-0.146427,0.225358,-0.607645,0.12357,0.262686,0
"1072",3.81054,0.392218,0.396832,0.0176559,0.295216,-0.642538,0.124894,0.260136,1
"1073",3.88571,0.371831,0.38438,-0.0191625,0.235272,-0.635201,0.131176,0.280566,1
"1074",3.70358,0.461448,0.316553,-0.0859424,0.264323,-0.493145,0.117181,0.256737,1
"1075",3.92156,0.392827,0.428153,-0.123129,0.248741,-0.703586,0.127915,0.262753,1
"1076",3.81786,0.320624,0.32121,-0.0122786,0.297256,-0.641854,0.126408,0.26298,0
"1077",3.7252,0.428709,0.378617,-0.190493,0.214925,-0.534695,0.121276,0.254412,0
"1078",3.87225,0.274792,0.37011,-0.102662,0.228492,-0.646902,0.129595,0.247354,0
"1079",3.79388,0.42468,0.349874,-0.0591821,0.190828,-0.638985,0.130556,0.26572,0
"1080",3.92079,0.300465,0.462316,-0.287464,0.162297,-0.694475,0.121514,0.286155,0
"1081",3.77212,0.417689,0.36732,-0.0804054,0.242834,-0.560017,0.123851,0.282295,1
"1082",3.82353,0.261881,0.442823,-0.157289,0.216082,-0.56678,0.133698,0.266102,1
"1083",3.93009,0.327506,0.357773,0.027594,0.225623,-0.732384,0.123992,0.265799,1
"1084",3.80195,0.275839,0.355851,-0.119148,0.168632,-0.598885,0.124291,0.263551,1
"1085",3.63453,0.397682,0.348587,-0.14911,0.248195,-0.421414,0.123307,0.270157,1
"1086",3.85914,0.404798,0.331441,0.00543238,0.281666,-0.624475,0.125894,0.268843,0
"1087",3.83461,0.371697,0.355732,-0.0807443,0.242628,-0.633799,0.133623,0.258258,0
"1088",3.79097,0.421856,0.395703,-0.138358,0.221244,-0.557308,0.130377,0.273524,1
"1089",3.83067,0.315529,0.426986,-0.19626,0.288461,-0.53925,0.128876,0.285291,0
"1090",3.84122,0.378216,0.351833,-0.0385609,0.222336,-0.675257,0.12553,0.262029,0
"1091",3.81216,0.355984,0.3628,-0.0353878,0.23947,-0.615733,0.127907,0.235946,0
"1092",3.85814,0.381388,0.430888,-0.00589856,0.210389,-0.713613,0.124971,0.253557,0
"1093",3.93839,0.183133,0.354125,-0.0499014,0.19396,-0.72854,0.131106,0.26119,1
"1094",3.85868,0.388661,0.338221,-0.00861238,0.238147,-0.644685,0.128608,0.243437,1
"1095",3.84186,0.356537,0.416747,-0.154989,0.187465,-0.649136,0.132339,0.254233,1
"1096",3.92072,0.36501,0.400862,-0.0851433,0.226548,-0.767326,0.129078,0.274423,1
"1097",3.92786,0.2387,0.441986,-0.111611,0.189512,-0.634594,0.120725,0.284696,1
"1098",3.92061,0.444012,0.450374,-0.0389753,0.208211,-0.816546,0.124623,0.277653,1
"1099",3.86429,0.323366,0.355727,-0.0593367,0.17676,-0.627363,0.124328,0.269883,1
"1100",3.9308,0.229112,0.384518,-0.110341,0.209147,-0.698038,0.125043,0.264655,1
"1101",3.90293,0.291396,0.415568,-0.283043,0.20431,-0.715231,0.124946,0.251508,0
"1102",3.83502,0.343945,0.368203,-0.0530961,0.231442,-0.601001,0.119635,0.268972,1
"1103",3.77852,0.473297,0.422573,-0.166355,0.246877,-0.616263,0.126076,0.270951,0
"1104",3.81643,0.38882,0.349059,-0.0143696,0.275892,-0.594162,0.121379,0.264735,1
"1105",3.78589,0.419895,0.38164,-0.0496219,0.255213,-0.544996,0.131903,0.271167,0
"1106",3.95208,0.24732,0.420621,-0.167984,0.182026,-0.756648,0.124965,0.286523,0
"1107",3.79266,0.288353,0.264845,-0.0235059,0.213985,-0.62686,0.122413,0.277511,1
"1108",3.83885,0.32521,0.47596,-0.161339,0.20554,-0.664854,0.133628,0.257582,1
"1109",3.8281,0.408453,0.354171,0.158664,0.278789,-0.746741,0.124116,0.2771,0
"1110",3.81163,0.31399,0.382422,-0.134337,0.280422,-0.6318,0.123935,0.282314,1
"1111",3.86972,0.314411,0.384804,-0.169912,0.19905,-0.636476,0.12863,0.256428,1
"1112",3.86034,0.418287,0.423668,0.00904521,0.229998,-0.731518,0.128371,0.273196,0
"1113",3.98312,0.234053,0.372204,-0.0441631,0.230002,-0.761933,0.117755,0.258604,0
"1114",3.87425,0.312929,0.340113,-0.0137913,0.23698,-0.611493,0.126876,0.269141,0
"1115",3.7775,0.449848,0.393295,-0.0437122,0.265363,-0.544587,0.128812,0.249942,1
"1116",3.75353,0.373656,0.301744,0.0282213,0.234432,-0.608481,0.130729,0.266907,0
"1117",3.89653,0.401022,0.394331,-0.00510628,0.195396,-0.680634,0.130778,0.273577,1
"1118",3.82725,0.268777,0.433059,-0.114531,0.169062,-0.601111,0.12708,0.272955,1
"1119",3.85972,0.326152,0.334395,-0.0150013,0.281429,-0.702861,0.123861,0.273912,1
"1120",3.86506,0.349067,0.439687,-0.120034,0.240975,-0.666483,0.127053,0.260647,1
"1121",3.83184,0.304489,0.345673,-0.0994543,0.284923,-0.606015,0.125562,0.265587,1
"1122",3.97969,0.204361,0.431231,-0.0703195,0.246133,-0.778613,0.123747,0.273471,0
"1123",3.83073,0.356821,0.351196,-0.126281,0.203896,-0.66404,0.119552,0.268711,1
"1124",3.84978,0.341919,0.317415,-0.0194588,0.219124,-0.614263,0.122528,0.260633,1
"1125",3.84571,0.34567,0.347547,-0.115026,0.257857,-0.593159,0.128004,0.262014,0
"1126",3.81634,0.393596,0.301183,-0.00600743,0.239078,-0.634399,0.127626,0.261587,0
"1127",3.86027,0.311642,0.369972,-0.167455,0.211455,-0.63256,0.117268,0.2554,1
"1128",3.80069,0.249276,0.438423,-0.223908,0.234708,-0.614723,0.130442,0.276204,1
"1129",3.84131,0.197672,0.368496,-0.185052,0.198595,-0.689805,0.132505,0.273932,1
"1130",3.7916,0.405044,0.318641,-0.111763,0.241337,-0.570651,0.125984,0.257894,1
"1131",3.8084,0.311993,0.369066,-0.0977311,0.283927,-0.558717,0.129116,0.268212,1
"1132",3.92527,0.278895,0.372086,-0.0863111,0.260057,-0.699087,0.124902,0.276199,0
"1133",3.81993,0.437864,0.351048,-0.0887977,0.263451,-0.711615,0.121477,0.249217,0
"1134",3.86411,0.343051,0.314007,-0.0430199,0.202861,-0.629246,0.127321,0.269074,1
"1135",3.92619,0.184287,0.323001,0.131975,0.266023,-0.667619,0.120967,0.266027,1
"1136",3.78663,0.341448,0.324374,-0.198508,0.202946,-0.575778,0.124957,0.288655,0
"1137",3.79425,0.37099,0.330049,-0.00615628,0.225446,-0.598413,0.139035,0.275571,1
"1138",3.88739,0.358701,0.359066,0.0021535,0.242655,-0.775458,0.131829,0.26057,1
"1139",4.03268,0.160179,0.407312,-0.0323585,0.198001,-0.816042,0.127667,0.262408,1
"1140",3.81287,0.237128,0.357457,0.0436497,0.275003,-0.637011,0.12626,0.259674,1
"1141",3.73259,0.43602,0.348939,-0.0585634,0.244246,-0.52587,0.130931,0.262783,0
"1142",3.76493,0.38378,0.384336,-0.124993,0.209981,-0.558532,0.122637,0.261098,1
"1143",3.73663,0.420796,0.325441,-0.157123,0.218575,-0.518921,0.126872,0.265304,1
"1144",3.79989,0.339261,0.326829,-0.0705458,0.212141,-0.625795,0.12511,0.256782,1
"1145",3.86027,0.297219,0.282328,0.0696738,0.26744,-0.664052,0.124778,0.268697,0
"1146",4.00435,0.14096,0.362824,-0.076906,0.208727,-0.792938,0.117794,0.251617,1
"1147",3.87613,0.268835,0.342339,-0.0896197,0.247907,-0.752073,0.126842,0.278512,0
"1148",3.84711,0.330281,0.329572,-0.268849,0.246275,-0.644494,0.12517,0.269943,0
"1149",3.87227,0.422339,0.350414,-0.0365087,0.262546,-0.68901,0.126193,0.27154,0
"1150",3.77703,0.38816,0.379901,-0.11607,0.21809,-0.630838,0.122477,0.257609,1
"1151",3.76341,0.466743,0.347416,0.0432866,0.194774,-0.577721,0.119432,0.251824,0
"1152",3.87408,0.196228,0.327144,-0.00344515,0.167442,-0.608837,0.12917,0.277874,1
"1153",4.01562,0.210191,0.350385,-0.0939404,0.251827,-0.803094,0.128109,0.279722,0
"1154",3.78862,0.360572,0.355979,-0.150864,0.183138,-0.481464,0.123557,0.261826,1
"1155",3.88527,0.269283,0.417628,-0.204677,0.247521,-0.780283,0.116943,0.246355,1
"1156",3.83467,0.325113,0.348189,-0.0284581,0.229089,-0.638327,0.132008,0.267014,1
"1157",3.90824,0.24089,0.342739,0.041521,0.294757,-0.702605,0.124376,0.262019,0
"1158",3.84985,0.346295,0.40355,-0.227015,0.217136,-0.626101,0.129087,0.271709,1
"1159",3.83945,0.249539,0.398028,-0.176364,0.20832,-0.58649,0.126804,0.269082,1
"1160",3.8201,0.336765,0.430825,-0.137047,0.198787,-0.697295,0.123684,0.276335,1
"1161",3.91005,0.257425,0.363523,-0.0568997,0.247731,-0.608639,0.130835,0.27083,1
"1162",3.66086,0.411722,0.368631,-0.046235,0.17495,-0.437357,0.119221,0.28045,1
"1163",3.79508,0.416676,0.448648,-0.115091,0.170505,-0.608926,0.134511,0.275969,1
"1164",3.67808,0.527193,0.32424,0.0560702,0.258872,-0.53712,0.123278,0.257192,1
"1165",3.92761,0.279009,0.346547,-0.0776961,0.183856,-0.713628,0.128758,0.262775,1
"1166",3.80164,0.322101,0.338903,-0.112343,0.21985,-0.588135,0.123065,0.26425,1
"1167",3.76812,0.390276,0.344003,0.0519793,0.196406,-0.601013,0.129669,0.246981,0
"1168",3.94656,0.360146,0.29283,0.0533399,0.243961,-0.758758,0.127999,0.267173,1
"1169",3.73325,0.333353,0.370216,-0.03499,0.231926,-0.537902,0.124155,0.285758,1
