"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","m.phi","var.phi"
"612",3.90863,0.419747,0.352849,0.244293,-0.744718,7.50855,0.262243,0.0150084
"613",3.83567,0.365884,0.317992,0.230483,-0.651156,7.46194,0.285093,0.0382929
"614",3.85016,0.309734,0.298905,0.192801,-0.627782,7.53376,0.26039,0.0135379
"615",3.90391,0.334075,0.312382,0.224528,-0.662566,7.39127,0.291735,0.0523999
"616",3.90251,0.376506,0.334442,0.283552,-0.690545,7.29621,0.251733,0.0902293
"617",4.00305,0.183855,0.343857,0.287086,-0.792391,7.20973,0.26513,0.0140679
"618",3.71384,0.484104,0.299884,0.284839,-0.548511,6.96322,0.259122,0.0173181
"619",3.85549,0.356322,0.357708,0.296687,-0.642312,7.74368,0.269441,0.0232409
"620",3.90885,0.224689,0.328517,0.149166,-0.635068,7.85356,0.2819,0.0317973
"621",3.71195,0.488036,0.259595,0.214047,-0.572013,7.74039,0.264352,0.0192473
"622",4.01351,0.222588,0.379984,0.222552,-0.80896,7.02617,0.275567,0.0435699
"623",3.80794,0.396215,0.345938,0.194658,-0.584383,7.41205,0.261402,0.0388723
"624",3.8935,0.339825,0.298673,0.185809,-0.733012,7.37569,0.267444,0.0161719
"625",3.83844,0.304355,0.361462,0.239782,-0.669375,7.84484,0.287734,0.0184763
"626",3.79697,0.386152,0.353992,0.196568,-0.576552,7.852,0.269228,0.0260142
"627",3.83631,0.325069,0.298469,0.232806,-0.648874,7.64542,0.258372,0.0429774
"628",3.84566,0.407473,0.36873,0.25674,-0.585267,7.59803,0.290528,0.0441
"629",3.8191,0.399444,0.37737,0.229962,-0.632491,7.43095,0.253889,0.0342795
"630",3.84971,0.259034,0.331464,0.242991,-0.693614,7.48641,0.280307,0.0672404
"631",3.83662,0.289455,0.306092,0.263983,-0.589032,7.19473,0.260583,0.0376269
"632",3.85627,0.280656,0.366362,0.205292,-0.601911,7.60011,0.255946,0.0609243
"633",3.82918,0.371449,0.344491,0.21474,-0.680705,7.79365,0.276798,0.10382
"634",3.92214,0.26691,0.318301,0.260149,-0.749753,7.49113,0.269569,0.0175854
"635",3.98914,0.234967,0.337734,0.232869,-0.816672,7.82716,0.266662,0.0236039
"636",3.80237,0.327676,0.285101,0.198469,-0.640351,7.71489,0.264647,0.0373477
"637",3.94232,0.37857,0.415857,0.251063,-0.776088,7.31609,0.275218,0.0185763
"638",3.73544,0.386511,0.375557,0.262169,-0.507616,7.4023,0.256389,0.0288469
"639",3.85332,0.28516,0.327395,0.217363,-0.630491,7.51907,0.267423,0.0528501
"640",3.93737,0.250412,0.341399,0.224437,-0.623686,7.60211,0.259753,0.0203841
"641",3.82404,0.322034,0.318347,0.227976,-0.69054,7.62623,0.262135,0.0307067
"642",3.88801,0.259519,0.361,0.230656,-0.745324,7.30171,0.264398,0.0162253
"643",3.79834,0.412038,0.322005,0.19968,-0.604765,7.42583,0.268042,0.0239602
"644",3.92318,0.260615,0.312053,0.23446,-0.691529,7.43753,0.29118,0.0756789
"645",3.81745,0.369226,0.361266,0.261127,-0.599082,7.48375,0.266073,0.0435352
"646",3.77233,0.287637,0.366192,0.263457,-0.653989,7.52452,0.267902,0.0389377
"647",3.84659,0.385426,0.370571,0.189077,-0.661686,7.97688,0.259371,0.0407775
"648",3.7688,0.420712,0.342201,0.208555,-0.524261,7.38967,0.268902,0.0351119
"649",3.91167,0.271034,0.284804,0.289938,-0.733239,7.36542,0.278035,0.0612655
"650",3.66722,0.471597,0.372024,0.189615,-0.406903,7.43712,0.263369,0.0318575
"651",3.92297,0.251786,0.37187,0.261893,-0.685104,7.60659,0.268196,0.0639196
"652",3.88801,0.293171,0.370372,0.233364,-0.679052,7.65345,0.263041,0.0158626
"653",3.88683,0.234368,0.346718,0.217264,-0.688516,7.48497,0.267112,0.0642592
"654",3.82934,0.214878,0.352872,0.223935,-0.614203,7.53693,0.267285,0.0411647
"655",3.97301,0.207724,0.333873,0.194239,-0.699014,7.39784,0.266495,0.015669
"656",3.89554,0.309256,0.289501,0.276661,-0.716815,7.2064,0.241078,0.0136966
"657",3.81567,0.389624,0.324745,0.244807,-0.732243,7.41544,0.271456,0.0395865
"658",3.87081,0.20445,0.368167,0.220355,-0.606375,7.59635,0.263613,0.0596759
"659",3.79329,0.370735,0.286996,0.292017,-0.599286,7.60214,0.266158,0.0160883
"660",3.87202,0.395143,0.338972,0.228434,-0.654081,7.62357,0.286669,0.0268444
"661",3.83985,0.235283,0.301134,0.256958,-0.629357,7.99765,0.27247,0.0158543
"662",3.84448,0.300018,0.226272,0.260019,-0.627096,7.46184,0.272904,0.0389967
"663",3.70879,0.422348,0.314442,0.259963,-0.53024,7.76472,0.26005,0.0144338
"664",3.80599,0.317463,0.290173,0.251096,-0.547884,7.37404,0.269103,0.0930379
"665",3.77799,0.354171,0.260942,0.249868,-0.546649,7.5159,0.270089,0.0267066
"666",3.94144,0.392079,0.380487,0.245056,-0.747563,7.23851,0.266468,0.0165703
"667",3.77799,0.34893,0.349642,0.188906,-0.568182,7.74539,0.256803,0.0155075
"668",3.80654,0.3283,0.298875,0.243984,-0.548762,7.56056,0.281196,0.0723305
"669",3.74914,0.471408,0.287747,0.235332,-0.600294,7.76647,0.277783,0.0205255
"670",3.73034,0.483595,0.318417,0.262388,-0.579009,7.28009,0.2699,0.0205944
"671",3.74714,0.374898,0.302884,0.177817,-0.639537,7.5687,0.243715,0.0141086
"672",3.82075,0.31827,0.328423,0.251327,-0.640919,8.20172,0.265467,0.0398997
"673",3.96232,0.197949,0.29217,0.2362,-0.744414,7.77691,0.278435,0.0194825
"674",3.95887,0.234776,0.342523,0.238363,-0.763174,7.43242,0.273098,0.0404744
"675",3.95209,0.188237,0.387974,0.223523,-0.717657,7.71395,0.266473,0.0340997
"676",3.79535,0.222346,0.317568,0.239098,-0.592274,7.73823,0.292441,0.109061
"677",3.87888,0.360018,0.28635,0.231411,-0.67898,7.91986,0.259136,0.0436292
"678",3.92365,0.206016,0.352544,0.229657,-0.707817,7.48641,0.251263,0.01551
"679",3.77645,0.458221,0.315383,0.286589,-0.605476,7.46826,0.26881,0.0381398
"680",3.85319,0.243884,0.304319,0.224189,-0.660289,7.80881,0.243919,0.0161278
"681",3.78651,0.358511,0.218877,0.257302,-0.597447,7.65732,0.262517,0.0277364
"682",3.84861,0.333151,0.354817,0.251551,-0.646018,7.58564,0.277025,0.0254317
"683",3.8023,0.317384,0.344179,0.180566,-0.577265,7.27967,0.26737,0.0200697
"684",3.87154,0.351222,0.392343,0.273902,-0.550731,7.30096,0.26552,0.0167113
"685",3.98991,0.223118,0.335931,0.231073,-0.711036,7.52775,0.260926,0.0397911
"686",3.91282,0.300375,0.39051,0.21062,-0.69392,7.79581,0.263131,0.018579
"687",3.90855,0.273452,0.390872,0.208489,-0.7089,7.46374,0.291159,0.0456863
"688",3.88621,0.285484,0.30148,0.232156,-0.67478,7.2972,0.259434,0.0433358
"689",3.84373,0.508492,0.331048,0.250888,-0.659743,7.63432,0.271434,0.0200835
"690",3.81977,0.256451,0.296742,0.248965,-0.644271,7.69422,0.23918,0.0415985
"691",3.89772,0.290364,0.335637,0.192398,-0.646749,7.22155,0.264727,0.0284909
"692",3.78754,0.476665,0.349208,0.259015,-0.603933,7.71431,0.271418,0.0213626
"693",3.76112,0.358198,0.301916,0.235149,-0.599294,7.5258,0.260923,0.0642193
"694",3.83207,0.269887,0.392649,0.237985,-0.644718,7.20765,0.273591,0.0361695
"695",3.78701,0.402606,0.353694,0.233254,-0.5992,7.46945,0.268749,0.0302569
"696",3.93309,0.304626,0.306879,0.224193,-0.760856,7.47989,0.277957,0.0183195
"697",3.81719,0.374347,0.3082,0.264577,-0.577301,7.33105,0.255701,0.0153336
"698",3.7438,0.411296,0.363817,0.203955,-0.564276,7.62845,0.278917,0.0136329
"699",3.85736,0.323141,0.34444,0.274879,-0.671422,7.56803,0.2657,0.0246791
"700",3.73451,0.438326,0.291394,0.220561,-0.555197,7.75977,0.280378,0.020323
"701",3.7848,0.482363,0.350947,0.244574,-0.543716,7.20867,0.265061,0.0205614
"702",3.85776,0.266633,0.376829,0.179452,-0.645819,7.56315,0.261388,0.0177449
"703",3.96376,0.180893,0.385872,0.189875,-0.770626,7.54654,0.260962,0.0142904
"704",3.97378,0.275909,0.355859,0.238315,-0.704485,7.5832,0.259487,0.0261081
"705",3.89643,0.311519,0.345003,0.283191,-0.708283,7.18417,0.28098,0.0228322
"706",3.89228,0.345204,0.314487,0.297681,-0.713634,7.59879,0.278067,0.0212379
"707",3.8455,0.385134,0.335037,0.222786,-0.667962,7.31041,0.299385,0.0221074
"708",3.87219,0.384363,0.370107,0.314147,-0.624133,7.24945,0.277,0.015924
"709",4.06687,0.25298,0.338127,0.289295,-0.920392,7.42993,0.28444,0.0369624
"710",3.81527,0.43603,0.290647,0.158451,-0.656652,7.65055,0.259341,0.0177474
"711",3.85729,0.417539,0.302687,0.242897,-0.664915,7.8555,0.264895,0.0618441
"712",3.78342,0.368139,0.283351,0.2245,-0.583616,7.74457,0.256043,0.0143085
"713",3.88215,0.325552,0.41326,0.270097,-0.690058,7.52869,0.275447,0.0374059
"714",3.84809,0.356447,0.420674,0.309853,-0.661041,7.42339,0.264944,0.0187868
"715",3.812,0.386006,0.360282,0.2609,-0.606968,7.79346,0.260426,0.0190024
"716",3.87119,0.282964,0.356761,0.245102,-0.663429,7.28829,0.257611,0.0140953
"717",3.94165,0.325309,0.343393,0.244541,-0.72275,7.39001,0.256406,0.0296003
"718",3.72899,0.470777,0.360873,0.18386,-0.537927,7.4362,0.278958,0.0223958
"719",3.8462,0.267148,0.280876,0.252146,-0.66742,7.54227,0.2781,0.0220678
"720",3.78319,0.294812,0.357068,0.212074,-0.608062,8.37028,0.274534,0.102875
"721",3.83729,0.363729,0.283932,0.309082,-0.623884,7.52045,0.263907,0.0210485
"722",3.77132,0.361023,0.312411,0.227713,-0.614244,7.32902,0.267534,0.0395874
"723",3.80043,0.316159,0.345485,0.249217,-0.667237,7.65085,0.266167,0.0424851
"724",3.90043,0.258098,0.341115,0.223987,-0.693322,7.63484,0.272801,0.0212294
"725",3.87375,0.260385,0.379126,0.191322,-0.671076,7.21868,0.262049,0.0490371
"726",3.81185,0.349745,0.391282,0.1853,-0.574513,7.91768,0.259609,0.0189993
"727",3.78654,0.463871,0.280807,0.255949,-0.539747,7.62522,0.269097,0.0190609
"728",3.79945,0.434004,0.300737,0.269484,-0.612078,7.60509,0.270016,0.0166727
"729",3.89525,0.268814,0.425946,0.223023,-0.724805,7.65973,0.27097,0.0423669
"730",3.91121,0.210463,0.289153,0.286608,-0.712443,7.82874,0.26565,0.0190697
"731",3.92052,0.261508,0.325656,0.227188,-0.718898,7.46177,0.263463,0.0234523
"732",4.00579,0.0822334,0.388404,0.223678,-0.755948,7.64319,0.283104,0.0388564
"733",3.8031,0.452789,0.349268,0.236433,-0.630322,7.56243,0.279818,0.0489545
"734",3.91341,0.231547,0.350002,0.212756,-0.645094,7.37954,0.253163,0.0371919
"735",3.91877,0.101841,0.329289,0.262495,-0.642628,7.0241,0.242545,0.0192498
"736",3.79037,0.4413,0.360259,0.211481,-0.630765,7.08633,0.262706,0.0424734
"737",3.81115,0.257666,0.338466,0.211819,-0.603357,7.49362,0.266762,0.040001
"738",3.78283,0.297027,0.29421,0.221837,-0.558674,7.86731,0.268604,0.0199531
"739",3.65884,0.431237,0.346519,0.266515,-0.508604,7.63799,0.280134,0.020448
"740",3.91547,0.117998,0.277676,0.225612,-0.60712,7.38995,0.279396,0.0209754
"741",3.98206,0.320383,0.417025,0.216305,-0.804436,7.66291,0.261182,0.0900532
"742",3.82764,0.347625,0.303436,0.171011,-0.638673,7.48717,0.262144,0.0561608
"743",3.83122,0.381725,0.319163,0.257685,-0.663551,7.75454,0.257622,0.0175194
"744",3.83019,0.425163,0.305962,0.25145,-0.608791,7.80192,0.265891,0.0218475
"745",3.87081,0.285861,0.335507,0.283525,-0.56454,7.55749,0.266702,0.0179721
"746",3.85279,0.365112,0.365464,0.255631,-0.679226,7.30775,0.259338,0.0145976
"747",3.79847,0.311897,0.314474,0.205981,-0.603053,7.71071,0.264851,0.0734128
"748",3.92964,0.259944,0.325965,0.23229,-0.728522,7.19333,0.274992,0.0179731
"749",3.73315,0.438563,0.328169,0.220558,-0.514727,7.68984,0.274116,0.0364168
"750",3.88666,0.432308,0.27989,0.197718,-0.686352,7.2807,0.255201,0.015187
"751",3.79816,0.485555,0.281151,0.260529,-0.553253,7.43114,0.260544,0.0168023
"752",3.90424,0.356392,0.305882,0.260351,-0.702468,7.56594,0.256099,0.0173363
"753",3.89511,0.40717,0.271689,0.272502,-0.639187,7.44048,0.271238,0.0198049
"754",3.88577,0.179494,0.357262,0.200337,-0.70872,7.72854,0.263062,0.0175134
"755",3.80303,0.342141,0.330888,0.258851,-0.563803,7.14446,0.273526,0.0166529
"756",3.76253,0.358145,0.361891,0.194633,-0.612582,7.32966,0.252454,0.0135307
"757",3.89961,0.434079,0.34596,0.248907,-0.681898,7.91325,0.26768,0.0206567
"758",3.88385,0.262531,0.38323,0.194223,-0.664798,7.49362,0.270739,0.0399095
"759",3.80728,0.406668,0.368149,0.264108,-0.657704,7.65797,0.274236,0.106254
"760",3.83253,0.281201,0.312825,0.273663,-0.629983,7.52857,0.272212,0.0185381
"761",3.83064,0.344399,0.32911,0.246595,-0.612686,7.27426,0.260081,0.0324324
"762",3.75947,0.411537,0.307752,0.238724,-0.516988,7.75534,0.255352,0.0151806
"763",3.66349,0.439861,0.367015,0.237833,-0.478326,7.18431,0.260083,0.049697
"764",3.93062,0.237329,0.3286,0.249464,-0.745601,7.40104,0.271189,0.0366461
"765",3.8799,0.248562,0.323785,0.272001,-0.710486,7.41619,0.27253,0.0427908
"766",4.04789,0.380287,0.419777,0.192307,-0.868475,7.68325,0.262074,0.022681
"767",3.91587,0.249424,0.290235,0.199084,-0.678453,7.69625,0.270231,0.0212211
"768",3.96784,0.246924,0.362326,0.24168,-0.764994,7.43656,0.282855,0.0260639
"769",3.78963,0.235633,0.260953,0.276293,-0.566994,7.41891,0.271872,0.0351567
"770",3.97419,0.264251,0.314108,0.2797,-0.808838,7.44581,0.259549,0.0901183
"771",3.91556,0.22912,0.38225,0.205173,-0.735596,7.24667,0.292501,0.049613
"772",3.8207,0.256496,0.329088,0.214725,-0.605107,7.87615,0.268547,0.0414354
"773",3.84147,0.300331,0.405211,0.227807,-0.632837,7.36512,0.269149,0.0901866
"774",3.8413,0.339042,0.311379,0.225907,-0.619352,7.47416,0.267108,0.0474949
"775",3.91877,0.256886,0.339416,0.217212,-0.682394,7.3724,0.271814,0.0606368
"776",3.93852,0.318588,0.35171,0.236036,-0.718553,7.42661,0.274893,0.0330988
"777",3.89531,0.328597,0.313734,0.23997,-0.608776,7.7075,0.262202,0.0188991
"778",3.84461,0.325085,0.296891,0.238187,-0.543578,7.48916,0.281352,0.0163049
"779",3.93253,0.22919,0.463404,0.174974,-0.741135,7.58987,0.275694,0.101603
"780",3.75904,0.440632,0.290681,0.238495,-0.577836,7.20811,0.256902,0.0151702
"781",3.88035,0.394784,0.280293,0.287273,-0.651862,7.45438,0.267705,0.0207727
"782",3.84064,0.41247,0.315959,0.238342,-0.640763,7.52847,0.250892,0.0154193
"783",3.77671,0.31593,0.287346,0.251411,-0.561168,7.55586,0.268408,0.0360245
"784",3.83671,0.382647,0.304366,0.197984,-0.610456,7.73015,0.286761,0.0435479
"785",3.83821,0.553235,0.364906,0.196582,-0.710482,7.43843,0.283596,0.0172258
"786",3.9617,0.303659,0.340561,0.189195,-0.757995,8.24304,0.272817,0.027211
"787",3.85552,0.30726,0.328065,0.296326,-0.695319,7.58711,0.274363,0.0167959
"788",3.89895,0.322039,0.276225,0.257715,-0.668728,7.51879,0.256285,0.0160873
"789",3.84481,0.37456,0.351037,0.291083,-0.645041,7.29306,0.29362,0.0378268
"790",3.81036,0.219706,0.336596,0.165177,-0.589456,7.44828,0.256303,0.0186272
"791",3.8175,0.32134,0.369984,0.269511,-0.59798,8.00539,0.269753,0.0191085
"792",3.80657,0.383904,0.307632,0.272176,-0.608556,7.63129,0.284221,0.0231476
"793",3.92711,0.30162,0.385396,0.224832,-0.76388,7.2077,0.286893,0.0214676
"794",3.72698,0.339033,0.298275,0.244252,-0.588502,7.91246,0.26406,0.0389198
"795",3.85375,0.430582,0.369176,0.203611,-0.643966,7.06081,0.266797,0.0174325
"796",3.95483,0.147994,0.356685,0.21786,-0.704072,7.33688,0.246005,0.046908
"797",3.80476,0.225107,0.368943,0.180591,-0.547316,7.39111,0.248418,0.0424382
"798",3.79095,0.311695,0.357745,0.262042,-0.579873,7.50773,0.255114,0.0188042
"799",3.80315,0.537894,0.355309,0.299896,-0.646524,7.98619,0.259147,0.0171598
"800",3.71886,0.41223,0.4104,0.205805,-0.553411,7.46778,0.276099,0.0419806
"801",3.88254,0.212621,0.341847,0.227646,-0.630759,7.56742,0.265289,0.0377075
"802",4.00329,0.229622,0.362626,0.203119,-0.797364,7.66631,0.272596,0.017924
"803",3.85916,0.485683,0.360788,0.18775,-0.639246,7.49709,0.266673,0.0207897
"804",3.87056,0.248479,0.339336,0.288623,-0.669923,7.71168,0.262981,0.022318
"805",3.74077,0.337309,0.263083,0.268941,-0.509523,7.76135,0.292147,0.0185814
"806",3.7646,0.347138,0.337963,0.202498,-0.585027,7.47763,0.26885,0.0160757
"807",3.94529,0.23814,0.327877,0.244471,-0.653905,7.74038,0.268115,0.0398193
"808",3.88041,0.308463,0.300672,0.219561,-0.619398,7.39032,0.289682,0.0284226
"809",3.7886,0.353242,0.360293,0.276593,-0.601771,7.06989,0.271396,0.0439865
"810",3.84466,0.430052,0.270417,0.24507,-0.674573,7.66298,0.255669,0.0182066
"811",3.80596,0.323026,0.335038,0.210262,-0.578032,7.34194,0.266693,0.0171048
"812",3.84294,0.25337,0.339884,0.226574,-0.666618,7.44034,0.289103,0.0219611
"813",3.80139,0.366269,0.271982,0.226244,-0.539105,7.40026,0.274669,0.0218137
"814",3.91104,0.309833,0.363658,0.245324,-0.720788,7.91112,0.275488,0.0152525
"815",3.8217,0.253029,0.363997,0.191983,-0.625362,7.27332,0.267452,0.0242348
"816",3.79179,0.371981,0.388528,0.239406,-0.666588,7.44279,0.270911,0.0260601
"817",3.96385,0.379926,0.341667,0.248244,-0.830704,7.01285,0.270949,0.0145999
"818",3.9377,0.247586,0.332289,0.239917,-0.683919,7.3993,0.259603,0.0625444
"819",3.80774,0.386648,0.328007,0.24767,-0.664417,7.47865,0.264866,0.0154161
"820",3.92309,0.276713,0.304169,0.254434,-0.648828,7.23187,0.281379,0.0389662
"821",3.86766,0.323355,0.402012,0.220852,-0.742577,7.23615,0.258033,0.0425734
"822",3.75656,0.316873,0.331867,0.222231,-0.57687,7.5507,0.276701,0.103192
"823",3.91327,0.280632,0.335998,0.26456,-0.80424,7.94423,0.256129,0.0146537
"824",3.85064,0.341572,0.353334,0.220606,-0.659883,7.13835,0.27455,0.0247519
"825",3.7025,0.55222,0.371194,0.214106,-0.577372,7.8211,0.254209,0.0348451
"826",3.93027,0.259043,0.32349,0.221775,-0.723752,7.25126,0.25479,0.0239074
"827",3.78454,0.469003,0.302991,0.211847,-0.612703,7.98648,0.259023,0.0214697
"828",3.83317,0.290247,0.445546,0.176284,-0.612512,7.70848,0.286739,0.054531
"829",3.8102,0.35789,0.329413,0.216072,-0.589831,7.76001,0.261948,0.025787
"830",3.77,0.363091,0.3166,0.224349,-0.579299,7.33833,0.258767,0.0223706
"831",3.9158,0.186099,0.367153,0.225456,-0.721915,7.70427,0.266488,0.0160649
"832",3.85117,0.3621,0.379782,0.267614,-0.55528,7.73326,0.284834,0.0218572
"833",4.00235,0.142387,0.35181,0.252023,-0.824121,7.7441,0.275521,0.039577
"834",3.87459,0.254364,0.329968,0.191854,-0.651154,7.47647,0.285241,0.0384378
"835",3.84913,0.307289,0.365399,0.254219,-0.637061,7.59296,0.279961,0.0465492
"836",3.76377,0.489428,0.369191,0.229801,-0.591247,7.53355,0.259936,0.0180637
"837",3.86914,0.43068,0.444536,0.213115,-0.689887,7.49815,0.262951,0.0859522
"838",3.84173,0.287444,0.229627,0.192706,-0.624163,7.78791,0.283434,0.0236575
"839",3.94266,0.324165,0.270817,0.232368,-0.751444,7.32164,0.269493,0.0138553
"840",3.87029,0.287122,0.349914,0.233651,-0.611398,7.12443,0.275849,0.0241558
"841",3.7456,0.45264,0.273813,0.25264,-0.555984,7.75283,0.265963,0.0289558
"842",3.93273,0.277721,0.362308,0.28368,-0.714636,7.33547,0.250401,0.0535383
"843",3.75379,0.451428,0.37409,0.20784,-0.475786,7.57577,0.26498,0.0436602
"844",3.83585,0.377429,0.351638,0.23001,-0.648432,7.84816,0.278998,0.0284131
"845",3.90057,0.300591,0.359184,0.276065,-0.680509,7.45905,0.263934,0.0873438
"846",3.84965,0.269052,0.333334,0.232117,-0.717992,7.39689,0.271914,0.0220756
"847",3.87723,0.33531,0.31341,0.23678,-0.71236,7.23041,0.27513,0.0399855
"848",3.85471,0.471274,0.387924,0.232982,-0.698246,7.40831,0.275153,0.0172819
"849",3.88185,0.300413,0.417485,0.212419,-0.710543,7.59328,0.271111,0.026703
"850",3.84008,0.309331,0.306246,0.23245,-0.600461,7.69718,0.277045,0.06505
"851",3.79627,0.305092,0.262275,0.193899,-0.570534,7.65124,0.268532,0.0384327
"852",4.06298,0.127324,0.34258,0.241848,-0.831523,7.3204,0.253465,0.0205542
"853",3.84162,0.41487,0.372372,0.212125,-0.706284,7.68392,0.259246,0.0203347
"854",3.864,0.310851,0.308412,0.27811,-0.628174,6.94404,0.260093,0.022464
"855",3.81802,0.218426,0.283744,0.207679,-0.557132,7.45883,0.274448,0.0406053
"856",3.89727,0.246421,0.348234,0.252996,-0.631564,7.43582,0.264991,0.0172702
"857",3.814,0.304988,0.368956,0.225726,-0.590664,7.45983,0.271825,0.102588
"858",3.94778,0.322303,0.383689,0.237716,-0.752148,8.11768,0.29238,0.0645532
"859",3.80603,0.339703,0.341467,0.273012,-0.62757,7.75125,0.25863,0.0137474
"860",3.79757,0.30373,0.328738,0.215958,-0.634752,7.90373,0.283724,0.0931647
"861",3.7963,0.390455,0.312676,0.296967,-0.557184,8.0287,0.270611,0.0196855
"862",3.91879,0.269292,0.350643,0.257927,-0.709722,7.7391,0.278631,0.0213121
"863",3.87998,0.40195,0.345178,0.216722,-0.651296,7.49316,0.28203,0.0208205
"864",3.96333,0.299679,0.352002,0.264041,-0.787193,7.33745,0.265387,0.0143974
"865",3.79846,0.417463,0.400132,0.19152,-0.587394,7.25826,0.258508,0.0158296
"866",3.85939,0.323085,0.373833,0.242559,-0.648744,7.49477,0.235098,0.042176
"867",3.81694,0.347731,0.411031,0.277915,-0.627636,7.90967,0.279575,0.0218423
"868",3.84046,0.270463,0.342414,0.148015,-0.627188,7.95761,0.272759,0.020548
"869",3.78935,0.335164,0.331967,0.216275,-0.563832,7.95962,0.255693,0.0194993
"870",3.83029,0.360521,0.390409,0.222161,-0.585336,7.62952,0.270039,0.0420307
"871",3.84924,0.252077,0.343022,0.222077,-0.681469,7.76912,0.263927,0.0449743
"872",3.75837,0.360933,0.331484,0.194638,-0.507847,7.48149,0.271401,0.0183593
"873",3.84768,0.446239,0.280997,0.220667,-0.658747,7.31794,0.275337,0.0510447
"874",3.88982,0.261642,0.379607,0.227132,-0.715553,7.67691,0.262448,0.018386
"875",3.89826,0.264534,0.383516,0.263621,-0.71727,7.2122,0.269873,0.0171244
"876",3.92259,0.213473,0.335268,0.247405,-0.756992,7.44586,0.265135,0.0201021
"877",3.8739,0.353467,0.289597,0.265298,-0.660517,7.88589,0.28406,0.0632501
"878",3.95187,0.230037,0.304471,0.231045,-0.61854,7.52122,0.277328,0.0184439
"879",3.81461,0.354125,0.391108,0.197037,-0.601555,7.78764,0.282024,0.017116
"880",3.73346,0.403813,0.316697,0.281543,-0.590929,7.30816,0.269477,0.102797
"881",3.9166,0.247929,0.395186,0.255487,-0.710526,7.26249,0.272066,0.0394028
"882",3.84719,0.263351,0.382435,0.229006,-0.656729,7.34099,0.266335,0.0911948
"883",3.94846,0.248079,0.366826,0.198942,-0.688129,7.16619,0.269248,0.0159524
"884",3.77891,0.408768,0.277279,0.2351,-0.556392,7.63492,0.253588,0.0168037
"885",3.90005,0.337139,0.28508,0.242128,-0.710829,7.47362,0.270784,0.0190994
"886",3.68963,0.482385,0.259983,0.281684,-0.521804,7.8064,0.271439,0.0973154
"887",3.90995,0.341682,0.364935,0.194713,-0.704227,7.27511,0.254399,0.0603297
"888",3.88876,0.277834,0.323006,0.266588,-0.711719,7.67148,0.258254,0.0156004
"889",3.81808,0.419004,0.43268,0.223553,-0.664635,7.67533,0.251071,0.0152773
"890",3.79774,0.361423,0.31862,0.252114,-0.537053,7.81555,0.266241,0.0282664
"891",3.73758,0.295694,0.256239,0.231626,-0.475562,7.48629,0.238019,0.0137796
"892",3.74008,0.477654,0.284269,0.246688,-0.561851,7.66124,0.26237,0.0173098
"893",3.93771,0.238123,0.339681,0.174421,-0.763339,7.74316,0.273738,0.0223098
"894",3.85495,0.355703,0.374083,0.20489,-0.655873,7.46945,0.269747,0.0524894
"895",3.76964,0.340952,0.358312,0.223314,-0.591412,7.79998,0.262865,0.0846292
"896",3.91191,0.403696,0.341709,0.195609,-0.668727,7.46245,0.249149,0.0154295
"897",3.94123,0.215939,0.29204,0.289968,-0.729306,7.54974,0.272809,0.0134952
"898",3.76631,0.343867,0.290604,0.22035,-0.571178,7.16343,0.26446,0.0372976
"899",3.97373,0.219476,0.317776,0.235512,-0.753629,7.14538,0.255334,0.0179468
"900",3.90204,0.329827,0.238915,0.27419,-0.663471,7.39423,0.254324,0.0188704
"901",3.82252,0.3339,0.329252,0.209075,-0.577855,7.66406,0.273184,0.0199069
"902",3.85134,0.329491,0.337557,0.20677,-0.656015,8.06484,0.261614,0.0160748
"903",3.8206,0.419853,0.303565,0.282074,-0.692795,7.39845,0.273517,0.0171257
"904",3.90785,0.229175,0.31477,0.261418,-0.644668,7.78925,0.259712,0.0946757
"905",3.77818,0.263816,0.311363,0.295805,-0.589983,7.41452,0.262698,0.0465186
"906",3.92704,0.251598,0.337909,0.230252,-0.729331,7.44499,0.262714,0.041074
"907",3.84724,0.327473,0.267335,0.273394,-0.569106,7.6908,0.257224,0.0225469
"908",4.0543,0.203649,0.346755,0.241527,-0.826183,7.32333,0.261272,0.0152802
"909",3.88344,0.165458,0.392689,0.208346,-0.663935,7.19115,0.263434,0.0382485
"910",3.80553,0.312179,0.339355,0.193905,-0.548958,7.64224,0.286574,0.021349
"911",3.71736,0.399808,0.354907,0.214455,-0.565372,7.5055,0.267281,0.0201336
"912",3.84361,0.419714,0.33529,0.275141,-0.644442,7.65884,0.279239,0.022132
"913",3.82145,0.378455,0.336442,0.279683,-0.652216,7.33618,0.270364,0.0270958
"914",3.886,0.17628,0.333123,0.239945,-0.742236,7.7645,0.258067,0.0137615
"915",3.84779,0.446592,0.319881,0.211154,-0.619103,7.86293,0.261682,0.0149667
"916",3.83086,0.408593,0.297502,0.278844,-0.535941,7.67831,0.270035,0.0196847
"917",3.75281,0.388535,0.382658,0.201705,-0.561446,7.8294,0.275426,0.0529578
"918",3.78123,0.462552,0.314771,0.302139,-0.665164,7.92765,0.25737,0.0200898
"919",3.86819,0.266399,0.322343,0.217418,-0.679319,7.4126,0.277836,0.0923767
"920",3.83112,0.367468,0.373131,0.243094,-0.601491,7.03615,0.275726,0.0213709
"921",3.91464,0.290933,0.346157,0.257596,-0.694204,7.30543,0.282572,0.0228499
"922",3.78714,0.182801,0.317243,0.250333,-0.652241,7.46341,0.257481,0.0372413
