"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","m.phi","var.phi"
"1229",3.78293,0.330863,0.346037,0.203497,-0.537391,7.30982,0.270996,0.0146539
"1230",3.87457,0.325597,0.360585,0.258925,-0.636902,7.82331,0.271637,0.0214613
"1231",4.05136,0.22466,0.3694,0.23032,-0.848205,7.14817,0.279076,0.0221431
"1232",3.97322,0.21607,0.344359,0.278796,-0.807922,7.41631,0.262087,0.0142317
"1233",3.75107,0.35451,0.295914,0.246774,-0.523915,7.80755,0.268521,0.0189052
"1234",3.87383,0.257566,0.31501,0.207621,-0.637339,7.6066,0.276259,0.0581912
"1235",4.03361,0.325376,0.356512,0.222599,-0.809041,7.16554,0.276475,0.0183467
"1236",3.84513,0.399943,0.35661,0.27293,-0.731478,7.62907,0.260385,0.0160371
"1237",3.88648,0.248585,0.293841,0.199207,-0.626098,7.37274,0.273159,0.0348085
"1238",3.84105,0.253307,0.292598,0.248483,-0.649632,7.73721,0.246733,0.0143879
"1239",3.77529,0.243292,0.326826,0.28058,-0.561605,7.56464,0.270344,0.0165802
"1240",3.81964,0.321113,0.296719,0.228426,-0.637749,7.60583,0.275557,0.100432
"1241",3.73473,0.281237,0.283293,0.26444,-0.494759,7.65016,0.288286,0.0826853
"1242",3.79209,0.48221,0.343392,0.265106,-0.674046,7.2942,0.27778,0.0857935
"1243",3.8513,0.217202,0.305466,0.29599,-0.580547,7.52668,0.278754,0.0883108
"1244",3.96718,0.197473,0.311488,0.262052,-0.711597,7.27202,0.286303,0.0232894
"1245",3.93461,0.360516,0.358141,0.273127,-0.69686,7.72795,0.276225,0.0216099
"1246",3.84597,0.26624,0.353989,0.208237,-0.720216,7.67621,0.266269,0.0242528
"1247",3.83017,0.298307,0.300652,0.245867,-0.646833,7.47944,0.265971,0.0159822
"1248",3.7476,0.430509,0.311239,0.251219,-0.608162,7.15329,0.247072,0.0148724
"1249",3.78253,0.309142,0.350529,0.172853,-0.657573,7.77644,0.291146,0.0177245
"1250",3.84099,0.415807,0.407581,0.251291,-0.713247,7.88514,0.266622,0.0206667
"1251",4.00687,0.224294,0.371083,0.267273,-0.796869,7.42114,0.279913,0.0558455
"1252",3.84424,0.284967,0.336223,0.258542,-0.604403,7.35663,0.278877,0.0230092
"1253",3.82844,0.341482,0.369516,0.20969,-0.652753,7.55303,0.264981,0.0194464
"1254",3.98129,0.22187,0.352315,0.23634,-0.768372,7.5404,0.255812,0.0177577
"1255",3.86607,0.3015,0.252659,0.294436,-0.643173,7.33363,0.257773,0.018781
"1256",3.95178,0.295216,0.348144,0.23997,-0.753587,7.61571,0.255027,0.0135596
"1257",3.91124,0.247472,0.391271,0.245108,-0.689004,7.9631,0.263251,0.0184634
"1258",3.83429,0.37056,0.36034,0.248789,-0.679489,7.03717,0.258365,0.0190603
"1259",3.79721,0.387219,0.327227,0.219141,-0.595,7.45906,0.275462,0.0364852
"1260",3.79144,0.304064,0.325191,0.213534,-0.550552,7.56578,0.253137,0.0255283
"1261",4.02257,0.207975,0.354109,0.199477,-0.738413,7.58597,0.259908,0.0123602
"1262",3.84426,0.417569,0.388983,0.223728,-0.579429,7.71959,0.269143,0.0964824
"1263",3.86154,0.181479,0.356111,0.237603,-0.655566,7.51525,0.279196,0.0163562
"1264",3.84932,0.382587,0.312898,0.288065,-0.665795,7.35712,0.270029,0.0403788
"1265",3.95419,0.291771,0.343379,0.337752,-0.735184,7.36799,0.260686,0.0271339
"1266",3.82376,0.332919,0.331761,0.211623,-0.654484,7.70358,0.275082,0.0691698
"1267",3.83716,0.23274,0.342666,0.253312,-0.71941,7.3154,0.26372,0.0207534
"1268",3.91015,0.411551,0.35005,0.248329,-0.740068,7.58583,0.258101,0.0151989
"1269",3.83306,0.297582,0.347782,0.246415,-0.65071,7.22726,0.264449,0.0154602
"1270",3.84464,0.370653,0.320969,0.279706,-0.630379,7.32421,0.265554,0.0391582
"1271",3.80976,0.453628,0.354975,0.20821,-0.667117,7.08084,0.260126,0.0211262
"1272",3.85078,0.266816,0.287766,0.247788,-0.602358,7.51489,0.279585,0.0202344
"1273",3.84728,0.500267,0.388197,0.222733,-0.626645,7.47235,0.263484,0.0342158
"1274",3.94167,0.343335,0.285465,0.311548,-0.766969,7.35362,0.258,0.0179889
"1275",3.88747,0.211513,0.320674,0.223069,-0.730219,7.63837,0.257491,0.037072
"1276",3.84504,0.264568,0.314756,0.230751,-0.545835,7.42667,0.255844,0.0243731
"1277",3.85739,0.297908,0.306877,0.199816,-0.653154,7.75216,0.259698,0.0175681
"1278",3.66214,0.512906,0.296159,0.241787,-0.442873,7.2253,0.282757,0.0179826
"1279",3.78249,0.281044,0.316006,0.260057,-0.583865,7.20657,0.300034,0.0386428
"1280",3.77858,0.369462,0.318481,0.216352,-0.566568,7.62909,0.264499,0.0412948
"1281",3.75227,0.364284,0.325729,0.219728,-0.534212,7.61107,0.275415,0.0206154
"1282",3.84489,0.249271,0.259323,0.236735,-0.556439,7.69299,0.282886,0.017103
"1283",3.88361,0.171091,0.349808,0.212615,-0.654681,7.7884,0.268551,0.0252651
"1284",3.64786,0.3699,0.310642,0.186797,-0.405379,7.59324,0.263217,0.0200869
"1285",3.84012,0.430641,0.338324,0.242681,-0.713984,7.77886,0.265378,0.0882748
"1286",3.80609,0.299803,0.308603,0.202754,-0.622091,7.40161,0.246137,0.0158455
"1287",3.94663,0.188099,0.358837,0.276694,-0.700912,7.56364,0.275412,0.0200646
"1288",3.85322,0.331896,0.35483,0.278381,-0.676232,7.36456,0.273175,0.0146466
"1289",3.83881,0.269793,0.304411,0.173205,-0.577472,7.94326,0.262424,0.0185599
"1290",3.85031,0.295076,0.304196,0.289281,-0.622126,7.6795,0.27521,0.0184462
"1291",3.82747,0.362576,0.345048,0.226906,-0.521118,7.2903,0.285381,0.0531905
"1292",3.82812,0.3114,0.296917,0.193661,-0.600098,7.39355,0.250184,0.0220639
"1293",3.9014,0.221167,0.280379,0.238634,-0.695557,7.37667,0.272094,0.0151498
"1294",3.9315,0.323015,0.375474,0.223736,-0.745703,7.68428,0.259221,0.015999
"1295",3.86822,0.261357,0.323683,0.212761,-0.608248,7.31221,0.260645,0.0665218
"1296",4.01859,0.18528,0.342291,0.27488,-0.771535,7.61074,0.269065,0.0166699
"1297",3.87477,0.320469,0.367186,0.298976,-0.676449,7.72935,0.271664,0.0264137
"1298",3.80588,0.389863,0.311329,0.29425,-0.53409,7.43224,0.284349,0.0544514
"1299",3.78917,0.438368,0.37364,0.215304,-0.615221,7.85254,0.256124,0.0184234
"1300",3.8467,0.290045,0.344717,0.224472,-0.71305,7.40493,0.263604,0.0396547
"1301",3.93001,0.315309,0.34433,0.221539,-0.760985,7.47627,0.271161,0.0169641
"1302",3.91894,0.27608,0.309541,0.210558,-0.676994,7.0008,0.27936,0.0187073
"1303",3.84202,0.422736,0.306722,0.243034,-0.652189,7.79245,0.256633,0.0222477
"1304",3.73945,0.30921,0.311291,0.16584,-0.553372,7.92025,0.271542,0.0444076
"1305",3.93567,0.317589,0.269643,0.201542,-0.723533,7.13549,0.259089,0.0222803
"1306",3.88719,0.295841,0.341569,0.201431,-0.67889,7.60506,0.277044,0.0404453
"1307",3.76606,0.336773,0.293827,0.249207,-0.457868,7.58027,0.276303,0.0160036
"1308",3.91583,0.260768,0.339689,0.176646,-0.656928,7.26762,0.259298,0.0369048
"1309",3.91143,0.284903,0.333207,0.173448,-0.716818,8.0699,0.274604,0.0164693
"1310",3.91739,0.192386,0.303687,0.229284,-0.720769,7.89003,0.271168,0.0984979
"1311",3.77591,0.375749,0.348867,0.164545,-0.641425,7.55619,0.283156,0.0211108
"1312",3.90085,0.263886,0.258204,0.281519,-0.741966,8.04496,0.283939,0.0399713
"1313",3.89559,0.326402,0.31865,0.171469,-0.699648,7.37552,0.274114,0.0387733
"1314",3.78308,0.370629,0.324085,0.260015,-0.582922,7.1248,0.260827,0.0139542
"1315",3.75481,0.525065,0.345705,0.217344,-0.529192,7.4508,0.27321,0.0209253
"1316",3.95168,0.309708,0.305094,0.215546,-0.699516,7.49117,0.260723,0.0207162
"1317",3.85831,0.290245,0.31888,0.295843,-0.589972,7.00118,0.279801,0.0199461
"1318",3.88296,0.407537,0.412741,0.213985,-0.684106,7.98749,0.26844,0.0171239
"1319",3.80577,0.502962,0.38605,0.253454,-0.614075,7.45641,0.274989,0.018453
"1320",4.08396,0.210555,0.356166,0.274832,-0.826157,7.75373,0.252154,0.0847593
"1321",3.78034,0.318463,0.343746,0.25479,-0.548701,7.33681,0.279606,0.0204561
"1322",3.68234,0.502567,0.321608,0.265276,-0.472466,7.7912,0.252152,0.0489889
"1323",3.8731,0.320738,0.26352,0.249136,-0.649566,7.48917,0.273242,0.0131627
"1324",3.82215,0.317131,0.313995,0.251953,-0.654947,7.93215,0.26121,0.0959401
"1325",3.86338,0.295125,0.295345,0.28165,-0.620722,7.51706,0.264795,0.0377932
"1326",3.84186,0.193376,0.327822,0.180954,-0.698161,7.77866,0.254696,0.0181379
"1327",3.90052,0.342135,0.379579,0.212896,-0.716564,7.58562,0.26699,0.0280429
"1328",3.83524,0.414584,0.364644,0.279444,-0.573628,7.67863,0.266295,0.0187912
"1329",3.93267,0.126065,0.301874,0.198571,-0.703126,7.59382,0.271867,0.02098
"1330",3.87552,0.250371,0.351544,0.192139,-0.67737,7.58643,0.268714,0.0221791
"1331",3.83756,0.293801,0.334466,0.218223,-0.565362,7.48128,0.267755,0.0149408
"1332",3.85411,0.332049,0.385574,0.152793,-0.668972,7.74203,0.259038,0.0260659
"1333",3.80391,0.348809,0.383595,0.196446,-0.682432,7.46075,0.261498,0.0183292
"1334",3.78284,0.274357,0.30553,0.270866,-0.562832,7.55593,0.257633,0.0236016
"1335",3.71524,0.365887,0.308347,0.308867,-0.467294,7.24446,0.275955,0.0360726
"1336",3.89438,0.213866,0.353859,0.22145,-0.69594,7.14988,0.260547,0.038831
"1337",3.81043,0.375598,0.343284,0.228365,-0.622789,7.59061,0.292882,0.0230493
"1338",3.76696,0.442868,0.341411,0.257464,-0.666698,7.59258,0.268652,0.0164462
"1339",3.85254,0.421936,0.378822,0.189565,-0.637705,7.29843,0.277593,0.0210284
"1340",3.80938,0.374144,0.316429,0.249584,-0.620996,7.54679,0.27412,0.0420388
"1341",3.93356,0.282383,0.369155,0.290886,-0.737385,7.44653,0.269052,0.0203627
"1342",3.83915,0.267854,0.388073,0.245586,-0.624523,7.27776,0.26378,0.0172941
"1343",3.81663,0.402628,0.323207,0.251606,-0.636348,7.42957,0.27912,0.0166255
"1344",3.93002,0.271941,0.35405,0.218387,-0.734077,7.49544,0.264968,0.0132226
"1345",3.86943,0.276041,0.336321,0.263958,-0.643741,7.22441,0.286063,0.0221076
"1346",3.81304,0.287776,0.357492,0.209996,-0.686933,7.04643,0.270539,0.0273836
"1347",3.92155,0.373236,0.349693,0.263382,-0.670941,8.18532,0.279114,0.0226382
"1348",3.88734,0.32331,0.369488,0.220464,-0.655525,7.74277,0.259456,0.0255604
"1349",3.72558,0.36637,0.302162,0.284081,-0.502803,7.69511,0.273759,0.0926365
"1350",3.82947,0.275768,0.312052,0.240167,-0.634061,7.5669,0.272499,0.0923149
"1351",3.86796,0.417773,0.28466,0.236114,-0.724169,7.94738,0.277498,0.0168895
"1352",3.74637,0.459913,0.387428,0.234155,-0.548014,7.5143,0.289005,0.0229145
"1353",3.79212,0.39743,0.341144,0.236643,-0.621945,7.25504,0.281646,0.0291055
"1354",3.84419,0.266429,0.378568,0.204645,-0.709897,7.96351,0.286943,0.0183392
"1355",4.08425,0.0842823,0.334443,0.227186,-0.849538,7.84341,0.259359,0.0230454
"1356",3.96275,0.364194,0.414281,0.230621,-0.782685,7.65254,0.282055,0.0188489
"1357",3.86711,0.378922,0.360414,0.260452,-0.754808,7.27524,0.270758,0.0386889
"1358",3.77241,0.349393,0.2813,0.235995,-0.552995,7.18491,0.293848,0.0220095
"1359",3.86093,0.271757,0.33319,0.21342,-0.658094,7.99229,0.280413,0.0312355
"1360",3.89911,0.349432,0.379708,0.193199,-0.719824,7.42699,0.265509,0.0360461
"1361",3.79689,0.295938,0.338776,0.243902,-0.553826,7.01575,0.265404,0.0378127
"1362",3.7997,0.490882,0.366726,0.177184,-0.582286,7.27626,0.278284,0.0616805
"1363",3.83132,0.29142,0.378851,0.248677,-0.65013,7.79112,0.260684,0.020929
"1364",3.77511,0.291799,0.396003,0.243628,-0.649769,7.97705,0.288713,0.102402
"1365",3.87276,0.3812,0.349647,0.199192,-0.667005,7.77088,0.255203,0.0250313
"1366",3.95139,0.251423,0.4369,0.176024,-0.716183,7.79522,0.274108,0.069131
"1367",3.966,0.198595,0.318673,0.244397,-0.72141,7.7888,0.26776,0.019076
"1368",3.80965,0.319136,0.367265,0.205523,-0.603358,7.4967,0.27718,0.0224453
"1369",3.85299,0.241527,0.402791,0.261024,-0.657093,7.69346,0.260031,0.0238132
"1370",3.77974,0.310833,0.304266,0.222039,-0.60094,7.46108,0.272279,0.0211616
"1371",3.88671,0.378271,0.346343,0.242576,-0.714307,7.33913,0.272493,0.0961724
"1372",3.87018,0.423986,0.328286,0.272034,-0.643996,7.43138,0.264725,0.0161516
"1373",3.87242,0.286612,0.30029,0.223721,-0.674056,7.62393,0.268929,0.0163518
"1374",3.85563,0.357935,0.382902,0.243946,-0.630473,7.49726,0.257062,0.0272446
"1375",3.7806,0.405155,0.342991,0.269863,-0.512316,7.77677,0.2604,0.0162039
"1376",3.88862,0.361695,0.347431,0.194945,-0.739903,7.42717,0.249756,0.0143334
"1377",3.70802,0.42758,0.274086,0.224986,-0.499766,7.57865,0.2716,0.0580644
"1378",3.91262,0.144725,0.37112,0.170191,-0.693858,7.48186,0.262171,0.0196234
"1379",3.82555,0.309331,0.355758,0.219454,-0.625082,7.39155,0.268572,0.100977
"1380",3.92781,0.246994,0.405505,0.234132,-0.745673,7.25879,0.281218,0.0172335
"1381",3.90186,0.277377,0.315721,0.20571,-0.731657,7.4823,0.268232,0.0184796
"1382",3.91724,0.213809,0.260322,0.19186,-0.761736,7.80963,0.262879,0.0172041
"1383",3.85487,0.307673,0.334506,0.267738,-0.711021,7.51005,0.273103,0.0377911
"1384",3.8751,0.289641,0.396721,0.254467,-0.612163,7.43525,0.249322,0.0132615
"1385",3.91346,0.279261,0.330991,0.202256,-0.667923,7.82893,0.274001,0.0260713
"1386",3.78858,0.299754,0.353915,0.2152,-0.608673,7.26391,0.278019,0.0159464
"1387",3.80202,0.349522,0.328141,0.26082,-0.631692,7.64543,0.277009,0.0190156
"1388",3.6571,0.495275,0.297083,0.215157,-0.457282,7.35517,0.263766,0.028183
"1389",3.85888,0.287965,0.313542,0.271381,-0.649158,7.99673,0.257552,0.059049
"1390",4.07187,0.0929656,0.348612,0.22239,-0.841932,7.55589,0.255677,0.0198038
"1391",3.90258,0.302231,0.396009,0.168981,-0.717123,7.60804,0.249403,0.0151374
"1392",3.79112,0.246522,0.268527,0.194424,-0.482961,7.37802,0.279392,0.044666
"1393",3.80369,0.361719,0.305298,0.253137,-0.615993,7.61635,0.26428,0.0157737
"1394",3.76656,0.412085,0.345091,0.231128,-0.53434,7.32559,0.274117,0.0385693
"1395",4.00028,0.269619,0.364819,0.208401,-0.843587,7.56036,0.255356,0.0923901
"1396",4.02244,0.217074,0.324116,0.217586,-0.772989,7.63509,0.259973,0.0173145
"1397",3.96667,0.256569,0.394702,0.206844,-0.758122,7.50155,0.261846,0.0186129
"1398",3.88364,0.26128,0.265593,0.200682,-0.654331,7.33353,0.284415,0.0229571
"1399",3.77715,0.27099,0.366294,0.246179,-0.654649,7.54658,0.265915,0.0284676
"1400",3.77657,0.401424,0.329346,0.188971,-0.543791,7.34049,0.264896,0.018441
"1401",3.81003,0.259299,0.347348,0.207119,-0.609775,7.41203,0.264404,0.019273
"1402",3.88265,0.350008,0.37049,0.222293,-0.719349,7.28653,0.269913,0.0381788
"1403",3.875,0.302533,0.379716,0.322747,-0.706323,7.52087,0.280295,0.0968605
"1404",3.81718,0.328152,0.343649,0.259613,-0.594664,7.64396,0.291866,0.0471387
"1405",3.76239,0.44866,0.372037,0.189446,-0.622137,7.62345,0.282065,0.0284355
"1406",3.78472,0.319169,0.297768,0.239063,-0.640367,7.83288,0.260461,0.0228416
"1407",3.863,0.43302,0.278243,0.244253,-0.685153,7.69891,0.262121,0.0245138
"1408",3.81787,0.408102,0.369307,0.24083,-0.626686,7.57664,0.27823,0.0158979
"1409",3.74341,0.4304,0.308459,0.210227,-0.632226,7.29131,0.261775,0.0137704
"1410",3.86413,0.221516,0.454282,0.211374,-0.63559,8.06686,0.282462,0.0342531
"1411",3.76085,0.346388,0.361597,0.223032,-0.633187,7.6764,0.278082,0.0199685
"1412",3.88762,0.309698,0.299656,0.190787,-0.655525,7.74158,0.270106,0.019546
"1413",3.83047,0.281875,0.354108,0.18217,-0.628543,8.07137,0.255946,0.0879916
"1414",4.02209,0.343107,0.37205,0.217579,-0.793735,7.39504,0.25746,0.0177865
"1415",3.83039,0.345719,0.379756,0.230797,-0.642368,7.29378,0.284572,0.0188296
"1416",3.86995,0.238303,0.350116,0.173444,-0.682183,7.34509,0.266644,0.0275895
"1417",3.87843,0.360624,0.430784,0.275486,-0.654588,8.03299,0.301413,0.0196681
"1418",3.96643,0.417098,0.375621,0.262958,-0.781422,7.53248,0.273061,0.0154139
"1419",3.95071,0.148926,0.323451,0.241512,-0.776763,7.59193,0.254331,0.0239333
"1420",3.81071,0.399569,0.306571,0.244119,-0.567515,7.39326,0.268226,0.015445
"1421",3.84699,0.252593,0.397042,0.267735,-0.721323,7.40776,0.273901,0.106712
"1422",3.88594,0.260767,0.301322,0.226341,-0.67243,7.72885,0.268352,0.0409191
"1423",3.86961,0.340925,0.278438,0.244486,-0.59468,7.36151,0.254768,0.0133572
"1424",3.76814,0.352525,0.255868,0.240182,-0.552331,7.18376,0.263256,0.0151533
"1425",3.78799,0.30992,0.372039,0.236362,-0.569708,7.49591,0.272276,0.0294611
"1426",3.96484,0.28642,0.306764,0.217956,-0.723095,7.61109,0.275307,0.016728
"1427",3.85591,0.295788,0.32261,0.224044,-0.674541,7.36386,0.28229,0.0418445
"1428",3.95834,0.244137,0.39402,0.255297,-0.723688,7.96149,0.275891,0.0201715
"1429",3.90988,0.262815,0.368893,0.197519,-0.738352,7.73828,0.255529,0.0198504
"1430",3.66863,0.421405,0.298825,0.270568,-0.446495,7.66357,0.24995,0.0176108
"1431",3.78202,0.432609,0.34213,0.263372,-0.56833,7.41642,0.267811,0.0163908
"1432",3.73825,0.477414,0.329692,0.190089,-0.596404,7.31598,0.257603,0.0202225
"1433",3.80193,0.34871,0.300834,0.182506,-0.586938,7.38846,0.276296,0.030407
"1434",3.88502,0.293784,0.354098,0.211596,-0.75272,7.17375,0.259158,0.0133593
"1435",3.92428,0.311109,0.378302,0.244194,-0.745827,7.62599,0.254736,0.0182296
"1436",3.67437,0.387411,0.263164,0.262923,-0.511669,7.5774,0.277378,0.0977725
"1437",3.87661,0.222538,0.275508,0.203856,-0.628598,7.26203,0.278292,0.0202291
"1438",3.87167,0.233164,0.352059,0.255418,-0.644615,7.57264,0.255994,0.0201608
"1439",3.90429,0.32715,0.369774,0.229809,-0.758557,7.49112,0.276611,0.0965256
"1440",3.90152,0.244347,0.3631,0.198426,-0.6759,7.56691,0.26661,0.0267408
"1441",3.96877,0.235976,0.343149,0.202455,-0.690588,7.38872,0.266214,0.0163234
"1442",3.8957,0.32878,0.29383,0.220803,-0.749946,7.9894,0.277912,0.0198182
"1443",3.96489,0.243186,0.354994,0.194746,-0.758923,7.69255,0.281227,0.0168703
"1444",3.97518,0.257987,0.351987,0.248043,-0.725797,7.27968,0.272631,0.0446754
"1445",3.84092,0.364316,0.405749,0.246371,-0.671832,7.69938,0.276658,0.0231385
"1446",3.75995,0.353282,0.281882,0.265801,-0.584275,7.43641,0.269891,0.100224
"1447",3.9085,0.291352,0.378637,0.242511,-0.686069,7.62249,0.259462,0.0231303
"1448",3.82744,0.464527,0.399141,0.217746,-0.666209,7.20624,0.274442,0.0178383
"1449",3.72861,0.256959,0.287167,0.224652,-0.527111,7.48349,0.267237,0.0266396
"1450",3.89987,0.243506,0.376685,0.244212,-0.728521,7.50401,0.271394,0.0280972
"1451",3.75934,0.405828,0.318594,0.188792,-0.620101,7.88885,0.265199,0.0153069
"1452",3.81525,0.306235,0.291363,0.262173,-0.642373,7.79866,0.27943,0.0205802
"1453",3.88296,0.445502,0.350867,0.209946,-0.723904,7.2355,0.270922,0.0158247
"1454",3.92966,0.301824,0.40884,0.194778,-0.79068,7.63075,0.277348,0.0376819
"1455",3.96131,0.225155,0.309035,0.247842,-0.726422,7.45969,0.259244,0.0531013
"1456",3.92029,0.42413,0.354267,0.289389,-0.816675,7.60148,0.263991,0.0193444
"1457",3.9235,0.309665,0.2724,0.225176,-0.694019,7.51827,0.252144,0.0433428
"1458",3.82492,0.345876,0.333959,0.275389,-0.628121,7.44309,0.277581,0.0400044
"1459",3.84917,0.27173,0.339261,0.246311,-0.682114,7.53747,0.251601,0.0141494
"1460",3.90885,0.18003,0.375559,0.15972,-0.660733,7.53694,0.265933,0.018562
"1461",3.80544,0.359101,0.341584,0.247993,-0.637758,7.73375,0.276673,0.0174273
"1462",3.81479,0.430627,0.361709,0.215446,-0.644997,7.53673,0.285453,0.0247954
"1463",3.89592,0.274786,0.408329,0.248161,-0.758075,7.43987,0.271761,0.0326641
"1464",3.94655,0.149263,0.360575,0.215715,-0.783131,7.93475,0.259747,0.0421717
"1465",3.86259,0.316552,0.302891,0.303698,-0.675832,7.38145,0.267997,0.0433765
"1466",3.95662,0.34809,0.348734,0.318581,-0.753273,7.24515,0.263149,0.0163131
"1467",4.03917,0.27541,0.361651,0.257285,-0.922907,7.74531,0.273235,0.0190732
"1468",3.92318,0.313879,0.378276,0.174627,-0.6899,7.36838,0.265607,0.0166253
"1469",3.90861,0.208886,0.344377,0.209772,-0.656478,7.8431,0.268564,0.0180262
"1470",3.81307,0.326289,0.385334,0.249364,-0.660202,7.56411,0.265369,0.0371118
"1471",3.84554,0.35523,0.361461,0.249055,-0.664732,7.78154,0.276446,0.0180746
"1472",3.81004,0.365688,0.302472,0.245084,-0.679781,7.59028,0.26556,0.0183234
"1473",3.69792,0.452125,0.274067,0.237375,-0.476926,7.41848,0.253997,0.0354379
"1474",3.89327,0.277081,0.374498,0.235924,-0.707799,7.56518,0.273438,0.022128
"1475",3.91189,0.233089,0.321973,0.249629,-0.692857,7.25016,0.263909,0.0180405
"1476",3.85298,0.141923,0.410531,0.242645,-0.703501,7.74953,0.267268,0.0287524
"1477",3.8091,0.450613,0.31029,0.196325,-0.604495,7.34895,0.260988,0.0171631
"1478",3.84592,0.445756,0.32127,0.1922,-0.67146,7.62804,0.290975,0.109811
"1479",3.84325,0.341147,0.318175,0.269461,-0.626803,7.62055,0.269422,0.0198317
"1480",3.97001,0.332445,0.297536,0.24175,-0.752164,7.72643,0.262606,0.0175895
"1481",3.94907,0.314894,0.332667,0.312193,-0.763264,7.28115,0.262192,0.0268942
"1482",3.98405,0.189096,0.282507,0.23345,-0.785459,7.31514,0.259361,0.0146409
"1483",3.78302,0.301377,0.332315,0.240928,-0.587077,7.70159,0.271861,0.0151603
"1484",3.8338,0.400296,0.33584,0.245488,-0.648493,7.71157,0.271889,0.0224514
"1485",3.89596,0.367862,0.337963,0.239913,-0.750222,7.45039,0.260133,0.0382465
"1486",3.72467,0.407907,0.29005,0.246164,-0.496001,7.62712,0.272253,0.0523261
"1487",3.79193,0.354017,0.310263,0.216498,-0.535006,7.87446,0.274448,0.0170404
"1488",3.79278,0.320902,0.27195,0.216841,-0.531526,7.41188,0.243215,0.0247213
"1489",3.85423,0.385047,0.298931,0.262079,-0.68059,7.76487,0.25328,0.0151342
"1490",3.8211,0.234315,0.371072,0.210988,-0.678961,7.49691,0.256512,0.0343689
"1491",3.7483,0.388599,0.325167,0.227923,-0.623205,7.45951,0.267461,0.0231137
"1492",3.80727,0.368478,0.250042,0.222148,-0.620395,7.72287,0.274608,0.0174176
"1493",3.76432,0.430026,0.342794,0.227497,-0.579483,7.63113,0.273414,0.0296799
"1494",3.87946,0.287142,0.399401,0.214056,-0.699477,7.49946,0.266959,0.0137344
"1495",3.77496,0.42715,0.368437,0.258634,-0.554334,7.37894,0.258781,0.0168077
"1496",3.92112,0.217759,0.294319,0.227692,-0.776873,7.48227,0.265501,0.0272338
"1497",3.79436,0.413555,0.292769,0.288423,-0.576576,7.58967,0.278151,0.0190509
"1498",3.9698,0.32407,0.396044,0.185546,-0.717275,7.61595,0.281543,0.0405308
"1499",3.77238,0.477258,0.264097,0.221582,-0.489077,7.53135,0.27606,0.0226783
"1500",3.87554,0.245608,0.360703,0.205374,-0.586108,7.8434,0.27466,0.0166521
